#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      292.8   139.0   101.3   165.2   181.1   268.0   311.9   339.1   361.2   390.2   430.8   497.4   659.7  1475.8  4353.3  30030.0    30000  1777975408449  1777975418589
read      308.8   161.4    93.8   171.7   188.5   279.7   327.0   357.1   380.6   410.7   452.7   524.5   743.1  1960.8  4572.0  30020.7    30005  1777975420104  1777975430225
read      314.1   187.1    93.8   165.5   181.8   275.8   326.1   358.4   383.8   417.4   466.6   564.5   938.8  2322.0  4638.6  30027.1    30010  1777975431743  1777975441843
read      287.2   177.0    93.8   154.9   168.9   255.3   301.3   329.2   351.1   380.1   423.7   505.2   769.1  2376.8  6097.1  30057.7    30015  1777975443360  1777975453466
read      275.8   156.9   101.3   154.2   166.9   244.6   289.5   315.5   335.8   362.8   402.6   483.8   742.4  2082.9  4366.9  30053.8    30020  1777975454982  1777975465083
read      266.8   161.6   101.3   152.4   164.5   237.2   281.5   307.1   326.2   350.2   385.3   450.8   663.7  2097.0  6979.9  29935.3    30025  1777975466598  1777975476700
read      277.3   151.7   101.3   154.4   167.6   248.0   292.3   318.1   338.5   365.1   404.0   482.4   724.5  2007.5  4392.0  30114.6    30030  1777975478214  1777975488316
read      274.8   156.7   101.3   154.3   168.2   249.4   291.5   315.7   334.8   359.0   393.7   459.8   668.4  2058.3  5023.5  30112.5    30035  1777975489832  1777975499934
read      282.6   182.0    93.8   154.6   167.5   246.7   292.4   319.8   341.7   369.8   412.5   503.5   825.0  2505.0  5094.8  30071.2    30040  1777975501448  1777975511550
read      374.1   236.6   101.3   169.8   189.7   328.9   407.4   456.6   493.6   538.2   598.7   704.6   993.8  2327.1  9010.9  30059.0    30045  1777975513067  1777975523177
read      442.4   306.2   101.3   177.0   200.5   369.0   474.1   541.2   593.1   658.8   749.2   913.9  1389.5  4373.5  6242.6  29981.9    30050  1777975524696  1777975534797
read      422.0   280.7   101.3   172.8   194.3   347.2   452.6   521.4   575.3   641.2   734.2   886.4  1263.4  3197.7  6157.9  30136.4    30055  1777975536311  1777975546411
read      396.4   251.1   101.3   168.3   188.6   330.5   424.8   488.3   537.1   598.1   682.7   821.3  1155.2  2449.2  5437.5  29978.6    30060  1777975547926  1777975558026
read      370.9   227.2   101.3   165.4   183.6   315.6   399.6   455.3   497.9   549.6   621.0   736.3  1037.0  2771.8  5329.9  30083.4    30065  1777975559543  1777975569644
read      385.3   238.9   101.3   168.3   187.4   323.3   415.9   476.1   522.1   578.2   652.9   779.0  1104.5  2438.6  5122.7  30107.5    30070  1777975571158  1777975581269
read      405.8   258.0    93.8   172.2   193.2   343.0   438.2   501.0   548.3   607.0   685.6   820.2  1156.5  3037.3  5361.5  30034.7    30075  1777975582784  1777975592885
