#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      289.0   137.6   101.3   163.9   179.4   266.0   309.2   335.3   355.6   381.6   418.5   481.7   642.5  1628.1  4525.6  29988.9    30000  1777972178613  1777972188772
read      288.1   132.2   101.3   162.1   177.4   264.0   307.6   334.2   355.1   382.8   423.2   492.1   652.7  1385.8  4177.7  30115.6    30005  1777972190290  1777972200419
read      317.4   209.6   101.3   162.0   177.8   274.1   324.4   357.4   384.8   423.1   481.5   596.5  1013.6  2618.9  6050.4  30022.0    30010  1777972201939  1777972212048
read      300.1   190.7   101.3   157.5   172.5   262.3   309.6   338.6   363.0   396.6   449.7   551.9   888.6  2513.3  5129.8  29990.4    30015  1777972213563  1777972223665
read      277.0   156.2    86.8   153.1   165.9   246.2   291.4   318.0   339.1   365.7   403.6   484.7   753.9  2052.5  4397.1  30018.8    30020  1777972225181  1777972235289
read      269.0   151.0   101.3   151.2   163.4   240.5   285.3   311.7   332.0   357.6   394.3   463.1   679.1  1753.7  4230.1  30106.6    30025  1777972236805  1777972246909
read      272.0   134.7   101.3   153.1   166.1   247.4   290.8   316.0   335.7   360.5   395.1   460.5   664.5  1446.0  3903.1  30029.6    30030  1777972248425  1777972258524
read      279.1   163.3   101.3   155.0   168.3   249.1   292.9   318.5   339.3   366.1   404.2   484.8   753.1  2062.3  5751.0  30089.3    30035  1777972260040  1777972270144
read      274.2   141.6    93.8   153.5   167.5   248.2   290.3   315.1   334.5   359.9   398.0   472.7   682.0  1814.8  4482.0  30037.4    30040  1777972271662  1777972281765
read      289.7   175.6   101.3   156.6   170.6   256.2   301.9   329.7   351.3   380.9   425.4   511.3   828.0  2337.7  4916.9  30077.1    30045  1777972283282  1777972293398
read      295.8   204.5   101.3   156.5   170.4   256.6   303.9   332.8   355.9   387.3   435.2   540.8   916.1  2597.7  6356.0  30152.9    30050  1777972294916  1777972305019
read      273.4   166.8   101.3   153.3   166.1   242.5   285.4   310.9   330.5   355.7   394.0   470.5   738.0  2384.2  5092.0  29976.2    30055  1777972306540  1777972316643
read      281.7   172.5   101.3   154.0   167.4   249.7   294.0   320.5   341.9   369.9   412.2   496.4   776.5  2447.0  5176.5  30074.0    30060  1777972318160  1777972328263
read      291.0   154.4   101.3   158.2   173.4   262.6   306.9   333.5   354.7   384.1   429.0   510.6   769.3  1799.5  4664.4  29963.4    30065  1777972329778  1777972339882
read      296.2   179.6    93.8   159.3   174.5   264.3   309.6   336.9   358.9   388.2   432.7   521.2   808.4  2453.1  4992.6  30105.8    30070  1777972341401  1777972351504
read      296.7   148.5   101.3   158.0   173.9   267.5   316.2   346.0   370.7   401.4   446.0   523.0   755.5  1616.0  4147.3  30140.9    30075  1777972353021  1777972363125
