#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      281.0   130.7    93.8   168.4   183.2   260.2   298.0   321.2   339.9   362.9   393.7   448.1   609.8  1348.9  4940.3  29981.4    30000  1778363340242  1778363350405
read      268.6   127.2    93.8   161.1   175.2   249.8   287.3   310.3   327.5   348.8   377.8   424.7   547.9  1231.2  4557.7  29897.7    30005  1778363351921  1778363362051
read      275.2   121.5    93.8   166.0   182.1   257.8   293.2   315.2   332.3   353.3   382.0   430.6   573.7  1059.5  3217.2  30007.5    30010  1778363363566  1778363373670
read      265.2   114.5    93.8   163.3   176.8   248.1   283.5   304.9   320.6   341.6   368.9   412.7   527.9  1049.3  3805.6  30056.7    30015  1778363375185  1778363385297
read      274.7   124.9    93.8   163.6   178.6   255.7   292.7   315.1   332.6   354.2   384.1   432.9   590.5  1369.4  4627.7  30035.2    30020  1778363386812  1778363396916
read      296.3   150.0    93.8   163.7   181.2   272.5   316.2   343.1   364.6   390.7   426.5   493.2   687.8  1585.8  4844.0  30000.8    30025  1778363398431  1778363408536
read      284.2   116.4    93.8   167.1   183.2   265.9   305.7   329.8   347.9   371.3   401.6   454.4   588.9  1049.3  3987.4  30071.4    30030  1778363410050  1778363420155
read      270.6   117.3    93.8   163.0   178.0   252.9   289.3   311.3   328.1   348.6   377.0   425.3   553.2  1116.0  4233.4  30066.7    30035  1778363421669  1778363431774
read      268.9   116.1   101.3   163.6   178.4   252.2   287.9   309.3   325.2   345.6   372.9   418.4   536.3  1065.5  4268.0  29970.3    30040  1778363433288  1778363443389
read      323.5   216.3   101.3   167.2   183.4   272.7   322.5   357.2   385.5   425.1   492.6   641.2  1114.4  2315.8  5686.1  30020.2    30045  1778363444904  1778363455011
read      276.5   136.4    93.8   164.1   179.0   256.7   294.6   317.6   335.5   357.5   387.6   436.1   590.5  1554.3  4985.1  30031.3    30050  1778363456527  1778363466632
read      276.9   127.1    86.8   162.2   178.4   258.7   296.1   318.9   336.7   358.4   388.3   437.4   581.8  1162.7  4570.3  30067.5    30055  1778363468148  1778363478253
read      267.0   114.3    93.8   159.4   173.3   247.2   284.6   307.9   325.5   347.3   378.2   430.6   580.7  1064.0  3955.0  30026.1    30060  1778363479767  1778363489870
read      276.5   123.4    93.8   164.2   180.1   258.0   295.1   317.8   335.8   357.8   387.7   435.6   586.9  1216.7  4364.0  30124.4    30065  1778363491387  1778363501489
read      275.6   125.8    93.8   160.3   175.5   254.8   294.0   318.3   337.4   360.7   392.4   446.7   606.8  1294.1  4333.3  30163.7    30070  1778363503003  1778363513107
