#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      255.4   144.2    93.8   155.3   167.8   235.5   269.4   289.3   304.3   321.8   346.8   392.8   542.5  2055.4  5034.2  29992.8    30000  1778264834064  1778264844210
read      254.5   138.1   101.3   156.0   168.3   235.3   269.1   288.9   303.6   320.7   345.5   390.5   536.2  2134.0  4839.9  30089.1    30005  1778264845724  1778264855849
read      258.3   120.5    93.8   156.2   169.6   241.2   275.7   296.3   312.4   331.5   357.3   400.0   526.6  1417.8  4294.9  30031.4    30010  1778264857362  1778264867462
read      255.1   117.1   101.3   156.0   168.5   236.8   271.4   291.8   307.2   325.6   350.9   395.1   530.0  1749.1  3774.3  29885.6    30015  1778264868977  1778264879079
read      260.9   137.9   101.3   158.5   171.7   242.7   277.2   297.1   312.8   331.6   356.9   399.3   533.8  1969.4  5125.4  30067.7    30020  1778264880593  1778264890696
read      267.4   146.1   101.3   157.8   171.0   244.5   281.1   303.4   319.9   342.0   371.9   428.4   636.4  2022.5  5032.6  30045.3    30025  1778264892210  1778264902310
read      249.9   144.0   101.3   152.5   164.7   230.9   264.0   283.4   297.6   316.1   340.8   383.2   523.3  2108.5  6237.4  30011.7    30030  1778264903824  1778264913925
read      251.9   129.8    93.8   154.8   167.2   234.7   268.0   287.4   301.6   318.8   342.6   382.6   506.7  1905.5  5123.1  30093.8    30035  1778264915439  1778264925540
read      263.1   136.8    93.8   158.3   171.7   243.7   278.7   299.1   315.0   334.8   361.8   406.1   560.8  2144.5  4332.3  29996.0    30040  1778264927055  1778264937158
read      261.6   146.6   101.3   155.7   169.2   241.5   276.2   296.8   312.8   332.3   359.2   403.0   565.0  2261.2  5092.7  30103.6    30045  1778264938671  1778264948771
read      260.4   146.1    93.8   156.6   169.6   239.3   273.6   294.0   309.6   328.5   355.1   400.2   579.3  2245.1  4644.0  30081.2    30050  1778264950285  1778264960386
read      264.8   114.7    93.8   158.7   173.2   248.0   284.3   305.6   320.9   341.6   369.0   414.5   535.3  1309.9  4175.6  29973.1    30055  1778264961900  1778264972002
read      253.1   109.1    93.8   150.9   164.4   237.3   273.0   294.0   310.2   329.8   356.8   400.4   503.5   846.4  4159.6  30107.9    30060  1778264973517  1778264983619
read      258.7   104.3   101.3   158.7   172.5   243.7   278.0   298.6   314.7   334.3   360.8   402.6   501.8   812.0  3767.1  30115.2    30065  1778264985132  1778264995233
read      260.6   105.3    93.8   156.9   171.0   244.8   280.3   301.3   317.4   337.9   366.0   411.0   514.4   853.9  4007.9  30112.4    30070  1778264996746  1778265006851
read      263.4   127.4    93.8   160.4   173.8   245.9   281.1   302.0   317.6   337.8   365.1   410.2   525.0  1867.8  4395.2  30059.8    30075  1778265008364  1778265018468
read      256.8   107.3    93.8   154.6   167.8   240.8   276.3   297.1   313.4   333.2   360.5   403.5   511.4  1034.1  3902.2  30055.9    30080  1778265019983  1778265030089
read      248.4   113.5    93.8   153.4   165.7   232.9   266.1   285.3   299.1   316.8   340.3   378.7   488.6  1353.0  4255.0  30050.1    30085  1778265031607  1778265041711
read      244.0    98.2    93.8   152.6   164.7   230.2   262.6   281.4   295.5   313.4   336.7   373.4   465.2   854.2  3212.7  30056.5    30090  1778265043226  1778265053325
read      239.8    93.1    93.8   150.5   162.7   226.8   257.9   275.9   290.2   307.1   329.2   365.6   454.6   882.9  3229.4  30093.3    30095  1778265054840  1778265064949
read      253.0   106.8    93.8   154.7   168.4   239.0   272.0   291.5   306.1   322.8   346.0   386.5   492.4  1047.3  4032.3  30173.9    30100  1778265066462  1778265076563
read      256.0    95.9    93.8   156.4   170.5   242.8   276.0   296.0   311.1   328.9   353.0   392.9   494.1   818.4  3181.4  30119.9    30105  1778265078078  1778265088183
read      252.0   111.3    93.8   155.1   168.2   235.9   269.7   289.4   304.2   321.3   345.7   387.6   503.1  1211.0  3880.6  30066.6    30110  1778265089698  1778265099800
read      258.5   103.1    93.8   155.5   169.8   243.1   278.2   298.8   314.8   334.4   361.0   402.9   513.5   930.6  3509.5  30194.2    30115  1778265101314  1778265111423
read      267.0   118.5    86.8   157.3   172.7   249.7   286.8   309.0   325.8   346.7   376.5   426.0   546.7  1144.6  4176.0  30194.4    30120  1778265112938  1778265123039
read      265.6   115.3    93.8   157.0   172.2   249.3   286.5   308.6   325.0   345.6   374.2   421.8   532.3   959.6  3997.6  30191.9    30125  1778265124553  1778265134657
read      273.9   137.9    93.8   159.9   175.0   253.2   291.2   314.0   331.7   353.7   384.4   434.8   581.4  2236.7  4244.3  30148.1    30130  1778265136171  1778265146278
