Timestamp start: 1778540043572
Timestamp end: 1778541123897

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      366.7   460.0    86.8   142.8   159.0   292.9   368.3   411.5   443.4   481.5   534.1   634.8  2109.1  7067.8  9855.6  52485.4    52488
read      351.3   330.7    93.8   145.2   163.2   305.7   376.0   413.1   438.9   469.3   509.9   591.8  1377.7  5007.7  9590.5  37001.5    36950
read      339.2   468.1   101.3   157.1   175.6   275.8   319.0   342.8   360.7   381.6   410.3   473.7  2086.3  7591.6  9458.1  16782.7    16762
read      358.4   472.0    86.8   141.7   156.7   268.2   333.1   373.8   405.9   446.3   502.2   640.4  2719.4  6192.1 10284.7  79540.2    79473
read      292.9   219.1    86.8   138.0   151.3   264.0   326.0   360.1   384.5   412.6   448.6   504.2   691.3  2747.5  8054.3  61341.6    61431
read      350.8   361.9    86.8   144.2   160.0   271.6   341.7   390.1   431.2   487.1   570.0   743.8  1658.9  4756.1  8341.9  87125.0    87172
read      319.9   267.9    86.8   150.6   167.5   275.4   333.9   366.7   390.9   420.2   460.9   543.3  1350.9  3405.7  7676.8 108262.3   108181
read      317.0   310.9    86.8   140.9   155.0   261.0   326.5   366.0   396.7   435.6   491.9   593.1  1118.8  4872.9  7873.2  80536.2    80515
read      327.0   232.3    93.8   143.4   160.1   296.1   363.3   398.2   422.5   450.2   485.1   543.4  1028.3  3177.6  7083.2  37141.0    37149
read      274.8   189.7    93.8   157.3   174.7   257.3   290.7   309.1   321.5   337.8   358.3   391.8   692.6  2688.2  7622.5  13373.9    13444
read      332.8   381.2    86.8   139.6   153.4   263.5   328.1   366.4   395.0   429.3   475.2   576.0  2135.2  4884.4  8288.1  72043.9    72057
read      307.2   286.8    86.8   139.8   153.2   262.2   327.3   364.2   391.1   422.8   463.5   533.9  1060.7  4117.7  8049.4  70091.2    70041
read      345.2   390.0    86.8   146.6   162.0   269.7   336.7   381.2   419.2   470.1   545.5   686.1  1671.8  5372.2 11175.7  90277.9    90162
read      390.1   462.7    93.8   144.1   161.0   303.0   393.0   441.1   474.8   515.0   572.2   710.9  2379.3  6781.9  9304.3  52129.7    52082
read      300.9   169.4    93.8   150.4   167.1   283.6   335.0   362.2   380.8   401.5   428.3   468.0   642.2  2303.5  5617.8  24223.5    24258
read      316.5   322.7    86.8   140.5   153.7   261.4   327.5   366.0   395.0   430.3   476.8   564.9  1391.5  4003.2 10755.4  72034.5    72013
read      302.5   247.9    86.8   141.9   155.5   270.1   332.6   367.5   392.9   423.4   462.6   526.9   754.8  3081.0  8854.3  57927.8    58012
read      396.3   463.7    93.8   148.7   165.7   317.1   404.4   451.2   483.9   524.1   580.0   711.7  2276.5  6727.2 10615.7  45336.5    45398
read      333.5   243.4    93.8   145.2   160.4   292.6   366.8   409.9   441.7   479.5   529.8   610.4   910.6  3161.9  7766.1  50119.1    50177
read      329.2   212.3    93.8   148.8   164.6   300.8   367.5   403.0   428.3   457.2   493.6   550.6   848.8  3011.7  5332.7  34579.7    34504
read      331.5   328.8    93.8   144.3   158.0   271.9   341.6   384.2   417.6   459.5   516.1   627.7  1325.4  4796.0  9027.2  66038.2    66010
read      329.4   322.0    93.8   145.2   159.3   268.6   338.3   382.4   418.6   464.2   526.0   635.1  1085.4  5246.5  8061.3  73914.6    73937
read      299.5   200.2    93.8   143.4   156.5   269.8   332.0   366.7   392.2   422.9   462.2   525.3   718.0  2861.4  5972.4  55189.5    55020
read      293.4   179.5    93.8   142.0   155.0   269.0   328.7   362.2   386.6   415.5   452.4   507.7   679.0  2005.6  6331.1  53188.2    53235
read      323.6   293.8    93.8   150.1   165.7   271.0   330.8   364.6   389.5   420.3   464.3   569.3  1487.0  3666.0  7854.4  97638.9    97743
read      280.1   329.7   101.3   157.3   170.0   222.6   245.4   261.0   273.7   294.9   337.7   584.9  1271.9  7045.8  8028.3   5401.4     5419
read      348.5   433.0   101.3   160.8   179.8   277.5   322.2   348.2   368.5   394.7   436.0   656.2  1880.7  7236.2  8967.1  14763.9    14764
read      251.5   162.5   101.3   162.7   177.3   236.1   261.3   274.6   286.0   298.2   316.3   344.3   462.9  2300.6  7654.0   7492.5     7451
read      347.2   188.8    93.8   148.5   165.5   316.4   404.7   448.7   478.1   511.3   554.5   621.1   785.8  2123.7  4122.5  48066.6    48208
read      289.5   141.9    93.8   160.2   177.5   275.3   317.5   340.1   356.1   373.7   397.7   433.2   543.3  1905.3  3913.2  16116.5    16149
read      394.7   487.4    86.8   147.0   162.7   281.2   352.1   401.8   447.3   511.4   619.8   895.5  2772.9  5825.0  8132.8  79042.5    78989
read      295.8   141.4    93.8   157.8   175.2   281.4   328.1   352.8   370.1   390.3   414.9   453.6   564.3  1829.3  3966.2  18949.7    18886
read      365.4   401.8    86.8   145.5   160.6   275.9   347.9   396.8   437.5   493.8   578.5   765.5  2345.8  4760.4  8128.2  75959.2    75954
read      346.7   249.3    93.8   147.5   164.0   310.8   393.1   435.1   464.0   497.4   539.7   605.4   873.3  3159.0  7902.8  44467.9    44409
read      299.0   162.1   101.3   164.7   183.0   285.1   328.0   350.4   366.5   385.0   406.8   443.7   557.6  2285.6  7413.7  16452.5    16431
read      335.8   388.3    86.8   147.0   162.1   269.3   328.4   360.8   384.1   412.2   453.5   552.6  2340.5  4929.2  7995.5  85588.0    85707
read      303.4   204.7    93.8   143.5   156.9   269.9   333.5   369.0   395.1   426.5   467.1   536.5   810.6  2651.7  6213.0  58111.4    58253
read      325.2   277.9    86.8   152.4   168.8   280.5   340.6   374.0   398.8   429.4   471.2   561.4  1185.1  3645.9  7755.6 104036.9   103867
read      307.9   447.7   101.3   157.6   175.1   291.1   341.8   368.6   387.5   408.3   435.3   478.1   626.6  2025.6  4987.3  21695.5    21604
read      344.4   397.8    86.8   148.5   163.7   273.7   332.7   365.1   389.0   418.5   461.5   578.2  2457.6  4864.7  8027.6  90538.0    90401
read      286.5   186.7    86.8   144.4   158.6   256.7   315.4   346.5   368.4   393.2   424.6   473.8   738.4  2672.3  5676.6  84371.7    84467
read      303.5   232.1    86.8   148.6   163.6   267.9   326.8   358.8   381.6   408.0   444.6   509.9   882.0  3303.1  7820.7  99775.0    99700
read      323.2   198.6    93.8   151.4   167.7   299.6   363.0   396.3   419.8   446.5   479.1   532.3   708.9  2832.4  6645.6  32014.2    32052
read      297.1   179.7   101.3   157.4   174.8   280.2   326.1   349.7   366.3   385.7   409.8   451.0   604.6  2371.7  7467.2  18060.1    18173
read      279.7   161.8    86.8   141.4   155.2   255.4   315.0   344.8   364.8   386.9   413.9   457.3   664.8  2048.3  3967.2  67760.5    67789
read      272.8   115.0    86.8   143.5   157.4   263.7   317.4   342.3   358.9   376.2   397.8   429.2   497.7   771.2  3858.5  51879.3    51929
read      271.6   120.8    86.8   142.1   156.0   250.0   308.6   339.3   360.2   383.1   410.6   452.7   557.1  1076.5  2831.6  83870.9    83850
read      258.5    84.6   101.3   158.0   173.4   260.6   284.8   296.7   306.5   316.6   330.9   351.5   400.9   816.7  3033.2  18616.3    18614
read      269.1    94.8    93.8   152.5   166.7   272.9   305.7   321.1   332.8   344.7   361.8   385.8   435.8   738.9  3077.9  29353.0    29315
read      307.9   169.0    86.8   152.9   169.6   279.1   339.3   372.0   395.8   424.7   463.9   539.7   773.5  1987.6  5247.7 108138.9   108090
read      267.3    97.3    93.8   153.8   168.1   270.3   301.2   316.3   327.2   339.5   355.3   377.6   430.0   730.2  3214.0  26984.5    27024
read      269.3   105.8    86.8   142.7   156.2   262.5   313.5   337.0   352.4   369.2   390.1   420.0   485.0   809.3  2825.7  50051.5    49907
read      227.7    83.7   101.3   156.9   170.9   225.4   242.1   251.3   258.1   266.7   275.2   293.6   338.8   923.8  3357.7   9117.0     9150
read      269.4    99.9    93.8   149.4   163.2   271.6   308.6   326.2   338.4   352.2   369.3   395.1   448.2   749.1  2954.8  34258.9    34328
read      271.3   106.4    86.8   142.5   156.2   262.4   315.7   340.4   356.8   373.9   396.0   427.6   498.1   878.0  2563.8  51949.6    51881
read      248.7    92.7    93.8   158.0   173.5   248.3   269.5   280.7   288.9   297.2   311.6   332.2   382.1   939.4  4067.9  14589.9    14569
read      270.6   133.4    86.8   140.9   154.5   249.1   307.1   337.4   357.9   380.4   407.0   448.9   558.6  1179.9  4190.7  81623.1    81517
read      268.4   116.4    86.8   140.0   153.5   247.4   306.1   336.5   357.0   379.3   405.0   445.7   544.1  1079.8  2814.6  78784.5    78694
read      278.5   138.8    86.8   144.9   159.5   255.0   312.3   342.7   364.2   388.3   418.2   464.3   601.1  1536.3  3559.7  93509.3    93409
read      270.3   110.8    86.8   146.2   160.3   269.7   311.7   331.7   344.6   360.2   377.4   403.1   463.2   786.7  3343.4  39080.3    39093
read      252.4   305.7    93.8   154.0   168.9   252.9   275.3   287.6   295.2   306.0   318.0   339.3   384.9   826.0  3911.3  18664.9    18729
read      270.6   132.1    86.8   139.9   153.4   251.8   310.3   339.5   359.1   380.5   405.2   445.3   544.5  1006.1  4906.0  70692.4    70818
read      259.5    77.0    93.8   156.4   171.5   262.5   288.1   300.9   310.5   320.1   335.4   356.5   401.7   733.7  2601.7  22047.9    21942
read      274.0   130.9    86.8   143.9   158.2   251.0   307.8   338.4   359.5   382.9   411.2   455.5   578.3  1415.2  3555.8  91853.4    91810
read      269.0   103.1    93.8   145.7   159.6   269.0   311.0   330.7   343.6   359.2   376.2   402.5   461.8   648.9  3356.2  39674.6    39588
read      270.3   100.8    93.8   145.7   159.4   269.7   312.9   333.3   346.4   362.5   380.8   406.6   465.8   766.6  2528.9  41006.8    40957
read      266.3   106.7    86.8   139.6   152.6   251.2   309.4   336.8   354.7   373.6   396.8   430.6   506.8   986.7  2158.4  11386.0    62645
