#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      259.2   137.5   101.3   154.5   167.2   238.7   274.7   296.3   313.0   333.3   361.3   407.6   556.4  2066.1  4608.6  29995.0    30000  1778233621560  1778233631724
read      270.0   139.0   101.3   156.6   170.5   248.3   287.1   310.1   327.3   348.3   379.0   432.9   624.6  1912.6  4362.7  29955.7    30005  1778233633243  1778233643369
read      258.8   126.8   101.3   154.9   167.8   239.4   274.6   296.0   312.5   332.5   359.8   404.7   555.0  1916.1  4206.2  30040.7    30010  1778233644884  1778233655004
read      263.0   141.2   101.3   156.6   169.7   242.5   278.6   300.0   316.4   337.1   364.8   411.6   570.8  2243.6  4780.9  30078.6    30015  1778233656520  1778233666621
read      276.8   167.4   101.3   157.4   171.2   249.0   288.1   312.0   330.6   354.4   389.4   459.8   733.2  2510.9  4957.1  30073.8    30020  1778233668136  1778233678245
read      275.1   156.9    93.8   157.1   170.5   247.6   286.9   310.9   329.5   353.1   388.7   458.8   729.0  2183.6  4272.0  30231.7    30025  1778233679760  1778233689868
read      270.6   155.5    93.8   157.8   171.3   247.3   285.0   308.1   325.2   346.8   379.3   435.9   625.8  2262.5  5079.1  30052.4    30030  1778233691391  1778233701492
read      274.1   146.4   101.3   159.7   173.5   251.3   289.3   312.2   329.7   351.3   382.9   439.4   650.9  2190.9  4574.6  29969.7    30035  1778233703007  1778233713111
read      270.6   145.7   101.3   158.0   171.6   248.6   287.2   310.2   327.4   348.5   379.0   432.6   607.9  2150.1  4929.2  29942.1    30040  1778233714626  1778233724729
read      275.8   178.2   101.3   156.1   169.6   247.7   287.0   311.1   329.6   353.4   388.3   456.7   726.2  2747.4  6072.1  30068.3    30045  1778233726249  1778233736351
read      288.5   176.9    93.8   158.8   174.1   259.3   300.8   326.1   345.5   371.7   409.2   488.1   804.9  2266.7  5127.8  30013.5    30050  1778233737868  1778233747973
read      264.4   124.4    93.8   152.4   166.7   246.4   286.4   310.4   328.3   350.2   379.8   426.8   537.3  1098.0  4159.4  30112.3    30055  1778233749489  1778233759590
read      259.6   111.7    93.8   150.7   164.5   241.5   280.6   303.6   320.4   342.4   372.0   421.8   539.2  1023.2  3448.3  29984.7    30060  1778233761109  1778233771213
read      266.0   127.9    93.8   154.8   169.4   248.0   286.5   309.3   326.1   346.9   376.5   426.7   550.8  1114.4  5109.6  30102.5    30065  1778233772729  1778233782832
read      269.2   114.6   101.3   157.2   172.0   251.7   290.6   313.8   331.6   353.5   383.6   432.4   557.9   965.1  4020.5  30034.4    30070  1778233784347  1778233794452
read      287.1   156.7    93.8   155.6   171.3   260.1   305.2   332.9   354.2   381.1   419.4   488.1   723.3  2024.9  4728.4  30062.4    30075  1778233795970  1778233806075
read      269.7   174.0    93.8   151.7   164.7   241.4   281.8   306.5   325.2   349.7   385.5   452.8   699.0  2324.9  5960.4  30050.0    30080  1778233807594  1778233817700
read      266.1   121.9   101.3   157.0   171.0   248.5   285.9   307.8   323.7   344.2   372.1   421.1   569.5  1170.7  3977.3  30188.5    30085  1778233819219  1778233829321
read      280.5   174.7   101.3   160.8   174.6   252.8   292.0   315.6   334.2   357.6   390.8   456.5   753.2  2364.1  5468.4  30076.1    30090  1778233830838  1778233840946
read      270.0   107.8   101.3   160.7   175.2   253.8   290.6   312.7   329.4   349.3   377.0   425.5   561.6  1092.0  3892.4  29940.5    30095  1778233842463  1778233852569
read      281.5   174.7   101.3   159.7   173.7   251.0   289.9   313.7   332.3   356.5   392.6   468.2   841.1  2358.3  5023.8  30046.2    30100  1778233854086  1778233864191
read      264.5   118.3   101.3   160.7   174.0   247.4   283.3   304.5   319.9   340.4   367.7   413.0   540.9  1230.1  4259.8  30135.7    30105  1778233865711  1778233875816
read      273.6   145.6    93.8   157.4   171.8   248.1   286.3   309.8   327.7   350.6   385.0   451.1   719.8  1985.5  4191.4  30114.6    30110  1778233877332  1778233887433
read      301.3   150.6    93.8   165.5   183.1   276.3   323.3   352.2   373.8   400.9   437.5   502.2   689.4  1650.2  5174.1  30121.5    30115  1778233888950  1778233899050
read      296.4   125.0   101.3   169.4   186.6   276.9   322.2   348.8   369.1   393.5   425.5   476.7   611.2  1020.5  4093.5  30260.4    30120  1778233900569  1778233910671
read      294.9   115.4    93.8   168.6   185.3   276.3   322.9   349.3   369.4   393.3   424.1   471.3   594.4  1031.0  3164.0  30131.3    30125  1778233912187  1778233922288
read      317.0   230.2   101.3   171.7   188.7   283.7   331.9   360.4   381.5   406.8   442.9   505.3   781.2  4160.9  5812.3  30225.6    30130  1778233923805  1778233933909
