#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      280.7   306.9    93.8   154.8   169.9   251.5   292.9   318.4   339.1   365.7   403.8   484.6   751.2  2024.8  4993.8  29985.6    30000  1778319899546  1778319909705
read      287.6   165.1    86.8   156.2   172.6   258.5   301.0   327.4   347.9   374.3   417.1   499.3   768.1  2082.1  5493.3  30010.6    30005  1778319911221  1778319921347
read      265.8   137.1    93.8   152.7   166.2   240.3   278.2   302.1   320.3   344.6   379.3   445.2   666.1  1818.5  4137.0  29987.3    30010  1778319922861  1778319932967
read      279.8   159.9    93.8   154.7   170.0   251.6   292.9   318.3   338.8   364.5   401.7   477.4   738.7  2062.8  4754.4  29902.0    30015  1778319934483  1778319944587
read      278.2   151.8    93.8   153.7   168.8   251.1   292.7   318.1   338.3   364.0   400.3   471.7   723.3  1921.2  4831.8  29953.7    30020  1778319946101  1778319956212
read      270.2   166.5    93.8   152.4   166.5   242.6   281.1   304.9   322.8   346.6   382.3   454.3   734.0  2184.2  6046.1  30007.6    30025  1778319957729  1778319967834
read      277.9   157.5    86.8   153.9   168.9   249.6   290.4   315.6   335.8   362.0   400.4   479.1   735.6  2099.5  4991.1  30082.7    30030  1778319969349  1778319979454
read      291.3   183.9    93.8   157.7   173.6   257.9   300.6   327.7   348.7   377.2   423.5   518.6   847.9  1984.7  7220.2  30095.0    30035  1778319980970  1778319991073
read      275.5   169.2    86.8   153.4   168.2   246.5   286.3   311.4   331.0   356.1   393.1   468.1   739.9  2334.9  5704.9  30132.3    30040  1778319992588  1778320002701
read      269.4   161.7    93.8   151.8   165.8   242.5   282.0   306.3   324.6   348.2   383.3   452.1   680.4  2233.2  5078.7  30048.6    30045  1778320004217  1778320014320
read      273.7   170.9    93.8   153.4   167.5   244.3   283.9   308.6   327.8   352.5   389.2   462.8   755.1  2226.3  5981.8  30017.2    30050  1778320015835  1778320025942
read      271.0   162.0    93.8   150.5   164.5   243.7   283.6   308.6   327.5   351.5   386.8   456.1   721.4  2177.0  5983.9  29942.8    30055  1778320027460  1778320037570
read      290.0   179.1    93.8   154.4   170.2   257.7   301.6   329.0   350.0   378.2   421.6   508.1   836.7  2266.9  5352.9  30089.3    30060  1778320039085  1778320049193
read      290.2   167.0    93.8   156.6   173.2   259.3   303.0   330.4   351.8   380.2   425.3   511.3   791.0  2031.7  5091.2  29990.4    30065  1778320050710  1778320060812
read      548.0   874.3    93.8   160.2   179.1   298.1   375.9   440.9   509.7   617.8   803.8  2118.6  4628.2  6373.4  8201.6  30041.2    30070  1778320062329  1778320072434
read      598.1   852.9    93.8   166.2   185.2   303.3   394.8   493.2   616.6   823.2  1176.6  2698.0  4265.3  6389.4  8795.7  29939.0    30075  1778320073950  1778320084055
read      659.8   960.8    86.8   171.2   194.0   335.8   429.5   506.6   596.4   791.3  1333.3  3217.9  4515.1  6417.0  8640.2  30149.1    30080  1778320085574  1778320095676
read      621.0   917.8    93.8   169.3   189.8   315.7   402.2   473.0   555.0   745.1  1165.5  3012.4  4378.3  6390.5  9134.0  30157.7    30085  1778320097194  1778320107298
read      731.3  1065.9    86.8   186.2   212.0   366.8   458.2   525.7   593.9   772.7  1863.9  3758.1  4697.5  6425.0  8702.1  30083.6    30090  1778320108814  1778320118914
read      529.0   758.5    86.8   155.1   172.7   281.2   360.3   432.6   528.5   715.9  1026.3  2219.0  4011.6  6332.1  8032.3  30087.8    30095  1778320120430  1778320130538
read      586.5   858.5    93.8   163.3   182.0   299.2   381.9   460.3   562.3   763.3  1156.0  2695.6  4248.6  6409.5 10006.7  30106.0    30100  1778320132053  1778320142164
read      592.7   893.9    86.8   161.7   181.8   306.2   388.4   454.1   526.4   694.4  1099.6  2766.5  4498.3  6438.9  8776.0  30031.5    30105  1778320143683  1778320153790
read      282.7   131.7    86.8   156.6   174.9   259.5   300.0   325.9   345.8   372.6   412.3   480.4   656.5  1349.8  4158.2  30139.8    30110  1778320155307  1778320165430
read      294.5   256.9    86.8   154.4   169.8   253.0   295.2   321.5   343.4   371.6   415.8   508.0   950.8  4635.2  6423.2  30119.4    30115  1778320166953  1778320177061
read      290.8   146.5    86.8   154.0   172.7   263.6   309.8   338.6   361.3   391.0   434.5   510.2   715.4  1369.5  4306.1  30080.8    30120  1778320178580  1778320188699
read      279.8   133.7    93.8   160.2   175.8   257.8   298.0   322.6   342.4   367.6   402.3   465.9   620.6  1280.5  5064.1  30196.7    30125  1778320190217  1778320200321
read      298.4   173.9    93.8   161.0   176.6   265.0   311.7   341.6   365.7   396.7   441.5   525.5   807.2  2340.6  5301.9  30157.5    30130  1778320201836  1778320211943
read      275.9   130.4    86.8   153.8   170.5   254.0   295.9   321.0   341.6   367.0   401.5   461.9   606.2  1151.0  4980.3  30131.7    30135  1778320213461  1778320223571
read      299.7   170.2    86.8   163.6   180.3   270.2   317.3   346.1   369.2   398.3   440.4   509.5   721.0  2092.9  5213.7  30174.7    30140  1778320225086  1778320235191
read      290.9   126.9    93.8   167.4   184.0   267.9   310.5   337.3   358.5   385.3   423.0   483.2   626.0  1256.7  3980.1  30122.9    30145  1778320236707  1778320246809
read      284.5   125.3    86.8   158.5   176.2   262.5   304.2   330.3   350.5   376.4   414.9   479.0   634.1  1170.6  3864.0  30193.5    30150  1778320248325  1778320258429
