#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      299.3   205.4    86.8   154.5   170.1   258.3   306.1   336.6   361.0   395.0   450.3   563.6   933.9  2601.4  7006.3  29985.4    30000  1778323960269  1778323970423
read      274.9   160.2    93.8   151.9   166.2   246.5   287.8   313.3   333.5   360.1   400.0   474.4   721.6  1944.0  4901.7  29983.9    30005  1778323971937  1778323982069
read      270.0   133.5    86.8   156.1   171.5   249.2   287.0   309.9   327.1   348.4   380.0   436.6   614.2  1592.4  4615.8  30031.7    30010  1778323983585  1778323993688
read      282.3   178.5    93.8   156.0   171.6   254.0   294.5   319.0   338.9   365.0   402.5   479.4   737.0  2305.4  6318.7  30059.1    30015  1778323995204  1778324005321
read      293.2   206.8    93.8   155.1   170.2   253.8   297.8   326.5   349.5   381.8   432.4   540.0   913.1  2758.6  6196.1  30061.7    30020  1778324006841  1778324016952
read      292.6   203.1    93.8   155.3   169.5   251.2   296.4   325.6   350.0   384.0   435.6   545.4   911.8  2944.9  6022.6  29988.2    30025  1778324018469  1778324028576
read      301.3   222.7    93.8   155.9   170.7   254.9   301.5   332.5   358.6   394.6   452.4   574.3  1017.3  3064.6  6197.0  30110.1    30030  1778324030092  1778324040206
read      299.2   205.0    93.8   156.8   173.3   261.2   305.7   334.3   357.8   389.7   440.1   546.3   927.9  2364.4  6427.2  29985.2    30035  1778324041725  1778324051847
read      271.1   172.0    93.8   150.5   165.2   244.2   284.7   309.6   328.7   353.4   389.7   456.4   676.7  2301.4  6091.8  29976.0    30040  1778324053361  1778324063465
read      271.3   162.2    93.8   154.5   168.6   245.0   284.1   308.2   326.6   350.2   385.6   450.9   675.5  2400.4  5889.6  30097.3    30045  1778324064981  1778324075097
read      294.6   199.5    93.8   154.8   171.0   259.3   304.8   333.8   357.0   388.4   434.6   525.0   831.7  2784.3  6246.0  30137.2    30050  1778324076617  1778324086729
read      322.5   233.7    93.8   156.2   172.9   268.6   321.7   359.7   392.3   436.8   509.0   660.2  1098.5  2993.9  6276.2  30072.1    30055  1778324088247  1778324098353
read      338.8   258.4   101.3   160.8   176.4   273.3   331.7   373.2   411.6   465.7   554.7   734.4  1238.4  3289.6  6324.9  30101.6    30060  1778324099867  1778324109972
read      303.9   239.5    93.8   155.0   171.2   260.6   309.2   340.9   367.8   404.2   463.3   576.2   921.1  2787.4  8344.8  30052.4    30065  1778324111487  1778324121590
read      346.2   404.4    93.8   163.0   180.3   275.9   327.4   362.7   392.9   433.7   495.5   618.5  1364.5  5113.3  7640.9  29660.6    30070  1778324123104  1778324133214
read      790.4  1203.2    93.8   196.6   224.9   385.0   469.5   534.4   602.8   778.2  2250.9  4095.3  5288.5  8529.3 12112.9  30015.8    30075  1778324134731  1778324144848
read      604.0   903.8    93.8   164.8   183.1   300.8   384.2   459.1   555.0   756.2  1159.8  2896.6  4385.2  6398.6  8393.2  30099.2    30080  1778324146362  1778324156465
read      918.7  1308.1    86.8   198.1   228.4   420.1   541.1   663.2   826.3  1171.3  3490.8  4321.5  5997.6  7293.8 12188.4  27289.6    30085  1778324157980  1778324168086
read      663.5   973.2    86.8   167.6   190.4   335.8   430.4   511.5   609.1   815.6  1307.9  3347.7  4583.9  6416.1  9949.7  29986.3    30090  1778324169602  1778324179706
read      613.4   906.7    86.8   163.6   183.3   311.9   397.9   472.1   564.2   760.1  1157.2  2949.0  4412.7  6385.1  8263.6  30089.2    30095  1778324181222  1778324191324
read      530.4   771.1    86.8   156.3   173.3   276.3   350.7   423.9   523.0   715.3  1032.2  2312.4  4005.1  6331.3  7993.6  30172.1    30100  1778324192839  1778324202943
read      593.7   878.2    93.8   166.9   187.0   311.8   403.1   481.9   568.2   739.8  1062.4  2724.8  4566.2  6416.7  8211.6  30110.0    30105  1778324204457  1778324214558
read      552.9   844.6    93.8   167.4   188.1   306.4   377.8   430.0   478.8   569.3   845.9  2625.6  4354.6  6403.4  8767.1  30140.2    30110  1778324216072  1778324226181
read      280.9   140.9    86.8   154.8   171.0   256.6   300.6   327.6   348.3   376.9   416.9   479.3   626.1  1253.3  4804.4  30126.3    30115  1778324227696  1778324237803
read      284.1   296.6    93.8   146.1   159.8   236.2   278.0   304.9   325.9   354.4   397.7   491.7  1013.0  5063.2  7119.0  30211.0    30120  1778324239318  1778324249420
read      281.1   120.8    93.8   160.2   176.2   259.0   300.4   326.2   346.0   372.9   410.1   470.2   615.7  1091.2  3840.0  30142.2    30125  1778324250935  1778324261039
read      288.2   142.5    86.8   160.1   177.3   266.0   309.1   335.4   355.7   381.7   420.7   484.4   629.4  1271.9  4929.8  30098.0    30130  1778324262554  1778324272663
read      291.3   138.2    86.8   158.8   175.9   265.4   310.9   338.7   361.3   391.2   432.6   500.7   689.4  1473.4  4175.0  30142.8    30135  1778324274180  1778324284295
read      295.8   144.5    93.8   164.6   182.0   270.5   314.5   341.9   364.2   392.7   432.5   498.4   677.8  1689.4  4581.8  30181.8    30140  1778324285811  1778324295920
read      309.3   152.7    86.8   166.5   185.5   279.8   328.2   359.7   385.2   418.0   462.1   535.4   752.5  1572.4  4776.0  30150.2    30145  1778324297435  1778324307544
read      312.8   154.9    93.8   173.3   191.2   282.5   329.1   359.3   383.9   416.8   462.3   539.2   783.4  1670.6  4732.5  30142.1    30150  1778324309059  1778324319163
read      308.8   149.6    93.8   166.6   186.3   279.7   327.1   358.0   383.2   416.7   461.5   532.8   745.6  1594.2  4316.5  30213.7    30155  1778324320679  1778324330790
