#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      283.3   159.4   101.3   168.3   184.5   263.1   300.4   322.6   340.5   362.3   392.0   445.6   599.0  1529.2  6582.3  29890.7    30000  1778376618369  1778376628544
read      292.6   270.5    93.8   169.9   185.7   265.0   303.3   326.4   343.9   366.4   397.1   455.6   672.7  4130.4 11250.3  30001.3    30005  1778376630068  1778376640312
read      283.6   154.2   101.3   167.8   184.2   263.3   300.4   322.9   340.6   362.3   391.8   445.4   607.5  1958.8  5811.8  30089.5    30010  1778376641832  1778376651974
read      279.3   128.1    93.8   167.8   183.7   261.2   297.4   319.3   336.8   357.6   385.9   435.0   584.6  1396.7  4365.2  29972.2    30015  1778376653492  1778376663601
read      289.2   193.8    93.8   170.6   186.5   264.2   301.0   322.9   340.5   362.1   391.5   446.1   691.7  2647.8  6974.3  30043.4    30020  1778376665117  1778376675225
read      273.7   133.1   101.3   167.7   182.4   256.0   291.5   312.9   329.2   349.0   376.0   424.6   557.8  1210.3  5548.7  29936.6    30025  1778376676745  1778376686855
read      281.1   123.0    93.8   167.6   183.5   262.9   300.1   322.7   340.5   362.6   392.5   444.7   589.3  1097.9  4464.0  30052.9    30030  1778376688371  1778376698477
read      276.1   125.7    93.8   170.0   185.3   259.5   294.5   315.5   331.6   350.7   377.3   425.0   550.8  1291.2  4396.7  30028.2    30035  1778376699992  1778376710096
read      275.7   134.9    93.8   164.5   179.7   257.2   294.3   317.1   334.9   356.2   385.1   435.5   576.3  1166.5  4612.1  29947.2    30040  1778376711612  1778376721724
read      266.8   119.3    93.8   162.3   177.4   251.3   285.2   305.7   320.5   340.4   366.5   409.9   536.8  1111.3  4314.8  30052.8    30045  1778376723242  1778376733346
read      282.7   122.0   101.3   170.0   185.4   264.8   303.4   325.9   343.1   364.6   392.4   439.5   580.6  1277.5  4429.2  30003.7    30050  1778376734861  1778376744974
read      276.0   131.4    93.8   164.9   181.5   260.0   295.7   317.3   334.0   353.7   379.4   423.8   544.6  1342.8  5259.0  30099.7    30055  1778376746490  1778376756592
read      275.8   119.8    93.8   163.6   180.0   259.8   295.5   317.0   333.9   354.0   381.5   430.3   562.5  1388.8  4441.1  30129.2    30060  1778376758110  1778376768225
read      274.9   137.4   101.3   166.1   181.2   256.2   292.4   314.6   331.8   352.6   380.5   429.3   566.7  1358.0  5401.5  30016.0    30065  1778376769742  1778376779863
read      287.1   117.9    93.8   172.5   188.4   268.6   307.0   330.2   347.4   370.1   400.9   458.4   601.7  1039.1  4206.9  30092.6    30070  1778376781378  1778376791480
read      284.2   119.3    86.8   166.6   183.7   265.6   304.6   328.3   345.9   369.3   401.0   460.7   587.3   984.9  4089.1  30032.0    30075  1778376792995  1778376803096
read      272.6   123.4    93.8   162.5   178.3   256.1   291.5   312.8   328.8   347.6   374.3   422.3   577.2  1279.7  4297.5  30064.8    30080  1778376804611  1778376814717
read      300.9   237.2    93.8   163.4   180.5   263.4   302.2   326.1   345.1   370.7   407.9   496.0  1117.6  3056.4  6557.4  30068.6    30085  1778376816231  1778376826337
read      284.3   126.3    86.8   166.8   185.0   268.4   305.8   328.0   344.7   366.4   395.5   447.1   572.7  1008.4  4742.8  30089.9    30090  1778376827853  1778376837962
read      301.0   129.5    93.8   178.2   196.0   280.2   319.9   344.6   364.7   389.8   425.6   488.2   625.7  1253.4  4573.0  30006.5    30095  1778376839478  1778376849584
read      292.3   127.3    93.8   173.1   190.7   273.5   312.2   335.7   353.7   376.0   408.8   469.8   605.7  1050.0  4067.2  30117.5    30100  1778376851102  1778376861208
read      291.4   126.7    93.8   173.6   190.5   271.9   310.1   332.9   349.9   372.2   403.8   465.8   627.0  1282.5  4339.1  30145.1    30105  1778376862722  1778376872830
read      287.3   112.1   101.3   176.6   193.7   272.7   308.3   329.1   344.4   364.8   391.7   436.8   551.0  1263.3  3683.4  30102.0    30110  1778376874346  1778376884451
read      287.5   127.8    93.8   168.3   187.8   271.5   309.0   331.1   347.2   368.7   397.8   451.7   583.4  1076.3  4294.4  30108.1    30115  1778376885964  1778376896073
read      288.0   130.7    93.8   172.4   190.0   271.4   308.5   330.5   346.4   368.3   397.9   451.7   576.2  1120.7  4899.3  30023.8    30120  1778376897588  1778376907765
read      302.0   199.1    93.8   172.3   190.2   274.7   315.1   339.7   359.3   384.4   421.9   490.9   684.8  2727.9  8037.2  30183.9    30125  1778376909282  1778376919385
read      287.6   147.1    93.8   164.4   182.0   268.6   309.2   333.5   352.1   374.6   407.3   464.9   588.6  1095.5  6401.3  30125.8    30130  1778376920901  1778376931007
read      286.3   116.0    86.8   170.9   188.5   269.8   307.1   329.4   346.1   368.3   398.4   453.9   578.2   932.6  4028.8  30134.5    30135  1778376932521  1778376942639
read      286.6   125.0    93.8   170.0   187.6   268.7   306.9   329.9   347.0   369.7   400.5   457.2   580.9  1044.2  4666.5  30174.4    30140  1778376944152  1778376954256
read      281.2   125.0    93.8   158.4   175.9   261.8   301.7   326.3   345.1   369.6   403.2   467.0   600.5  1018.9  4206.5  30101.8    30145  1778376955773  1778376965886
read      270.8   112.9    86.8   161.7   177.6   255.2   291.0   312.4   328.6   348.2   375.1   425.7   546.5   905.9  4174.4  30211.7    30150  1778376967401  1778376977509
read      285.8   142.2    86.8   163.8   180.7   264.0   303.3   327.2   345.3   369.1   402.2   465.6   638.8  1910.6  4892.8  30109.7    30155  1778376979027  1778376989135
read      286.6   124.5    93.8   171.2   188.9   270.0   306.9   328.8   345.0   366.5   395.6   449.0   580.0  1280.9  4740.2  30076.2    30160  1778376990652  1778377000756
read      282.2   117.7    86.8   164.5   182.5   266.0   303.7   326.0   343.1   365.3   395.2   448.5   574.0  1020.7  4257.8  30141.7    30165  1778377002270  1778377012373
read      283.1   118.4    93.8   167.2   184.5   265.6   303.4   325.9   343.3   365.6   395.6   451.7   580.5  1126.6  4063.6  30211.8    30170  1778377013889  1778377023991
