#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      252.9   145.6    80.4   128.9   142.9   227.0   271.9   297.8   317.5   341.9   376.2   441.6   669.5  1923.5  4192.8  29905.7    30000  1778181437086  1778181447169
read      253.5   182.0    80.4   127.9   141.3   223.7   268.4   294.4   314.1   338.9   373.2   441.7   699.1  2596.9  6150.3  30084.5    30005  1778181448686  1778181458752
read      254.3   158.1    80.4   127.9   141.7   226.3   271.4   297.4   317.5   342.5   377.6   448.0   690.3  2368.0  4225.1  29989.6    30010  1778181460264  1778181470319
read      262.8   161.1    80.4   131.1   145.9   233.1   280.1   308.0   329.0   355.5   393.4   469.0   736.8  1992.3  4965.0  29932.2    30015  1778181471833  1778181481889
read      252.9   160.2    80.4   128.8   142.9   225.0   269.4   295.1   314.5   338.3   371.5   437.2   688.3  2283.4  4691.4  29984.1    30020  1778181483404  1778181493460
read      254.5   140.6    80.4   129.2   143.4   228.0   273.4   299.9   319.4   344.3   380.5   451.2   685.3  1597.5  4096.4  30009.6    30025  1778181494976  1778181505033
read      265.6   180.1    74.4   129.3   144.1   233.7   282.5   310.2   331.3   358.2   397.5   477.5   737.7  2792.7  5784.8  29892.4    30030  1778181506546  1778181516603
read      252.3   152.9    80.4   128.9   142.8   225.8   269.4   295.2   315.0   340.2   374.6   441.9   668.6  2107.6  4997.5  29962.4    30035  1778181518116  1778181528171
read      263.1   162.0    80.4   130.7   145.7   233.2   280.1   307.4   328.2   355.1   394.3   474.6   748.7  1974.4  5410.3  30033.9    30040  1778181529685  1778181539741
read      257.7   169.1    80.4   128.1   142.1   227.6   273.8   301.0   320.3   345.4   381.5   453.5   728.9  2397.1  5016.1  30053.6    30045  1778181541252  1778181551307
read      257.4   186.6    80.4   127.7   141.9   227.8   274.2   301.3   321.1   346.2   382.0   453.0   709.9  2598.1  7151.1  30070.0    30050  1778181552820  1778181562876
read      248.6   159.3    80.4   126.0   139.7   221.0   265.3   291.4   311.1   335.7   370.1   435.5   673.6  2135.6  4980.2  30148.8    30055  1778181564390  1778181574446
read      249.7   143.8    74.4   127.7   141.5   224.1   268.8   294.6   314.1   338.0   370.6   432.7   669.8  1896.5  3903.1  30056.7    30060  1778181575959  1778181586016
read      266.6   128.8    80.4   137.2   153.0   243.0   290.6   318.5   340.0   366.4   401.5   464.1   635.0  1076.9  3910.7  30069.9    30065  1778181587529  1778181597585
read      266.6   126.6    74.4   131.9   149.6   243.1   292.6   321.0   343.0   369.6   405.3   470.1   636.4  1079.1  3401.3  30075.2    30070  1778181599098  1778181609155
read      258.8   121.6    80.4   129.2   144.9   235.1   285.8   315.4   337.2   363.3   397.5   456.8   610.4   908.0  3059.1  30117.4    30075  1778181610668  1778181620724
read      248.2   110.0    80.4   126.5   140.6   226.2   273.2   300.6   320.4   345.3   379.4   435.5   583.1   871.8  2276.0  30133.4    30080  1778181622235  1778181632290
read      253.2   122.4    80.4   127.2   142.9   230.7   278.7   306.6   326.8   351.5   385.1   439.5   589.9   902.8  3909.7  30200.1    30085  1778181633803  1778181643860
read      251.4   117.0    80.4   126.2   142.3   229.9   276.4   303.7   323.2   347.8   380.7   435.9   592.6   913.4  2863.7  30076.3    30090  1778181645374  1778181655429
read      265.5   128.1    80.4   135.2   150.3   239.0   288.1   316.1   337.9   364.8   401.6   473.6   697.4  1034.1  3013.6  30130.9    30095  1778181656940  1778181666995
read      268.3   139.0    80.4   134.2   149.3   239.6   288.7   316.7   338.9   367.3   408.2   495.5   735.5  1250.9  3210.0  30037.9    30100  1778181668510  1778181678565
read      287.1   152.4    86.8   140.3   156.8   253.7   306.1   337.5   362.7   396.1   446.9   548.9   805.2  1427.7  3443.9  30078.8    30105  1778181680078  1778181690137
read      275.4   148.3    80.4   134.7   150.6   244.0   293.0   323.0   346.9   378.6   426.6   524.4   781.0  1321.6  3835.5  30045.8    30110  1778181691649  1778181701710
read      274.2   150.1    80.4   137.4   152.5   242.9   291.1   320.1   343.5   374.2   421.6   516.3   766.1  1394.0  4134.5  30068.8    30115  1778181703225  1778181713280
