timestamp,core0,core1,core2,core3
2026-05-11T19:49:56.778002,memcached,memcached,memcached,idle
2026-05-11T19:49:57.041774,memcached,memcached,memcached,freqmine
2026-05-11T19:49:57.294097,memcached,idle,idle,freqmine
2026-05-11T19:49:57.504458,memcached,canneal,idle,freqmine
2026-05-11T19:50:00.445270,memcached,canneal,barnes,freqmine
2026-05-11T19:50:11.583621,memcached,canneal,barnes,freqmine
2026-05-11T19:50:11.630506,memcached,memcached,barnes,freqmine
2026-05-11T19:50:15.905231,memcached,idle,barnes,freqmine
2026-05-11T19:50:15.932627,memcached,canneal,barnes,freqmine
2026-05-11T19:50:18.211034,memcached,canneal,barnes,freqmine
2026-05-11T19:50:18.245164,memcached,memcached,barnes,freqmine
2026-05-11T19:50:23.020689,memcached,idle,barnes,freqmine
2026-05-11T19:50:23.048941,memcached,canneal,barnes,freqmine
2026-05-11T19:50:25.327484,memcached,canneal,barnes,freqmine
2026-05-11T19:50:25.367701,memcached,memcached,barnes,freqmine
2026-05-11T19:50:26.141901,memcached,memcached,barnes,freqmine
2026-05-11T19:50:26.193387,memcached,memcached,memcached,freqmine
2026-05-11T19:50:40.980658,memcached,memcached,idle,freqmine
2026-05-11T19:50:41.002164,memcached,memcached,barnes,freqmine
2026-05-11T19:50:56.286985,memcached,idle,barnes,freqmine
2026-05-11T19:50:56.311169,memcached,canneal,barnes,freqmine
2026-05-11T19:51:11.101769,memcached,canneal,barnes,freqmine
2026-05-11T19:51:11.135831,memcached,memcached,barnes,freqmine
2026-05-11T19:51:25.917358,memcached,idle,barnes,freqmine
2026-05-11T19:51:25.942462,memcached,canneal,barnes,freqmine
2026-05-11T19:51:41.231870,memcached,canneal,barnes,freqmine
2026-05-11T19:51:41.270938,memcached,memcached,barnes,freqmine
2026-05-11T19:51:42.050305,memcached,memcached,barnes,freqmine
2026-05-11T19:51:42.082446,memcached,memcached,memcached,freqmine
2026-05-11T19:52:25.896731,memcached,memcached,idle,freqmine
2026-05-11T19:52:25.915828,memcached,memcached,barnes,freqmine
2026-05-11T19:52:26.686164,memcached,idle,barnes,freqmine
2026-05-11T19:52:26.709212,memcached,canneal,barnes,freqmine
2026-05-11T19:52:56.518600,memcached,canneal,barnes,freqmine
2026-05-11T19:52:56.557263,memcached,memcached,barnes,freqmine
