timestamp,core0,core1,core2,core3
2026-05-11T19:31:03.092558,memcached,memcached,memcached,idle
2026-05-11T19:31:03.360899,memcached,memcached,memcached,freqmine
2026-05-11T19:31:03.609315,memcached,idle,idle,freqmine
2026-05-11T19:31:03.816263,memcached,canneal,idle,freqmine
2026-05-11T19:31:06.786093,memcached,canneal,barnes,freqmine
2026-05-11T19:31:18.399601,memcached,canneal,barnes,freqmine
2026-05-11T19:31:18.442557,memcached,memcached,barnes,freqmine
2026-05-11T19:31:24.722056,memcached,idle,barnes,freqmine
2026-05-11T19:31:24.750178,memcached,canneal,barnes,freqmine
2026-05-11T19:31:27.032647,memcached,canneal,barnes,freqmine
2026-05-11T19:31:27.075025,memcached,memcached,barnes,freqmine
2026-05-11T19:31:31.853288,memcached,idle,barnes,freqmine
2026-05-11T19:31:31.880155,memcached,canneal,barnes,freqmine
2026-05-11T19:31:34.161591,memcached,canneal,barnes,freqmine
2026-05-11T19:31:34.205945,memcached,memcached,barnes,freqmine
2026-05-11T19:31:34.993799,memcached,memcached,barnes,freqmine
2026-05-11T19:31:35.037441,memcached,memcached,memcached,freqmine
2026-05-11T19:31:47.320482,memcached,memcached,idle,freqmine
2026-05-11T19:31:47.343286,memcached,memcached,barnes,freqmine
2026-05-11T19:32:02.628462,memcached,idle,barnes,freqmine
2026-05-11T19:32:02.651502,memcached,canneal,barnes,freqmine
2026-05-11T19:32:17.441806,memcached,canneal,barnes,freqmine
2026-05-11T19:32:17.484686,memcached,memcached,barnes,freqmine
2026-05-11T19:32:26.766202,memcached,idle,barnes,freqmine
2026-05-11T19:32:26.798829,memcached,canneal,barnes,freqmine
2026-05-11T19:32:29.580016,memcached,canneal,barnes,freqmine
2026-05-11T19:32:29.615611,memcached,memcached,barnes,freqmine
2026-05-11T19:32:32.389662,memcached,idle,barnes,freqmine
2026-05-11T19:32:32.412295,memcached,canneal,barnes,freqmine
2026-05-11T19:32:47.201656,memcached,canneal,barnes,freqmine
2026-05-11T19:32:47.250131,memcached,memcached,barnes,freqmine
2026-05-11T19:32:48.026751,memcached,memcached,barnes,freqmine
2026-05-11T19:32:48.071042,memcached,memcached,memcached,freqmine
2026-05-11T19:33:32.385365,memcached,idle,idle,freqmine
2026-05-11T19:33:32.403721,memcached,canneal,idle,freqmine
2026-05-11T19:33:32.423161,memcached,canneal,barnes,freqmine
2026-05-11T19:34:02.724455,memcached,canneal,barnes,freqmine
2026-05-11T19:34:02.753996,memcached,memcached,barnes,freqmine
2026-05-11T19:34:17.535581,memcached,idle,barnes,freqmine
2026-05-11T19:34:17.556042,memcached,canneal,barnes,freqmine
2026-05-11T19:34:47.714360,memcached,canneal,idle,freqmine
2026-05-11T19:34:47.950492,memcached,canneal,vips,freqmine
2026-05-11T19:35:02.377014,memcached,canneal,vips,freqmine
2026-05-11T19:35:03.095854,memcached,memcached,vips,freqmine
