Timestamp start: 1778528995423
Timestamp end: 1778530075719

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      316.3   375.2   101.3   153.7   171.6   279.7   320.1   342.4   359.1   377.8   402.5   447.3  1248.4  6694.2 10986.3  16494.4    16518
read      382.0   483.4    93.8   148.6   163.8   284.3   351.5   394.5   430.7   481.9   561.0   727.1  2929.8  6056.2  8480.3  83109.5    83230
read      252.9   344.7   101.3   151.1   164.2   217.0   236.0   248.7   257.5   269.0   285.0   316.0  1223.6  7028.9  8089.2   5484.2     5484
read      313.0   265.2    93.8   141.1   154.9   281.1   342.5   376.2   400.8   430.5   468.5   537.8   910.8  3559.9  8902.3  55663.7    55611
read      335.2   343.5    93.8   152.1   169.8   293.7   342.5   369.0   388.5   411.3   443.3   508.9  1470.4  5058.8 10493.4  20747.3    20774
read      352.7   466.3    86.8   147.5   163.5   274.4   333.6   366.4   390.4   419.9   462.9   574.3  2719.3  6209.2 11036.7  96640.9    96726
read      340.5   287.4    93.8   145.1   162.0   308.7   372.1   406.3   430.5   458.6   494.1   553.6  1055.2  4162.8  8720.7  32498.9    32442
read      367.8   495.7    86.8   141.6   156.7   280.6   346.8   388.4   420.9   462.0   520.5   636.0  2832.8  6460.9 10000.6  73082.1    73039
read      329.7   355.0    80.4   140.6   154.8   272.7   339.7   380.5   412.2   451.6   503.0   592.2  1439.9  5104.0 10752.9  73924.1    74055
read      386.7   527.1    93.8   141.9   158.3   302.0   374.7   418.6   452.0   493.9   552.9   677.0  2624.9  7809.0 11408.3  51247.5    51197
read      303.7   248.5    86.8   139.1   152.5   274.9   337.4   371.4   396.2   425.3   462.5   523.2   784.2  2931.5  9477.3  59432.8    59442
read      371.0   388.3    93.8   145.2   163.2   318.2   388.7   426.5   454.0   486.6   532.5   623.2  1688.7  6359.4  9382.3  35687.5    35654
read      382.0   539.1    93.8   144.8   160.4   283.2   351.0   393.6   428.5   475.0   547.0   709.6  2960.2  6387.0 10343.0  78562.2    78747
read      394.8   459.8    86.8   144.6   163.3   323.6   405.0   449.6   480.8   518.2   571.7   681.7  2107.7  6965.5 10676.7  42270.1    42212
read      415.0   568.5    86.8   145.8   162.1   304.5   375.3   418.7   452.5   498.3   579.0   850.6  3008.6  7591.9 12267.5  52523.5    52488
read      367.0   274.6    93.8   149.1   168.5   332.7   410.1   450.9   478.8   511.0   555.3   625.0  1089.6  3793.6  8042.9  37000.1    36950
read      303.8   176.3   101.3   156.4   175.8   288.5   332.7   356.6   372.9   393.2   418.9   459.8   633.0  2211.8  7562.7  16747.7    16762
read      389.4   512.2    86.8   147.2   163.8   286.7   353.8   395.5   429.7   478.2   559.9   765.4  2964.8  6515.0  9078.8  79535.3    79473
read      323.2   282.5    93.8   142.6   157.2   282.0   347.1   385.4   413.7   448.6   495.0   577.5  1029.5  3771.7  8589.2  61429.5    61431
read      290.8   189.2    86.8   143.7   158.9   259.9   316.8   348.2   370.5   396.3   429.7   491.5   854.6  2392.0  6169.0  87368.1    87172
read      322.9   267.2    86.8   155.3   173.7   284.8   339.9   371.2   394.5   422.9   461.5   535.7  1024.0  3531.8  7936.6 107954.6   108181
read      362.0   337.1    86.8   149.5   166.0   286.1   352.6   395.0   430.8   485.5   586.0   807.9  1679.4  3922.4  7932.7  80548.6    80515
read      358.8   230.9    93.8   150.2   170.0   330.2   404.0   443.6   470.9   504.0   547.2   615.9   890.6  2978.6  7393.6  37222.9    37149
read      291.6   158.9   101.3   161.6   181.4   277.1   315.9   337.1   352.1   370.0   393.6   430.3   565.9  2183.9  7131.4  13435.1    13444
read      385.1   424.2    86.8   149.4   165.8   297.0   371.2   421.8   464.7   523.5   609.2   790.9  2318.6  5403.4  8137.4  71968.1    72057
read      346.4   293.8    86.8   147.2   163.2   290.3   362.1   407.7   446.1   495.4   564.4   686.9  1141.5  4037.6  7943.6  70052.8    70041
read      297.8   249.2    86.8   145.5   160.5   261.1   318.0   348.9   370.7   395.8   428.1   482.5   943.4  3466.0  7586.0  90124.5    90162
read      336.8   271.1    86.8   144.9   160.5   293.6   359.7   398.2   427.9   465.0   518.6   623.8  1153.8  3363.4  7895.1  52116.4    52082
read      324.3   171.5    93.8   152.5   170.6   308.1   363.6   393.0   413.8   437.5   468.8   519.5   705.6  2071.5  4963.9  24202.6    24258
read      383.4   445.9    93.8   148.7   164.6   293.1   366.3   415.2   456.7   511.4   592.0   762.0  2627.2  5706.6  8415.0  72092.3    72013
read      313.7   198.2    93.8   143.3   157.2   283.0   347.0   384.5   411.8   445.6   490.6   566.2   842.7  2512.1  5286.1  58015.5    58012
read      358.1   251.7    93.8   147.9   164.8   318.4   395.9   440.4   473.1   513.8   568.8   656.0   992.8  3415.3  7545.9  45350.3    45398
read      325.0   197.3    93.8   146.0   160.7   294.8   360.0   397.3   425.5   460.2   507.5   592.9   874.0  2221.1  5466.0  50193.8    50177
read      361.2   302.0    93.8   148.7   166.8   326.1   397.3   435.2   462.6   494.6   536.7   603.3  1071.8  4756.5  8014.8  34525.9    34504
read      359.8   396.1    86.8   145.6   161.0   287.7   357.8   400.3   434.3   477.1   539.5   656.0  2305.9  5052.7  8094.4  66118.1    66010
read      350.8   343.4    93.8   147.8   163.3   284.7   353.6   397.0   433.6   485.8   563.6   705.1  1447.7  4729.3  8024.5  73961.7    73937
read      276.1   130.3    86.8   141.0   155.4   263.8   317.7   343.8   361.7   381.3   403.9   440.6   545.0  1246.6  3934.4  55035.5    55020
read      270.6   130.5    86.8   141.3   155.2   261.3   313.5   338.1   354.6   372.2   394.3   426.1   497.4   885.5  4262.8  53272.7    53235
read      277.8   150.8    86.8   144.7   159.5   254.5   309.7   339.7   360.7   384.3   413.3   458.4   596.9  1751.8  4369.1  97766.1    97743
read      217.4    92.3    93.8   153.8   166.2   212.5   228.3   236.0   243.8   251.8   263.7   282.0   341.5  1006.0  4271.5   5439.5     5419
read      246.2    83.1   101.3   156.2   171.8   245.3   267.2   278.5   287.6   296.6   311.4   333.3   389.5   805.5  3188.2  14734.3    14764
read      224.9    83.1   101.3   156.4   170.2   221.3   237.4   247.4   253.6   262.9   273.1   293.0   346.4   942.0  3186.0   7438.3     7451
read      273.3   101.4    86.8   145.9   160.6   268.9   316.8   339.2   354.4   370.8   391.6   421.4   486.4   785.7  2228.8  48127.6    48208
read      249.1    92.0    93.8   156.5   171.8   249.7   271.3   283.1   291.3   300.8   314.3   335.5   383.1   849.1  3174.6  16134.4    16149
read      269.1   123.1    86.8   140.3   153.9   249.6   307.0   336.8   356.9   378.8   404.1   443.7   538.3  1079.7  3012.0  79087.1    78989
read      258.5   103.9    93.8   157.0   173.1   258.1   283.2   296.1   306.7   317.7   333.6   357.3   410.9   834.6  4250.6  18937.6    18886
read      266.4   117.9    86.8   139.0   152.3   247.5   305.2   334.9   354.7   375.9   401.4   438.3   530.5   939.2  2851.1  75929.3    75954
read      269.4    99.1    86.8   143.7   158.1   266.4   311.1   332.8   347.0   364.1   384.1   412.7   470.9   705.7  2578.3  44439.9    44409
read      250.3   425.2    93.8   156.6   172.6   248.9   271.0   283.2   291.7   302.0   315.8   338.1   392.1   845.1  3975.9  16391.5    16431
read      269.7   128.6    86.8   139.6   153.5   248.8   305.1   335.5   356.2   379.0   405.9   448.6   558.8  1210.2  3686.8  85632.9    85707
read      275.7   188.2    86.8   140.0   154.1   259.0   312.8   339.2   357.0   376.0   399.3   433.2   525.6  2565.9  7852.6  58330.0    58253
read      283.2   144.7    86.8   146.5   162.3   261.2   314.9   344.6   366.0   390.5   421.2   468.0   623.8  1635.5  3495.8 103771.1   103867
read      260.2    83.1    93.8   155.7   171.5   260.7   287.8   301.9   312.2   323.3   339.4   364.0   420.0   761.3  2533.9  21562.9    21604
read      275.8   137.7    86.8   142.5   157.4   254.2   309.4   339.5   360.5   384.0   412.6   456.6   578.8  1499.0  3738.2  90309.6    90401
