#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      248.8   158.9    80.4   128.9   143.1   223.3   266.3   291.5   310.5   333.4   364.0   417.9   632.7  2370.6  4890.7  29920.9    30000  1778187915665  1778187925752
read      236.8   155.0    80.4   122.8   135.9   212.8   254.4   278.5   296.0   317.2   344.9   395.3   594.3  2304.0  5280.7  30085.7    30005  1778187927264  1778187937339
read      243.0   160.7    86.8   126.3   140.0   218.2   259.6   283.9   301.5   322.6   353.0   404.2   629.8  2498.7  5853.7  30035.0    30010  1778187938851  1778187948905
read      245.6   139.4    80.4   127.7   141.3   221.0   264.0   289.3   308.1   331.0   362.9   420.6   639.9  1873.6  3734.8  30024.8    30015  1778187950418  1778187960473
read      247.6   171.6    74.4   125.2   138.9   219.4   263.2   288.8   307.7   330.3   362.4   423.9   676.8  2822.9  4965.3  30035.0    30020  1778187961984  1778187972037
read      233.4   129.3    80.4   125.7   138.8   212.3   250.8   274.1   291.7   312.4   340.0   387.0   555.9  1855.1  3861.1  30074.8    30025  1778187973550  1778187983605
read      238.0   142.5    80.4   124.4   138.2   215.0   255.7   279.8   297.4   318.6   346.1   397.1   614.0  1842.8  4382.3  30060.0    30030  1778187985119  1778187995174
read      234.1   138.8    80.4   124.9   138.3   212.2   250.7   274.0   291.5   312.8   341.0   389.7   571.9  2013.5  4242.7  30118.9    30035  1778187996688  1778188006745
read      239.7   133.9    80.4   127.0   140.5   217.3   257.8   282.1   299.6   320.7   350.3   402.4   608.4  1630.1  4071.5  30013.3    30040  1778188008258  1778188018312
read      256.2   165.5    80.4   129.7   143.8   228.1   274.1   301.5   321.3   346.6   381.6   446.4   676.7  2078.0  6204.6  30006.2    30045  1778188019829  1778188029883
read      259.4   152.7    80.4   129.3   144.0   230.2   277.0   305.1   325.9   352.6   391.0   465.6   718.7  1870.4  4315.9  30001.3    30050  1778188031394  1778188041453
read      264.1   154.0    80.4   130.5   145.7   234.1   281.9   309.5   330.8   358.3   398.0   484.1   748.7  1739.6  4178.1  30038.6    30055  1778188042965  1778188053021
read      276.8   185.3    80.4   130.8   146.4   240.6   292.0   321.9   345.4   376.6   424.2   527.8   827.9  2399.4  5503.1  30088.5    30060  1778188054535  1778188064589
read      323.8   180.3    74.4   147.1   168.2   287.1   349.7   387.5   415.8   452.8   508.4   618.0   922.5  1787.4  3703.2  30154.4    30065  1778188066103  1778188076161
read      315.8   180.1    80.4   141.2   161.8   281.0   342.6   378.5   405.7   441.0   494.8   593.1   903.9  1873.4  4507.1  30063.7    30070  1778188077677  1778188087731
read      312.6   176.1    80.4   145.8   165.7   278.7   337.0   371.6   398.1   431.7   484.5   581.3   882.3  1786.0  5001.2  30064.1    30075  1778188089244  1778188099300
read      292.5   175.4    80.4   134.1   151.4   254.1   315.0   352.7   381.2   415.4   463.4   556.0   845.6  1877.3  4829.8  30118.8    30080  1778188100813  1778188110869
read      305.7   178.1    74.4   136.2   154.7   269.6   330.8   367.7   395.8   431.2   485.5   588.1   887.7  1663.2  4936.2  30151.4    30085  1778188112383  1778188122439
read      290.8   168.2    74.4   130.2   148.7   258.3   315.6   349.3   375.0   407.4   455.6   547.9   823.5  1797.2  4558.6  30083.4    30090  1778188123950  1778188134010
read      294.8   169.8    80.4   133.9   151.5   258.3   319.2   356.5   384.2   418.7   468.1   564.5   838.6  1771.4  4298.7  30119.4    30095  1778188135522  1778188145578
read      280.0   151.4    80.4   134.4   150.7   247.7   300.1   332.3   357.1   388.8   433.9   530.6   788.5  1448.2  3448.5  30124.0    30100  1778188147091  1778188157147
read      260.9   132.7    86.8   132.1   147.5   233.2   279.5   307.6   328.8   356.0   394.9   472.4   715.2  1143.0  3350.0  30164.6    30105  1778188158662  1778188168717
read      274.0   141.5    80.4   135.4   151.2   243.1   294.2   324.1   346.6   376.2   420.0   510.8   767.5  1326.6  3157.8  30108.2    30110  1778188170230  1778188180287
read      276.7   153.7    80.4   139.0   154.6   243.9   292.1   320.9   344.4   374.1   420.1   515.8   800.9  1679.9  3285.7  29964.6    30115  1778188181798  1778188191854
read      277.1   148.7    80.4   137.6   153.0   244.6   293.2   322.4   346.0   376.9   423.8   527.3   801.2  1548.9  3022.9  30113.8    30120  1778188193368  1778188203423
read      283.4   147.4    80.4   139.8   156.5   253.2   303.8   334.3   358.4   389.3   434.0   529.6   768.3  1319.1  4132.4  30133.6    30125  1778188204935  1778188214990
read      271.0   136.9    86.8   138.3   153.6   242.9   290.4   318.5   340.7   369.0   409.5   492.3   730.3  1293.5  3138.6  30128.0    30130  1778188216502  1778188226558
