Timestamp start: 1778530523976
Timestamp end: 1778531604315

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      252.5    70.2    93.8   159.0   175.2   252.4   274.9   287.8   296.0   307.6   319.9   342.4   397.1   842.6  1994.0  16539.4    16566
read      267.6   113.2    86.8   141.1   155.1   257.6   309.3   334.3   350.9   369.1   391.4   423.4   491.0   779.8  3318.0  54028.2    53985
read      304.8   183.8    93.8   151.6   168.1   272.9   328.9   360.9   384.0   411.6   450.1   527.8   892.4  2009.5  6712.3 102112.6   101949
read      260.6    91.3   101.3   153.3   168.5   261.4   289.5   304.0   314.3   326.2   341.5   366.1   422.6   768.6  3546.3  24009.0    24076
read      282.0   155.6    93.8   142.9   157.2   264.7   316.7   342.1   359.7   379.1   402.8   444.7   756.6  1849.0  4146.4  52621.8    52574
read      276.3   138.6    86.8   147.6   162.8   255.5   306.4   335.4   356.1   379.6   408.3   452.8   564.2  1494.2  3818.7 106127.0   106271
read      286.0   164.5    86.8   148.4   163.9   261.7   314.8   344.3   365.6   390.1   421.1   469.0   636.3  2783.6  4800.9 105462.2   105451
read      268.0   147.6    86.8   140.8   154.8   246.5   300.4   330.8   351.8   374.7   402.2   443.0   543.4  1086.7  4359.7  86159.8    86087
read      265.8    94.6    93.8   152.2   167.3   266.9   299.6   315.8   327.4   340.8   358.0   382.5   433.7   629.3  1976.2  29214.8    29108
read      280.4   130.8    86.8   147.7   163.1   259.0   311.5   341.1   362.4   386.6   416.5   462.3   597.9  1518.4  3127.4 101261.2   101115
read      270.8   120.9    86.8   140.0   153.7   251.0   308.2   338.3   358.7   380.9   407.0   448.2   555.8  1155.0  2820.4  74442.6    74326
read      264.8   133.8    86.8   138.2   151.5   245.1   301.9   331.5   351.5   373.4   399.3   435.6   520.6  1006.6  3720.8  75880.0    75832
read      275.0   138.7    86.8   143.8   158.7   252.5   305.9   335.7   357.0   380.9   409.6   454.8   584.8  1817.6  3691.1  95039.4    94901
read      248.2   100.6    93.8   157.0   172.7   246.6   268.7   280.4   289.3   298.7   313.4   335.7   390.0   832.0  4523.1  15854.2    15809
read      265.3   101.2    93.8   152.3   167.2   266.9   298.0   314.2   325.2   338.4   354.7   378.6   430.6   816.0  4130.6  28912.6    28874
read      268.8   113.2    93.8   142.0   156.2   259.4   310.3   334.7   350.7   368.7   390.5   421.5   488.0   878.8  4237.8  51837.6    51882
read      265.9    84.9    86.8   149.9   164.3   267.1   302.1   319.2   331.9   344.9   363.1   388.9   442.9   636.7  2151.6  32731.8    32653
read      271.5   111.9    93.8   145.9   160.5   267.6   311.6   333.1   347.0   363.8   383.5   412.4   473.9   878.5  2751.0  41761.4    41676
read      265.6   107.8    93.8   139.1   152.5   251.5   306.8   334.2   352.4   372.0   395.7   429.2   502.5   792.2  2495.2  62973.6    63019
read      276.9   138.2    86.8   145.2   160.3   254.3   307.4   337.2   358.4   382.4   411.8   457.8   595.0  1691.3  3392.1  98967.4    99164
read      269.8   105.0    93.8   144.4   159.0   263.7   311.2   334.2   349.3   366.7   387.6   417.1   474.7   771.3  2445.0  47083.6    47055
read      270.1   136.1    86.8   140.2   153.9   254.6   310.6   338.3   356.8   376.5   400.1   434.4   518.5   910.5  4649.6  62565.6    62394
read      272.5   129.3    86.8   143.9   158.5   250.6   303.9   333.9   354.9   378.6   407.1   451.4   567.3  1421.4  3412.9  98233.8    98519
read      269.0   105.1    86.8   151.7   166.7   268.2   303.6   320.7   333.8   347.0   365.7   392.4   448.2   878.2  3217.7  32242.2    32122
read      268.7    96.1    86.8   143.5   157.8   262.6   310.6   334.3   349.8   367.4   388.4   417.7   474.7   636.6  2151.7  49536.8    49464
read      259.8    82.5    93.8   154.0   169.4   260.3   287.9   302.2   312.8   324.4   340.5   365.0   421.8  1011.6  2971.8  24188.8    24034
