Timestamp start: 1778530523976
Timestamp end: 1778531604315

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      356.5   341.2    80.4   144.0   159.3   285.5   355.7   399.1   433.6   477.6   544.4   723.1  1899.5  3854.2  8008.4  61084.2    61250
read      310.7   256.7    86.8   146.0   161.3   264.6   322.7   356.1   380.0   409.2   451.6   554.5  1177.7  3415.6  7605.4  84663.0    84472
read      364.1   380.8    93.8   147.8   163.8   279.4   343.9   383.4   415.7   463.5   567.8   861.8  1917.0  4332.8  8818.2  82333.2    82226
read      325.8   157.3    93.8   153.8   172.9   308.0   368.3   400.1   422.7   448.7   481.7   534.6   687.4  1898.7  4085.8  27650.2    27671
read      444.5   611.6    86.8   158.0   177.6   309.9   378.0   420.3   454.1   500.6   581.7  1193.0  3543.9  7193.6 10197.6  98770.8    98736
read      299.7   230.7    86.8   151.4   167.5   267.9   320.5   350.7   372.3   397.8   430.5   485.9   717.7  3481.3  7234.6 106423.2   106314
read      296.7   231.3    86.8   149.9   165.4   264.3   317.2   346.8   369.0   394.4   426.7   480.2   778.8  3463.3  7057.9 104850.8   105027
read      292.6   225.8    86.8   145.4   160.7   256.9   311.3   341.9   364.0   389.7   422.7   477.0   977.8  3140.8  7141.0  96822.4    96867
read      287.2   203.1    93.8   146.1   160.6   257.0   312.5   342.8   364.6   389.5   420.5   468.5   702.6  3068.5  6240.4  89222.4    89493
read      305.4   274.8    93.8   143.4   158.0   278.9   338.6   371.0   395.1   424.3   462.4   525.3   698.4  2259.4 11943.5  50704.4    50538
read      315.0   198.5   101.3   151.2   170.8   296.2   348.8   376.4   396.2   419.1   447.6   493.9   653.9  2831.0  7590.6  22198.0    22083
read      326.2   246.5    86.8   141.9   156.9   289.5   355.4   393.7   422.9   458.6   505.1   587.9   920.4  3667.3  7350.7  48646.8    48618
read      331.0   364.4    93.8   147.9   163.3   268.5   325.9   358.4   381.6   409.5   450.7   545.7  1877.1  5194.9  7911.0  94228.4    94298
read      315.0   305.8    93.8   141.5   154.9   271.3   335.6   372.3   400.9   436.4   485.8   569.1   924.9  3892.4 12267.7  63677.8    63579
read      328.4   303.1    93.8   143.4   157.5   278.2   345.3   386.9   419.2   459.8   514.1   605.6  1110.2  4218.5  8098.8  64819.6    64573
read      345.3   317.4    93.8   146.0   161.4   279.5   350.4   398.0   439.3   494.6   570.1   699.2  1308.5  4544.4  8023.7  76934.4    77178
read      320.0   165.4    93.8   144.5   161.6   300.0   361.1   394.4   418.1   445.3   480.4   537.1   703.0  2111.9  3834.7  29711.8    29824
read      395.8   500.2    93.8   145.8   160.5   284.3   353.2   397.6   433.1   480.2   553.4   900.2  2836.7  5117.6  8097.1  64235.6    64495
read      307.4   185.1    93.8   155.3   172.6   290.8   339.7   366.4   385.3   406.2   434.2   476.2   621.5  2520.7  7460.2  20817.0    20917
read      424.6   629.8    86.8   148.4   164.3   284.2   346.6   382.8   409.8   446.3   509.7  1330.2  3597.3  6984.2  8115.8  85682.8    85651
read      310.1   243.2    93.8   143.7   157.1   274.3   339.3   377.3   405.8   441.6   489.4   566.9   827.5  2220.2 10144.8  61978.0    61935
read      302.9   201.4    93.8   142.4   155.8   278.0   337.3   370.3   395.2   424.7   462.7   525.3   722.9  2757.7  5887.6  50282.6    50216
read      346.4   369.2    93.8   147.2   162.5   281.4   350.5   395.5   432.9   480.9   547.0   662.8  1208.8  6025.9  8103.7  72225.8    72251
read      333.5   279.2    86.8   145.1   160.0   277.4   346.7   392.2   429.3   477.0   543.7   657.5  1133.0  3936.4  7588.6  72096.6    71798
read      302.5   155.7   101.3   158.6   178.4   287.4   335.3   361.5   379.8   400.9   428.0   468.7   585.8  1735.9  4108.1  19776.0    19701
read      330.9   198.1   101.3   156.0   177.1   308.6   367.1   397.2   418.6   443.0   474.1   529.6   815.1  2642.3  7071.9  24990.6    24952
read      405.8   529.3    86.8   148.6   164.9   286.1   352.9   393.8   427.8   478.9   586.9   965.6  2992.5  6265.7  9122.4  82056.6    81838
read      329.0   193.0    93.8   153.3   172.5   307.6   366.4   397.4   419.6   444.9   477.1   530.6   784.9  2622.0  5225.7  26587.2    26648
read      330.7   218.9   101.3   155.4   175.0   308.7   366.5   396.6   418.1   442.4   472.2   526.0   764.8  3461.6  7314.5  24737.8    24837
read      335.3   180.1    93.8   154.2   174.0   315.6   379.9   413.0   435.5   462.5   496.2   548.6   714.1  2333.4  5561.8  29493.2    29420
read      455.0   570.6    93.8   170.7   193.5   331.0   397.8   438.6   470.5   515.0   588.2  1205.2  3409.0  6289.7  8112.8 104018.2   103882
read      329.6   307.0    86.8   145.3   160.2   276.7   343.8   384.9   416.9   459.1   518.5   622.7  1033.9  5051.3  8036.3  70168.0    70314
read      323.8   250.6    93.8   145.4   160.5   283.1   349.1   389.0   419.5   457.1   506.4   591.1   935.7  3026.2  8350.7  61406.2    61679
read      303.3   156.7    93.8   145.6   160.6   282.4   342.2   375.5   400.1   429.4   465.9   524.3   669.4  1600.8  4724.3  49553.8    49557
read      310.4   158.9   101.3   159.1   179.8   294.8   345.1   371.1   389.8   410.7   437.0   481.3   628.0  1840.2  3579.1  19367.0    19325
read      268.6   154.2    93.8   163.7   181.5   254.2   284.2   301.7   315.1   331.5   351.8   385.4   489.1  2130.0  7591.4   9085.0     9128
read      476.3   638.6    93.8   165.9   188.2   324.8   393.4   435.8   470.8   521.6   611.5  1575.0  3561.6  7030.0  9567.1  94830.8    94933
read      277.6   166.7   101.3   157.0   173.3   268.6   300.1   317.1   330.1   344.8   366.9   404.2   554.6  2040.3  8021.4  24344.0    24327
read      270.5   115.8    86.8   140.6   154.7   251.7   308.4   337.9   358.1   380.0   405.7   445.0   537.7  1080.7  2960.6  71808.2    71896
read      273.2   133.4    86.8   143.2   158.0   251.3   305.1   335.2   356.3   380.3   408.9   453.6   580.3  1173.0  3416.3  93784.8    93771
read      255.4    87.5   101.3   155.3   171.0   255.3   280.4   293.6   303.5   315.0   330.2   353.0   407.0   727.1  4111.9  20514.4    20452
read      267.5   101.9    93.8   145.7   159.7   265.3   308.6   329.0   342.6   358.3   375.2   401.3   459.3   700.3  3227.3  42204.0    42338
read      266.2   126.3    86.8   139.2   152.4   247.0   304.5   334.2   354.2   375.8   401.2   436.7   520.4   881.2  5018.4  72582.4    72627
read      270.6   131.6    93.8   140.1   153.9   248.2   305.2   335.8   356.7   379.8   406.9   449.1   571.1  1333.9  3795.3  80489.6    80603
read      269.9   108.6    86.8   143.0   157.5   263.2   312.2   335.8   351.5   368.9   390.2   420.4   479.1   680.2  3417.5  49099.4    49049
read      264.3   123.0    86.8   142.1   155.7   242.8   296.4   326.6   347.5   370.7   398.1   436.5   527.2   987.8  2940.5  92266.4    92305
read      266.3   114.5    93.8   141.5   154.8   255.7   308.7   333.6   349.8   367.8   389.4   420.0   485.5   863.6  3505.1  57072.0    56889
read      261.9   122.2    93.8   139.1   151.7   240.9   297.9   327.9   347.8   369.8   395.6   431.4   508.7   996.0  3970.8  78023.8    78036
read      266.8   118.1    86.8   140.1   153.5   248.2   305.5   335.1   354.9   376.1   401.3   436.8   521.1   835.3  3250.5  71716.8    71583
read      286.5   196.9    93.8   140.7   155.1   254.6   313.0   344.1   365.5   389.5   419.3   468.1   926.4  2433.5  7247.4  72557.8    72609
read      310.2   224.2    86.8   152.5   169.4   272.4   326.9   358.8   382.0   409.6   448.6   525.1  1085.1  2846.9  7324.8 107423.4   107382
read      273.5   120.6    86.8   142.1   156.7   252.2   308.2   339.1   360.7   384.8   414.0   457.7   565.9  1146.1  2861.9  86531.2    86530
read      247.7    94.1   101.3   155.9   171.0   247.4   269.2   280.7   289.2   297.9   312.4   334.0   389.3   943.0  3874.1  16618.8    16550
read      270.0   123.9    86.8   141.5   155.6   247.8   303.1   333.6   354.7   377.9   405.1   448.2   568.8  1240.9  3095.4  84568.2    84534
read      268.0   112.1    93.8   142.3   156.2   250.1   306.5   335.8   355.5   376.7   401.4   436.5   513.0   790.1  3013.7  72598.2    72631
read      272.7   115.6    93.8   145.7   160.3   265.6   314.4   338.1   353.9   370.8   392.5   423.2   488.3   783.3  3153.1  49287.0    49291
read      268.4   105.6    86.8   141.8   155.5   254.4   309.1   336.5   354.8   374.1   398.1   431.8   507.2   863.6  1803.5  62266.8    62175
read      269.0   132.4    86.8   140.0   153.6   247.2   303.8   334.4   355.4   378.4   405.5   448.6   567.3  1115.0  3673.0  80250.2    80213
