Timestamp start: 1778531971715
Timestamp end: 1778533052065

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      265.2   100.2    86.8   138.7   152.3   261.2   308.3   330.7   345.4   363.1   383.9   414.8   479.9   685.7  1693.9  49238.0    49291
read      267.9   117.0    86.8   137.6   151.0   255.6   310.9   337.7   355.5   374.4   398.2   432.4   508.2   909.8  3100.3  62113.4    62175
read      267.8   139.0    86.8   137.9   151.6   248.9   305.9   335.6   355.8   377.8   403.5   442.4   539.5   992.9  2923.9  80213.6    80213
read      251.4    89.4    93.8   156.0   171.7   251.1   273.9   286.9   295.2   306.8   319.7   342.4   397.8   789.3  3204.0  16705.4    16566
read      267.4   117.5    86.8   139.4   153.0   259.7   310.7   334.7   350.4   368.3   390.2   421.6   490.3   803.9  3388.1  53969.6    53985
read      272.4   133.9    86.8   144.2   158.9   251.7   304.1   333.1   353.3   375.8   403.0   444.7   558.8  1561.3  3434.1 101751.0   101949
read      257.0    73.1    93.8   151.3   166.0   260.2   287.0   300.6   310.8   321.1   337.4   360.4   403.5   600.3  1884.2  24097.0    24076
read      270.5   118.4    93.8   140.6   154.6   263.0   314.0   338.1   354.2   371.5   393.8   426.3   498.3   847.1  4068.5  52289.4    52574
read      288.1   157.9    86.8   150.5   167.0   267.6   319.1   347.9   368.8   392.7   422.7   467.7   611.0  1910.8  4158.2 106298.2   106271
read      282.9   158.5    86.8   148.2   164.0   262.1   313.8   342.5   363.1   386.6   415.5   459.7   579.3  1924.1  5037.4 105503.4   105451
read      270.8   131.8    86.8   140.9   155.5   251.7   306.5   336.2   356.8   379.7   406.0   446.5   539.4  1062.5  3303.4  86077.6    86087
read      262.7    89.0    93.8   149.6   164.1   264.7   296.0   312.1   322.7   336.5   352.5   376.0   430.6   618.8  3098.5  29166.0    29108
read      291.1   168.7    86.8   149.0   165.1   267.9   321.1   350.8   371.6   395.9   426.3   473.0   662.3  2121.7  5709.9 100920.8   101115
read      268.2   115.6    86.8   138.5   152.4   251.7   307.7   336.7   356.4   377.8   402.9   439.6   524.3   826.8  2768.6  74283.8    74326
read      269.1   112.4    86.8   139.3   153.0   251.4   308.7   338.1   358.3   380.2   405.6   444.2   535.0   936.7  2380.7  75791.2    75832
read      273.1   142.9    86.8   141.7   156.3   251.6   306.9   336.4   356.9   379.7   406.8   449.3   562.4  1563.8  4851.4  94922.8    94901
read      246.5    76.8   101.3   154.9   170.2   246.3   267.6   278.4   287.1   295.7   309.8   330.8   387.8  1078.7  2122.7  15785.6    15809
read      263.9    86.1    93.8   151.1   165.9   265.9   297.2   313.3   324.1   337.7   353.9   376.2   429.3   674.8  2292.7  28831.6    28874
read      268.9   113.1    86.8   140.3   154.4   262.5   312.2   336.0   352.0   369.8   391.5   422.3   489.1   774.0  2591.4  51759.0    51882
read      271.8    98.8    93.8   152.1   167.5   273.0   308.4   325.9   338.5   352.7   369.9   396.5   454.6   668.4  2295.3  32743.2    32653
read      276.5   102.6    93.8   149.9   165.2   274.8   317.9   339.1   353.5   369.5   389.5   417.8   471.8   715.1  2496.5  41647.6    41676
read      272.6   125.6    86.8   140.4   154.9   258.1   313.4   341.3   360.1   380.5   403.8   438.8   518.4  1018.0  4657.6  63121.4    63019
read      281.7   124.1    86.8   147.8   163.6   263.3   315.3   344.1   364.8   388.2   416.9   460.2   580.1  1307.9  3100.0  99248.0    99164
read      272.6   117.3    93.8   143.3   157.7   267.5   314.2   337.0   352.3   369.4   391.0   422.2   490.9   917.6  4210.0  47200.2    47055
read      273.7   157.4    86.8   139.9   153.8   257.7   312.4   339.2   357.2   376.4   399.9   433.8   532.5  1842.9  5710.0  62300.8    62394
read      287.5   150.1    86.8   148.3   164.2   265.6   319.2   348.7   370.0   394.3   424.4   469.8   638.8  1827.3  3467.4  98510.4    98519
read      267.2    90.2    93.8   150.3   165.3   268.6   302.2   318.9   331.3   344.4   362.6   388.5   440.4   716.1  2838.9  32046.4    32122
read      271.5   109.5    86.8   144.2   158.9   265.2   312.0   335.5   351.1   368.6   390.3   421.3   489.3   839.7  3014.9  49260.2    49464
read      264.1    81.6    93.8   156.4   172.1   265.3   293.6   308.7   318.5   331.7   346.0   370.6   424.2   632.2  3107.3  24086.2    24034
