Timestamp start: 1778533263417
Timestamp end: 1778534343769

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      289.6   182.4   101.3   152.7   172.3   273.2   312.2   333.7   348.6   367.3   391.1   428.2   685.4  2468.3  7791.8  16066.8    16149
read      415.7   596.2    86.8   143.0   159.1   283.1   356.3   403.2   443.8   497.8   581.2   913.2  3251.4  6340.1 12805.1  78925.8    78989
read      302.5   222.3   101.3   152.3   171.5   279.4   323.0   346.9   364.4   384.5   409.8   454.3   859.5  3553.3  7571.9  18818.0    18886
read      434.2   626.6    86.8   143.3   159.6   286.6   358.3   403.7   443.4   497.2   590.0  1338.3  3587.9  6780.7  8230.5  75755.6    75954
read      399.7   467.9    93.8   145.2   164.0   321.2   404.5   451.0   483.7   523.2   578.9   701.1  2347.3  7207.7 10370.9  44275.4    44409
read      289.4   212.4   101.3   152.7   170.8   270.2   308.9   330.1   344.8   363.2   386.2   425.1   737.1  2654.3  8124.7  16478.8    16431
read      516.0   881.1    86.8   154.0   174.2   314.4   382.2   424.5   461.5   522.3   671.7  1728.2  4462.4  9762.9 12786.2  85859.8    85707
read      303.9   265.6    93.8   138.2   151.0   268.0   329.7   364.2   389.2   418.8   458.0   524.2   904.2  3843.0  7951.6  58438.8    58253
read      307.4   252.4    86.8   148.9   164.1   264.9   319.2   350.2   372.9   400.6   438.4   531.2  1147.2  3302.9  7470.0 103875.4   103867
read      334.7   449.8   101.3   148.6   164.6   281.9   329.9   357.1   376.4   399.7   430.6   488.2  1724.8  7734.9 11246.9  21647.8    21604
read      370.5   522.5    86.8   144.6   159.8   268.9   327.9   360.7   384.7   414.5   460.8   629.5  3232.4  5838.5  8044.2  90465.2    90401
read      271.1   160.5    86.8   140.3   153.4   245.7   302.6   333.1   354.1   377.2   404.5   447.7   588.3  2111.5  5344.1  84471.6    84467
read      287.2   207.1    86.8   144.5   159.5   255.2   309.8   340.0   361.8   386.8   418.5   469.6   869.1  2991.2  7439.5  99549.0    99700
read      346.5   336.1    93.8   147.0   164.0   302.5   363.1   398.4   424.2   454.0   491.6   557.2  1464.5  4938.6  7949.6  32010.0    32052
read      289.1   169.3   101.3   150.5   168.6   274.4   315.7   338.5   354.7   372.7   397.1   433.7   568.0  2599.7  5964.6  18242.0    18173
read      434.4   670.0    93.8   141.0   155.3   281.5   345.8   386.9   420.2   464.4   540.7  1458.3  3723.2  7668.3  8893.2  67658.6    67789
read      370.5   456.8    86.8   140.0   154.5   289.4   358.9   401.4   434.5   476.5   537.6   667.4  2552.7  6155.2  8125.5  51838.2    51929
read      356.5   418.1    93.8   143.4   158.1   271.4   341.6   390.0   431.5   485.2   557.2   692.0  2028.9  5893.3  8010.3  84000.0    83850
read      285.7   191.3   101.3   147.5   164.4   268.3   309.6   332.5   348.4   368.2   393.1   432.1   629.7  2745.1  7669.3  18704.0    18614
read      326.7   258.4    93.8   142.9   158.7   297.8   358.3   389.8   411.7   436.0   467.5   519.9   995.1  3909.9  7705.0  29366.4    29315
read      431.7   546.8    93.8   162.1   182.3   315.4   380.8   421.3   454.5   501.2   580.7   952.9  3176.3  6163.8  9123.0 108234.0   108090
read      305.6   194.4    93.8   145.1   161.2   285.4   336.4   365.3   386.3   410.4   441.2   490.0   683.5  2622.5  7614.4  27147.2    27024
read      371.7   448.5    93.8   140.6   155.8   293.9   365.9   408.6   442.1   483.2   540.5   658.1  2399.2  6150.5  8297.5  49837.8    49907
read      247.0   185.3   101.3   151.1   165.7   229.8   254.1   268.8   279.3   292.8   311.1   340.4   621.8  2568.8  7831.1   9153.6     9150
read      338.7   290.7    93.8   141.0   156.7   303.9   370.8   405.0   429.4   457.8   494.1   555.5  1120.3  4170.0  7956.5  34236.2    34328
read      347.1   318.9    93.8   139.2   153.6   292.8   366.2   410.9   445.2   486.1   542.2   635.5  1450.7  4401.5  7846.3  51826.8    51881
read      272.1   194.0    93.8   148.2   164.0   255.0   289.4   309.0   322.7   340.3   362.6   396.4   587.1  2759.5  7784.4  14591.4    14569
read      404.6   680.5    86.8   143.5   158.6   277.6   345.1   388.8   425.1   472.9   544.4   708.8  3863.6  7730.9 11140.7  81451.6    81517
read      337.7   404.9    93.8   139.9   153.3   264.9   332.0   374.4   410.3   456.1   515.5   623.4  1969.1  6174.7  8560.7  78806.6    78694
read      286.6   223.5    86.8   142.3   156.3   251.7   308.4   339.7   362.1   387.9   421.7   482.1   846.2  3076.2  8487.6  93526.0    93409
read      358.5   388.7    93.8   142.0   158.7   303.1   371.1   409.7   438.3   471.8   517.4   604.5  1713.0  6016.4 10349.4  39059.8    39093
read      291.8   197.2    93.8   148.2   164.5   275.4   319.1   342.3   359.3   378.1   401.7   438.0   594.0  2482.8  7339.3  18822.8    18729
read      431.5   661.8    86.8   142.6   157.9   284.9   355.7   399.7   435.1   483.0   562.7  1270.0  3809.8  7638.9 11729.0  70989.2    70818
read      324.6   301.8    93.8   149.9   166.6   286.7   334.4   361.0   380.0   402.8   434.4   498.2  1414.9  3887.0  8912.4  21916.4    21942
read      462.1   713.7    86.8   154.5   173.2   303.4   364.7   399.8   429.0   469.2   560.3  1518.1  3832.2  7868.0 11675.9  91737.6    91810
read      368.8   397.7    93.8   142.6   159.0   308.4   380.9   423.0   453.8   490.4   540.1   634.5  1780.1  6428.9  8905.2  39712.2    39588
read      385.1   428.2    93.8   141.9   159.0   319.4   401.0   444.4   473.6   508.4   557.7   653.4  1969.0  6582.8  8116.2  40729.0    40957
read      332.5   379.7    93.8   137.7   150.6   270.8   336.6   375.1   404.9   443.1   496.2   606.6  1543.1  5744.7  9242.1  62592.0    62645
read      281.8   238.9   101.3   150.6   166.9   259.6   295.5   316.4   331.9   349.1   371.6   409.2   714.6  3861.2  7907.3  15535.0    15539
read      421.9   538.4    86.8   160.4   179.8   308.9   370.7   407.9   437.5   480.7   556.5   832.8  3283.8  5726.9  8212.4 107549.8   107672
read      337.4   281.6    93.8   145.2   160.9   299.3   361.4   397.2   423.3   453.7   493.4   567.2  1206.7  4232.3  7749.2  33048.6    32954
read      334.1   422.6    86.8   138.8   151.8   275.0   340.4   379.4   408.3   444.6   494.8   595.8  1318.0  6940.0 11369.6  58575.4    58866
read      358.2   296.7   101.3   159.8   180.3   317.6   381.5   417.9   443.8   473.8   516.0   592.3  1215.8  4041.7  8082.9  23733.2    23739
read      409.2   676.4    93.8   141.6   155.8   285.0   349.3   388.0   418.0   456.3   515.8   738.4  3575.5  7994.2 12852.4  54775.0    54701
read      304.4   264.3    93.8   139.2   151.7   266.8   328.6   364.3   391.1   423.6   466.3   537.6   912.1  3771.1  8917.1  60787.2    60706
read      328.2   363.3    86.8   140.5   153.9   266.7   334.1   375.0   407.2   447.9   500.8   592.6  1595.4  4999.9  9854.0  72168.8    72350
read      308.7   311.7    93.8   139.3   151.9   268.6   330.6   365.5   391.4   422.6   462.7   528.1   907.2  4981.8  8770.4  58611.2    58661
read      360.3   284.3    93.8   147.8   165.6   322.2   397.9   438.1   466.5   500.3   543.9   617.4  1129.6  3943.3  7745.2  34987.4    34912
read      424.6   560.4    86.8   156.2   176.1   305.8   366.9   403.4   434.2   477.4   554.4   839.6  3368.3  5878.9  8056.4 103285.0   103268
read      352.7   280.8    93.8   144.0   160.2   311.7   386.8   429.9   460.7   496.6   542.6   617.3  1108.2  4076.6  7653.3  38680.6    38703
read      363.5   472.5    86.8   143.2   158.2   268.6   331.5   368.0   395.4   431.3   495.2   723.4  2856.1  5669.6  8109.1  83158.8    83358
read      309.2   266.1    93.8   140.6   154.1   272.1   333.0   367.7   393.5   425.2   467.4   544.4   981.7  3349.8  9091.0  57471.0    57408
read      308.0   282.2    93.8   144.0   158.7   259.7   317.3   349.7   373.1   400.9   438.8   526.6  1340.4  3730.4  7681.2  86509.8    86837
read      339.2   205.7    93.8   148.0   164.9   312.4   380.3   418.8   446.2   477.0   516.2   581.6   821.9  2477.9  6188.4  33419.0    33517
read      444.6   650.5    86.8   144.3   159.7   290.6   365.8   412.5   450.6   501.5   588.3  1430.6  3699.7  7210.4  8116.3  66122.6    66204
read      337.7   293.3    93.8   145.4   159.7   274.7   345.6   393.8   434.4   490.1   567.1   701.3  1212.3  3399.8  9988.3  73942.6    73758
read      334.3   387.5    86.8   149.2   165.1   271.6   328.3   360.2   383.4   411.1   450.7   533.4  2022.4  4925.4  8828.6  99604.4    99742
read      320.2   297.1    93.8   154.8   171.8   279.4   335.0   366.2   389.3   417.1   455.5   529.6  1018.3  3762.8  7945.3 109305.2   109462
read      290.4   227.5    93.8   145.2   160.0   258.1   313.8   344.1   366.2   391.1   422.4   471.4   750.1  3355.4  7589.7  94374.8    94453
read      362.5   237.0    93.8   145.4   163.0   323.8   409.3   458.3   492.9   532.9   582.8   665.1   912.1  2958.2  7230.3  44059.0    44096
read      387.0   506.2    86.8   153.7   171.5   292.2   353.1   388.8   416.5   453.7   512.8   667.1  3264.1  6083.8  8429.7 100831.2   100467
read      250.6   176.2   101.3   155.2   170.4   233.9   258.7   273.0   285.3   299.4   319.4   352.6   498.4  2155.3  7770.3   8564.8     8576
read      361.1   380.7    93.8   142.4   156.3   280.3   349.6   393.9   429.1   475.2   548.3   795.9  2002.5  4021.6 10172.3  59487.4    59359
read      245.4   172.6   109.4   155.5   169.8   228.9   251.7   266.0   275.6   290.1   308.5   339.3   522.2  2549.9  7661.8   7583.6     7614
read      396.4   467.3    93.8   143.7   158.6   288.3   360.4   405.5   444.2   496.0   583.1   989.4  2655.2  4954.3  8026.8  60204.4    60329
read      361.3   226.3    93.8   145.4   163.0   325.6   412.7   459.9   493.4   532.0   580.0   659.2   885.0  2861.7  5997.0  43757.6    43762
read      372.5   481.8    86.8   142.0   156.3   278.7   347.7   391.8   426.3   469.3   533.2   678.2  2889.1  5652.0  8066.9  67143.2    67038
read      321.9   178.8   101.3   150.8   168.4   301.8   359.0   390.1   411.9   437.2   470.4   524.9   713.8  2297.6  7096.6  26174.8    26095
read      406.2   562.5    93.8   144.8   160.4   285.5   359.7   407.5   448.4   500.7   578.2   785.7  3306.3  6507.7  8151.1  71154.0    71173
read      333.7   324.5    86.8   155.5   173.2   283.5   339.0   370.5   394.0   422.6   461.9   541.8  1655.4  3958.4  7864.5 109260.0   109276
read      274.6   161.3   101.3   155.4   173.5   258.4   293.3   314.5   330.2   347.8   372.3   407.9   523.1  2123.3  7598.8  13170.4    13150
read      368.8   450.8    93.8   142.0   155.7   279.1   346.2   387.6   420.4   462.3   524.3   689.5  2654.5  5226.7  8560.1  61190.6    61250
read      294.7   219.7    86.8   141.8   156.0   254.5   313.2   344.9   368.1   395.4   431.9   511.1  1058.2  2907.4  7155.8  84713.4    84472
read      275.3   181.8    86.8   141.6   155.1   249.4   306.5   336.8   357.7   380.9   408.5   452.4   604.4  2222.1  7692.2  82378.0    82226
read      321.8   158.6    93.8   152.6   170.5   304.4   363.4   395.3   418.1   444.4   477.4   530.4   664.3  1719.1  5379.8  27555.4    27671
read      439.8   605.4    93.8   158.4   177.7   307.7   373.7   414.6   447.1   491.7   567.2  1168.7  3486.0  7091.3  9288.1  98764.8    98736
read      302.3   249.3    93.8   151.3   167.3   268.8   321.5   351.8   373.0   398.6   431.9   491.2   786.7  3504.6  8337.9 106430.2   106314
read      305.9   251.0    86.8   152.0   168.4   273.5   327.5   357.8   379.1   403.7   436.4   495.7   793.5  3460.0  8073.9 105034.6   105027
read      297.6   290.1    86.8   146.2   161.2   260.7   315.3   345.1   367.0   392.1   424.3   475.7   716.3  3748.7  9016.0  96865.4    96867
read      286.1   238.3    86.8   141.6   155.8   251.7   308.3   339.1   361.0   386.1   417.7   468.1   844.2  3272.4  7793.0  89634.2    89493
read      297.9   164.7    93.8   142.4   155.6   277.4   335.9   368.5   393.1   422.9   461.6   523.3   685.3  1573.8  5403.6  50646.8    50538
read      311.0   212.6   101.3   150.9   167.5   291.1   342.3   370.5   390.5   413.4   443.2   491.1   648.2  2860.3  7931.7  22192.4    22083
read      323.3   246.3    93.8   142.9   156.9   289.7   354.9   393.5   422.6   458.6   506.8   592.1   852.8  2735.7  8844.7  48598.6    48618
read      617.8   841.8    93.8   184.9   213.5   373.8   456.2   511.8   564.1   647.4  1255.1  2645.4  4214.2  7711.1 10033.2  94314.4    94298
read      308.5   231.3    93.8   140.8   153.9   269.1   333.9   371.6   400.7   437.8   489.4   577.5   888.9  2787.9  7757.4  63731.8    63579
read      315.2   248.7    86.8   142.0   155.5   272.8   339.9   379.7   410.5   449.5   500.6   585.8   886.0  3598.5  7661.6  64692.6    64573
read      332.8   273.5    86.8   144.4   160.2   274.8   339.6   377.5   407.3   449.7   524.5   708.3  1357.1  3008.6  7740.1  77010.6    77178
read      336.3   229.1    93.8   148.5   167.3   311.3   374.7   408.1   432.1   460.6   496.5   553.7   772.0  3168.8  6985.5  29946.2    29824
read      439.3   663.5    86.8   141.5   156.3   286.4   358.5   404.3   443.0   493.6   581.1  1396.6  3710.7  7569.8  9894.9  64485.8    64495
read      306.0   175.0   101.3   149.7   167.7   288.0   337.5   365.0   384.8   407.4   436.2   485.6   676.5  2246.9  7223.0  20977.2    20917
read      463.2   676.4    86.8   150.2   168.3   300.1   366.9   406.3   438.5   485.2   577.8  1605.7  3672.1  7254.4  9356.0  85734.4    85651
read      316.6   246.9    93.8   142.1   156.7   277.2   341.8   379.1   407.4   442.8   491.2   572.9   964.3  3186.8  7907.8  61956.4    61935
read      302.3   226.6    93.8   140.6   154.6   276.1   334.8   367.4   391.1   419.3   456.0   513.5   707.6  3490.6  7820.4  50206.8    50216
read      339.6   332.6    86.8   142.6   158.4   279.2   350.4   395.8   432.5   479.1   544.2   660.8  1191.4  5158.5  8207.3  72326.6    72251
read      328.7   288.5    86.8   140.7   155.6   273.6   343.8   388.3   423.8   467.7   527.3   628.4  1202.4  4003.5  8026.7  71910.0    71798
read      309.8   209.1   101.3   153.8   174.9   290.2   338.4   364.9   383.6   404.3   432.8   479.2   697.7  2889.3  7015.2  19600.0    19701
read      326.1   183.0   101.3   153.6   174.2   307.5   365.2   395.6   417.0   440.7   470.9   522.0   731.6  2012.4  7268.5  24796.6    24952
read      493.2   684.1    93.8   158.5   179.3   323.0   395.0   440.1   481.3   548.8   711.5  1644.4  3673.2  7602.4  9777.2  81807.4    81838
read      328.6   189.2   101.3   153.7   173.2   307.1   365.3   397.3   420.4   446.6   478.9   532.9   753.8  2399.0  7106.7  26616.8    26648
read      325.3   199.1    93.8   150.5   170.0   305.9   364.1   394.8   416.3   440.2   470.2   520.5   683.9  2909.7  6261.8  24998.2    24837
read      339.6   240.1    93.8   147.7   167.9   313.9   378.3   412.1   435.1   463.3   498.7   557.6   781.1  3108.1  7637.1  29323.2    29420
read      452.2   598.9    93.8   161.4   183.5   324.4   392.6   434.8   470.3   520.3   598.8   929.1  3476.0  6928.2  9990.2 103529.6   103882
read      325.2   334.3    86.8   139.9   154.1   269.6   338.4   378.7   409.5   450.9   507.5   609.1  1043.0  5342.5  8346.1  70390.2    70314
read      323.0   290.6    93.8   140.6   154.8   277.0   343.1   382.7   413.1   451.1   501.5   590.3  1129.1  4092.4  8745.4  61722.6    61679
read      353.0   269.8    93.8   143.8   159.9   303.1   380.9   428.1   464.4   508.4   572.7   686.1  1133.5  3388.7  7893.9  49388.0    49557
read      296.5   153.4    93.8   155.7   174.7   281.4   325.0   350.1   368.4   390.0   417.7   461.4   581.3  1694.4  6068.3  19282.8    19325
read      272.4   264.8   101.3   161.1   178.1   250.6   279.7   296.5   310.1   325.5   346.4   383.3   536.1  4115.3  9181.8   9092.8     9128
read      281.6   162.6    86.8   142.9   158.4   259.6   314.1   343.3   364.4   388.3   418.3   465.4   624.7  1782.9  6579.7  95082.2    94933
read      260.4    99.6    93.8   150.9   166.4   259.4   288.5   303.7   314.6   327.6   343.9   370.8   434.8   901.3  3442.3  24247.4    24327
read      269.6   144.5    86.8   137.2   151.2   251.8   308.8   337.6   357.3   378.8   403.8   441.8   529.4  1209.3  6384.8  71744.2    71896
read      274.4   158.0    86.8   140.6   155.1   251.7   306.9   336.9   358.0   381.7   410.4   455.6   591.0  1538.8  5723.4  93696.0    93771
read      258.0   111.0    93.8   152.5   167.9   258.0   284.4   297.4   308.3   319.2   336.0   361.3   415.2  1012.8  6137.5  20761.6    20452
read      268.1   116.8    86.8   140.9   154.9   265.7   309.1   329.8   343.5   360.4   380.3   409.8   475.8   968.9  3066.5  42451.8    42338
read      267.4   134.8    86.8   137.6   150.8   249.3   306.6   335.6   355.3   376.8   402.1   440.6   531.0   997.8  6298.4  72720.6    72627
read      268.4   141.0    86.8   137.8   151.3   248.4   305.3   334.9   355.1   377.3   403.7   445.4   550.1  1094.7  5266.9  80640.4    80603
read      268.5   120.2    93.8   140.2   153.8   262.5   311.3   334.3   349.6   367.1   388.6   419.6   485.1   817.4  4058.2  49247.2    49049
read      280.1   170.1    86.8   141.9   156.5   255.5   311.1   341.0   362.2   386.2   416.0   463.8   646.4  2220.6  6046.5  92259.2    92305
read      266.8   142.4    86.8   137.8   151.2   255.4   308.6   334.1   351.1   370.2   393.6   427.0   497.7   857.3  5297.9  57061.0    56889
read      273.0   150.6    86.8   138.7   152.7   252.8   310.1   339.7   360.3   383.1   409.8   451.2   554.9  1513.0  5069.7  78059.8    78036
read      268.0   138.5    86.8   137.1   150.5   249.9   306.6   335.7   355.4   376.8   402.4   441.0   536.8  1063.7  4222.1  71684.6    71583
read      269.4   136.4    86.8   137.7   151.2   251.0   307.8   336.9   356.6   378.1   404.0   444.7   545.3  1102.0  5071.9  72514.0    72609
read      301.0   180.8    86.8   152.3   169.8   279.6   333.6   363.2   384.4   408.8   440.8   496.0   676.1  2039.5  7033.0 107436.8   107382
read      275.3   151.1    86.8   140.7   155.1   253.5   310.4   340.3   361.0   384.0   412.0   456.7   580.5  1677.1  4960.4  86651.4    86530
read      243.3    83.7    93.8   151.1   166.2   243.1   266.0   277.5   286.6   295.7   309.9   330.3   378.6   824.1  4211.1  16575.0    16550
read      268.4   142.0    86.8   138.5   152.2   247.8   304.1   333.6   353.8   376.1   402.5   443.2   548.2  1437.2  4817.7  84556.4    84534
read      265.3   137.7    86.8   135.2   148.9   246.5   303.5   332.3   351.6   372.8   398.6   436.2   542.2  1086.0  6064.2  72540.4    72631
read      264.0   123.4    80.4   138.4   151.7   258.0   305.9   328.6   343.7   361.4   382.0   412.0   472.2   746.1  3972.6  49282.6    49291
read      265.5   132.3    86.8   136.5   149.9   250.8   306.0   332.9   350.7   370.4   394.6   429.2   508.2  1158.3  4795.8  62033.0    62175
read      265.6   146.5    86.8   137.9   151.2   244.9   301.1   331.1   351.5   373.9   400.8   439.9   534.5  1069.4  5262.7  80138.4    80213
