Timestamp start: 1778533263417
Timestamp end: 1778534343769

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      251.0   275.2   101.3   160.0   174.0   224.5   243.0   253.7   263.2   273.4   290.2   320.3   991.7  4138.7 10483.4   6876.4     6927
read      362.3   495.5    86.8   143.2   158.9   290.7   355.9   394.0   423.6   460.8   513.6   632.4  1956.1  7753.2 13194.2  52754.8    52892
read      298.2   222.6    86.8   145.3   161.2   261.7   317.0   347.9   370.8   397.8   433.7   506.3   984.3  2859.9  7546.0  98905.2    98921
read      302.9   227.4    93.8   138.5   152.1   268.8   331.5   366.6   392.2   422.8   462.6   531.0   888.2  3179.4  6797.8  61066.0    61129
read      384.8   373.9    93.8   146.9   165.6   320.2   399.8   443.6   474.4   511.4   567.7   689.3  1936.9  4917.8  7953.6  40629.8    40613
read      306.8   266.1    93.8   139.4   153.7   276.1   335.1   368.4   392.6   421.3   459.0   524.5   792.2  4538.1  8042.1  53079.8    53226
read      378.8   405.9    93.8   145.7   164.3   320.0   397.6   439.2   468.2   503.3   551.0   641.6  1705.8  6904.0  9489.9  38487.4    38560
read      411.1   545.0    86.8   154.6   173.9   300.7   362.4   398.1   426.6   464.6   532.2   826.1  3297.3  6055.3  9361.0 103393.0   103465
read      306.8   250.0    86.8   148.2   164.2   268.9   324.2   355.0   376.8   402.6   436.9   503.6  1204.2  3506.1  7163.6 104707.6   104758
read      293.8   204.5    86.8   145.5   161.0   263.3   318.7   349.1   370.9   396.2   428.2   481.0   801.2  3021.6  5045.3  94610.4    94759
read      364.2   363.1    93.8   147.5   165.2   311.7   381.7   421.4   450.3   484.4   530.3   615.8  1609.1  5435.4  8737.9  37771.0    37799
read      257.4   145.1   109.4   163.6   179.5   243.0   268.6   283.3   293.8   307.4   323.8   354.2   510.0  2371.4  4036.3   8234.4     8296
read      431.0   641.3    86.8   142.8   158.6   287.3   357.1   400.7   435.4   483.7   561.5  1207.2  3549.3  7614.7  8784.5  69399.6    69443
read      283.5   223.8   101.3   159.5   178.8   260.5   293.8   312.7   326.4   342.9   365.1   399.9   838.7  3296.7  7796.6  12501.2    12517
read      400.4   425.4    93.8   147.1   166.5   331.5   418.8   464.4   496.5   535.9   587.4   697.0  2075.5  6284.5  8603.3  43528.6    43591
read      303.6   200.7    93.8   150.7   169.1   284.9   332.9   358.5   376.1   397.1   423.7   464.7   675.9  2597.0  7669.4  20465.6    20430
read      403.2   552.2    86.8   150.9   168.7   291.2   352.4   387.9   415.3   452.9   516.7   840.9  3219.8  6362.8  9293.0  93695.4    93758
read      257.8   127.6   101.3   155.4   172.8   244.6   272.0   288.5   300.2   315.5   335.4   367.4   501.4  2049.7  4215.8  10458.0    10485
read      310.6   302.7   101.3   155.1   174.3   278.1   319.4   342.1   359.2   378.6   403.0   449.3  1158.4  4764.3  7960.5  16592.4    16518
read      407.5   580.7    86.8   146.3   162.6   285.6   357.2   405.4   448.5   506.1   592.3   801.2  3251.2  6933.3 14066.8  83359.6    83230
read      234.0   185.8   101.3   154.2   167.1   218.7   238.2   250.5   259.5   270.3   285.6   312.0   494.2  2882.3  7466.6   5497.8     5484
read      311.0   281.7    86.8   139.4   153.4   274.0   335.4   370.8   397.2   428.4   469.7   546.6   878.1  4619.8  8481.4  55385.2    55611
read      311.2   227.4    93.8   152.9   171.5   287.9   337.2   363.7   382.4   403.8   432.9   480.0   808.5  3206.5  7925.9  20735.6    20774
read      490.6   632.8    93.8   169.4   193.8   345.2   416.1   462.5   503.4   568.4   682.4  1449.8  3542.8  7305.3  9549.9  96575.0    96726
read      364.1   362.7    93.8   152.6   171.1   312.9   378.2   415.1   442.1   474.6   518.5   599.3  1614.8  5441.0  8751.4  32389.6    32442
read      402.7   539.1    93.8   141.6   157.0   282.8   356.3   402.9   441.4   492.1   566.4   814.0  3176.9  5510.7  8070.9  73129.0    73039
read      321.4   341.1    86.8   140.0   154.1   266.4   333.1   374.7   408.1   449.5   502.6   593.4  1182.4  4433.2 14682.9  74163.4    74055
read      426.8   582.1    86.8   146.6   164.1   308.3   385.7   434.3   472.8   526.6   609.4   837.0  3341.5  7306.1  9720.2  51102.4    51197
read      300.2   238.6    93.8   139.7   153.6   268.9   329.5   363.9   388.9   418.6   457.0   516.0   757.5  3161.6  8948.5  59605.8    59442
read      355.8   276.1    93.8   148.1   166.6   314.7   385.2   423.6   450.7   482.0   524.6   601.9  1403.7  3542.6  7781.4  35670.6    35654
read      462.3   631.9    86.8   152.7   170.4   304.7   383.5   439.7   492.0   567.9   696.8  1398.0  3498.1  7438.3  9484.4  78468.8    78747
read      392.6   488.5    93.8   145.4   163.8   319.7   400.6   445.2   475.8   513.1   566.4   673.4  1985.8  8020.2 11567.7  42323.6    42212
read      389.7   476.4    93.8   142.1   157.8   299.4   376.2   424.1   461.3   508.6   580.5   729.5  2679.3  6075.8  9033.3  52470.4    52488
read      388.3   406.6    93.8   149.2   168.6   325.9   404.2   446.2   475.1   509.7   562.9   673.4  1834.6  6323.1  8830.0  36984.2    36950
read      291.6   168.7   101.3   153.8   173.1   273.4   317.4   341.4   358.2   376.3   399.6   436.6   619.0  2278.0  7334.7  16888.2    16762
read      474.0   691.4    86.8   147.4   164.4   297.9   372.4   424.0   468.3   534.4   663.3  1611.9  3627.0  7373.5 10310.8  79320.0    79473
read      304.4   314.4    86.8   139.0   152.9   268.7   330.4   365.4   390.9   421.2   459.8   520.2   734.2  5679.0 11452.4  61446.8    61431
read      343.2   445.9    93.8   143.8   159.4   268.9   331.8   369.8   400.2   443.4   515.1   662.7  1560.5  6883.7  9200.2  87049.4    87172
read      300.9   206.3    93.8   150.0   166.5   272.1   326.4   356.4   377.6   402.8   436.1   496.7   791.8  2652.9  7373.1 108051.8   108181
read      329.3   354.7    86.8   140.2   154.2   264.1   331.3   373.4   408.1   454.7   518.7   632.4  1458.0  5368.0  8553.1  80570.4    80515
read      386.8   428.3    93.8   146.6   165.9   321.5   398.1   440.1   469.4   504.7   553.1   657.5  2088.0  6374.0 10452.2  37255.0    37149
read      280.7   210.6   101.3   156.6   175.2   262.2   297.3   317.3   332.1   348.4   370.7   403.7   571.4  3247.9  7688.1  13466.2    13444
read      437.0   778.7    86.8   144.6   161.2   287.6   356.2   398.7   432.9   477.3   545.9   820.8  4194.3  9183.9 14630.3  71918.6    72057
read      324.7   344.4    86.8   140.7   155.2   270.0   335.5   374.1   403.7   440.6   490.2   572.9  1520.0  4235.6 11893.8  70064.6    70041
read      330.3   367.8    86.8   143.3   158.7   265.6   325.3   360.1   386.2   419.4   470.1   636.5  1668.3  4823.2 10692.7  90387.4    90162
read      315.1   182.5    93.8   141.4   156.6   285.2   350.2   388.6   416.9   452.0   499.3   581.2   795.4  2089.4  5033.1  52040.2    52082
read      326.7   229.9   101.3   152.8   171.6   301.4   356.0   385.2   404.8   428.6   458.8   507.1  1045.4  3187.1  7710.4  24180.2    24258
read      406.5   591.8    86.8   143.0   158.6   283.2   355.0   400.5   438.1   489.0   571.1   860.8  3189.4  7400.7 12367.6  72067.0    72013
read      311.2   261.7    86.8   139.6   154.0   273.4   335.8   371.6   398.0   430.0   471.6   547.6   931.3  3393.8  8089.1  57976.0    58012
read      458.1   694.2    93.8   147.4   167.0   329.3   421.1   471.9   510.5   561.7   640.2   981.1  3163.0  9390.6 13127.8  45435.0    45398
read      386.7   544.2    93.8   144.4   161.4   302.4   377.7   423.4   457.9   501.0   565.2   687.7  2419.9  7887.1 13941.2  50333.6    50177
read      362.6   281.2    93.8   150.3   169.5   325.3   397.5   435.0   461.6   492.4   533.2   603.4  1278.4  3750.5  7866.9  34452.0    34504
read      453.6   664.8    86.8   144.4   161.2   294.7   365.0   409.2   446.6   496.7   588.8  1520.7  3629.1  7436.3  9355.2  65899.8    66010
read      342.4   402.1    93.8   139.1   153.2   269.3   337.5   379.8   413.9   456.5   514.5   632.1  1998.1  5628.2  8049.0  74031.4    73937
read      300.4   222.3    86.8   138.2   151.5   271.1   331.8   365.3   389.6   418.1   455.1   512.8   783.0  3086.4  6958.7  54895.8    55020
read      374.8   425.2    93.8   141.7   158.0   296.3   370.7   417.5   453.9   499.8   567.8   708.4  2285.0  5784.4  8134.5  53231.8    53235
read      311.6   249.7    86.8   147.0   162.9   267.5   323.3   355.7   379.1   407.4   449.0   542.4  1291.6  3202.3  7463.6  97645.2    97743
read      229.2   149.6   101.3   153.3   165.8   216.3   234.7   246.8   254.7   266.3   280.2   306.2   452.8  2072.1  7595.5   5410.2     5419
read      301.8   343.8   101.3   154.7   173.9   267.9   306.9   328.7   343.9   363.1   387.9   429.6  1006.0  6630.3  9834.6  14814.4    14764
read      252.0   235.0   101.3   156.5   171.5   232.0   256.4   270.2   280.3   292.7   309.9   338.4   554.0  3603.6  8053.9   7395.8     7451
read      402.7   569.1    93.8   144.8   161.8   308.0   384.6   431.5   467.7   512.2   580.0   738.7  2673.4  8045.8 15960.0  48178.4    48208
