Timestamp start: 1778604822970
Timestamp end: 1778605903259

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      268.6   219.6    93.8   164.8   179.7   248.4   276.1   291.9   303.3   316.6   335.8   368.7   649.7  3438.8  7855.5  10428.7    10485
read      299.8   322.0    86.8   152.8   170.4   263.3   300.9   320.7   336.3   354.6   381.9   437.3  1324.8  5166.1  8053.7  16528.7    16518
read      366.5   606.5    80.4   128.2   143.1   254.5   316.9   364.1   412.3   477.6   560.2   698.2  3196.8  7572.6 10841.8  83181.3    83230
read      261.3   337.8   101.3   163.1   174.8   226.4   248.3   261.2   270.7   282.8   297.8   332.6  1203.7  6861.2  9104.5   5475.3     5484
read      377.3   670.7    80.4   128.8   144.6   270.1   337.4   386.5   428.2   476.5   536.2   640.8  3057.2  9786.1 15802.5  55421.4    55611
read      329.7   388.0    80.4   150.4   168.4   274.1   319.4   344.6   365.1   393.0   432.0   512.2  1854.9  6206.5  8051.4  20822.0    20774
read      311.5   506.7    74.4   124.7   139.4   240.5   289.9   317.1   338.2   366.1   412.8   512.4  3092.7  7118.8 11342.2  96678.5    96726
read      318.1   296.2    80.4   137.8   155.2   276.5   333.5   367.8   397.7   431.1   470.3   535.7  1255.7  3852.4  9190.3  32403.5    32442
read      304.4   325.1    74.4   122.9   136.8   244.3   304.2   341.9   376.9   429.7   495.7   594.0  1372.2  4892.1  8087.4  72987.6    73039
read      307.5   394.8    80.4   123.7   137.9   246.1   304.6   340.8   373.7   425.3   490.1   580.3  1188.2  6421.5 10723.8  73951.3    74055
read      369.8   517.8    74.4   128.2   145.2   286.2   374.4   433.1   471.6   512.7   559.4   639.7  2178.6  7750.6 15403.7  51215.7    51197
read      290.3   250.9    80.4   125.6   139.9   252.9   307.9   340.1   367.8   409.2   463.7   542.3   855.4  3247.4  8058.3  59521.8    59442
read      353.2   410.9    74.4   136.8   155.2   288.0   352.5   397.3   430.9   468.5   517.2   600.4  1887.1  6542.7 10120.3  35610.7    35654
read      344.3   560.9    74.4   124.6   139.0   247.4   308.9   349.6   391.8   449.8   522.2   634.3  2768.2  7418.1 10678.0  78703.1    78747
read      378.3   557.9    80.4   132.7   150.3   289.5   367.5   421.8   457.1   496.5   543.2   634.3  2479.6  7961.6 15235.0  42137.1    42212
read      343.1   444.3    80.4   131.3   146.9   270.3   335.9   382.3   425.0   472.8   531.9   629.8  1705.5  6971.6 11221.4  52537.3    52488
read      336.3   262.0    80.4   138.6   156.6   295.0   367.4   418.7   451.7   487.6   529.1   586.3   913.7  3674.0  7739.8  36925.7    36950
read      297.6   191.4    86.8   157.0   175.9   276.0   317.2   340.1   357.4   378.5   412.3   464.3   741.0  2692.7  7529.6  16762.1    16762
read      371.2   640.0    80.4   128.7   143.5   254.3   317.4   363.2   409.7   472.2   550.7   687.6  3533.4  7548.2  9668.0  79522.6    79473
read      292.3   261.1    80.4   127.2   140.9   251.7   309.0   342.8   372.7   419.7   477.6   555.9   821.0  3209.4  8679.4  61503.9    61431
read      310.9   397.6    74.4   128.3   143.0   244.3   296.1   326.7   350.9   387.9   453.4   600.0  1751.2  6309.6  8826.7  87191.7    87172
read      280.1   260.5    74.4   129.0   144.2   243.4   291.4   318.7   340.1   368.7   414.9   496.8   809.0  3630.2  7917.1 108096.6   108181
read      325.0   318.7    74.4   128.9   143.6   251.0   313.6   359.8   410.5   483.8   576.0   720.6  1330.3  4239.5  7985.3  80464.9    80515
read      329.6   247.1    80.4   136.5   154.4   292.0   362.2   413.0   446.8   483.0   524.1   581.1   809.0  3360.2  7948.0  37221.9    37149
read      282.1   179.0    86.8   160.1   177.5   265.3   300.5   319.2   334.1   351.1   374.6   426.2   605.8  2613.5  7525.2  13465.1    13444
read      331.1   418.1    80.4   127.7   141.8   251.1   313.7   357.0   402.3   463.5   536.9   652.4  1885.2  6082.7  7980.0  72031.1    72057
read      316.4   335.9    80.4   128.6   142.8   252.6   314.6   357.2   400.5   459.0   529.7   633.0  1123.3  5188.3  8009.9  70069.8    70041
read      267.4   236.8    74.4   125.1   139.4   233.8   281.2   307.5   326.6   350.3   388.2   468.8   866.3  3424.0  7756.1  90104.3    90162
read      290.3   206.6    80.4   132.2   146.9   259.3   311.9   342.9   369.8   411.4   466.3   542.0   737.6  2442.0  7708.4  52104.9    52082
read      310.6   197.3    86.8   148.3   167.5   284.8   335.9   365.9   392.3   424.7   463.4   521.3   726.8  2779.4  7377.0  24378.9    24258
read      352.1   490.3    80.4   130.3   145.5   258.5   320.6   367.3   415.6   479.2   556.9   688.4  2510.3  6836.0  9164.6  71878.1    72013
read      294.2   200.6    80.4   130.7   145.4   259.3   314.6   347.9   378.5   424.3   482.3   563.7   808.4  2462.7  7579.8  58120.5    58012
read      332.3   201.3    80.4   133.2   150.7   294.1   378.7   435.2   472.6   512.7   554.5   615.1   778.7  2057.9  5585.6  45485.0    45398
read      330.6   209.7    80.4   132.5   149.2   285.9   367.5   427.4   468.5   513.4   560.9   631.2   840.1  2406.0  5655.7  50216.7    50177
read      329.0   231.9    80.4   139.8   158.1   293.5   359.8   406.6   438.8   473.9   517.3   573.9   810.8  3242.0  7347.2  34494.5    34504
read      315.2   334.7    80.4   128.0   142.0   252.3   313.2   353.1   392.8   447.8   515.6   616.3  1421.9  4964.5  7980.8  66053.5    66010
read      304.9   315.8    74.4   127.8   141.9   246.5   304.3   340.1   372.5   427.6   506.3   621.5  1051.3  5074.3  8042.0  73958.6    73937
read      249.9    97.9    80.4   130.7   145.4   242.8   284.8   305.4   318.9   335.4   355.6   389.2   490.2   876.5  2266.5  54964.1    55020
read      249.3   100.2    80.4   131.3   145.9   242.8   284.3   304.3   317.7   333.8   353.1   386.1   481.8   794.9  3035.7  53178.9    53235
read      248.1   136.0    74.4   124.0   138.0   229.0   273.9   298.3   316.0   337.1   365.9   423.7   582.2  1668.6  3689.0  97714.1    97743
read      233.5   106.0   101.3   164.9   177.5   226.2   244.8   254.6   263.4   272.5   287.0   310.9   393.0  1118.0  6122.8   5413.7     5419
read      251.7    73.4    93.8   166.7   183.6   247.8   270.1   282.5   291.3   301.9   316.2   340.1   419.6   766.7  2193.6  14767.7    14764
read      235.3    86.2    86.8   165.4   178.8   229.0   247.9   258.5   266.8   275.1   289.6   311.8   380.8  1135.0  3162.8   7459.2     7451
read      253.3   102.5    74.4   135.0   150.5   248.5   288.0   307.2   319.6   335.3   354.2   386.5   480.1   741.2  2852.2  48225.5    48208
read      250.9    96.1    93.8   161.9   178.7   247.8   270.6   283.0   291.7   302.0   315.8   339.0   403.7   894.5  3708.5  16146.9    16149
read      244.1   108.9    74.4   123.8   137.8   230.1   275.4   298.9   315.4   334.5   359.5   402.2   535.4  1067.4  2608.8  78928.1    78989
read      252.8    94.8    86.8   158.3   175.8   249.6   273.6   287.0   295.7   308.0   321.1   346.1   426.0   942.7  4270.8  18887.5    18886
read      250.5   116.2    74.4   126.2   140.5   236.2   282.0   305.6   321.4   341.1   367.4   416.0   555.7   981.1  3191.0  75971.1    75954
read      255.3   102.5    80.4   136.8   152.6   251.2   288.0   306.2   318.4   333.7   352.2   386.7   501.1   850.7  2556.2  44439.1    44409
read      248.8    83.9    86.8   159.3   176.6   245.2   268.4   281.0   290.3   301.0   316.1   341.1   421.3   748.9  3102.8  16467.9    16431
read      249.2   124.6    74.4   124.3   138.6   232.7   278.0   301.9   318.4   338.5   366.1   420.4   583.2  1169.1  3896.1  85683.1    85707
read      251.0   107.5    74.4   129.4   144.1   243.1   284.2   304.4   317.8   334.4   355.7   394.7   532.6   990.0  2747.6  58172.6    58253
read      256.4   135.4    74.4   127.5   142.1   237.1   282.0   306.6   324.0   345.4   378.3   445.1   611.9  1558.0  3732.5 103811.1   103867
read      248.6    82.9    86.8   152.0   169.4   245.5   270.3   283.9   293.2   305.0   319.0   344.7   434.2   943.9  2547.9  21647.8    21604
read      258.2   142.2    74.4   126.9   141.5   238.3   283.7   308.1   325.3   345.9   377.7   446.6   650.7  1653.0  4004.7  90435.0    90401
