timestamp,core0,core1,core2,core3
2026-05-12T16:53:43.432076,memcached,memcached,memcached,idle
2026-05-12T16:53:43.669830,memcached,memcached,memcached,freqmine
2026-05-12T16:53:43.949068,memcached,idle,idle,freqmine
2026-05-12T16:53:44.161407,memcached,canneal,idle,freqmine
2026-05-12T16:53:47.083039,memcached,canneal,barnes,freqmine
2026-05-12T16:53:59.740844,memcached,canneal,barnes,freqmine
2026-05-12T16:53:59.778142,memcached,memcached,barnes,freqmine
2026-05-12T16:54:02.551639,memcached,idle,barnes,freqmine
2026-05-12T16:54:02.577154,memcached,canneal,barnes,freqmine
2026-05-12T16:54:04.871971,memcached,canneal,barnes,freqmine
2026-05-12T16:54:04.919316,memcached,memcached,barnes,freqmine
2026-05-12T16:54:07.191904,memcached,idle,barnes,freqmine
2026-05-12T16:54:07.220284,memcached,canneal,barnes,freqmine
2026-05-12T16:54:10.499119,memcached,canneal,barnes,freqmine
2026-05-12T16:54:10.553066,memcached,memcached,barnes,freqmine
2026-05-12T16:54:13.837074,memcached,memcached,barnes,freqmine
2026-05-12T16:54:13.871303,memcached,memcached,memcached,freqmine
2026-05-12T16:54:22.164782,memcached,memcached,idle,freqmine
2026-05-12T16:54:22.205202,memcached,memcached,barnes,freqmine
2026-05-12T16:54:24.484959,memcached,memcached,barnes,freqmine
2026-05-12T16:54:24.523817,memcached,memcached,memcached,freqmine
2026-05-12T16:54:28.797922,memcached,idle,idle,freqmine
2026-05-12T16:54:28.818399,memcached,canneal,idle,freqmine
2026-05-12T16:54:28.845578,memcached,canneal,barnes,freqmine
2026-05-12T16:54:31.128839,memcached,canneal,barnes,freqmine
2026-05-12T16:54:31.165616,memcached,memcached,barnes,freqmine
2026-05-12T16:54:43.444429,memcached,idle,barnes,freqmine
2026-05-12T16:54:43.469318,memcached,canneal,barnes,freqmine
2026-05-12T16:54:58.763093,memcached,canneal,barnes,freqmine
2026-05-12T16:54:58.807100,memcached,memcached,barnes,freqmine
2026-05-12T16:55:01.082104,memcached,idle,barnes,freqmine
2026-05-12T16:55:01.123950,memcached,canneal,barnes,freqmine
2026-05-12T16:55:03.410142,memcached,canneal,barnes,freqmine
2026-05-12T16:55:03.460061,memcached,memcached,barnes,freqmine
2026-05-12T16:55:05.732464,memcached,idle,barnes,freqmine
2026-05-12T16:55:05.773399,memcached,canneal,barnes,freqmine
2026-05-12T16:55:08.053796,memcached,canneal,barnes,freqmine
2026-05-12T16:55:08.103117,memcached,memcached,barnes,freqmine
2026-05-12T16:55:10.379588,memcached,idle,barnes,freqmine
2026-05-12T16:55:10.425248,memcached,canneal,barnes,freqmine
2026-05-12T16:55:28.722891,memcached,canneal,barnes,freqmine
2026-05-12T16:55:28.765297,memcached,memcached,barnes,freqmine
2026-05-12T16:55:29.546874,memcached,memcached,barnes,freqmine
2026-05-12T16:55:29.631103,memcached,memcached,memcached,freqmine
2026-05-12T16:56:13.445251,memcached,memcached,idle,freqmine
2026-05-12T16:56:13.464552,memcached,memcached,barnes,freqmine
2026-05-12T16:56:14.236906,memcached,idle,barnes,freqmine
2026-05-12T16:56:14.260082,memcached,canneal,barnes,freqmine
2026-05-12T16:56:44.063959,memcached,canneal,barnes,freqmine
2026-05-12T16:56:44.130187,memcached,memcached,barnes,freqmine
2026-05-12T16:56:58.412202,memcached,idle,barnes,freqmine
2026-05-12T16:56:58.431642,memcached,canneal,barnes,freqmine
2026-05-12T16:57:28.987352,memcached,canneal,idle,freqmine
2026-05-12T16:57:29.235002,memcached,canneal,vips,freqmine
2026-05-12T16:57:43.745776,memcached,canneal,vips,freqmine
2026-05-12T16:57:44.356166,memcached,memcached,vips,freqmine
2026-05-12T16:57:45.137974,memcached,memcached,vips,freqmine
2026-05-12T16:57:45.614442,memcached,memcached,memcached,freqmine
2026-05-12T16:57:58.393008,memcached,memcached,idle,freqmine
2026-05-12T16:57:58.408630,memcached,memcached,vips,freqmine
2026-05-12T16:57:59.178342,memcached,idle,vips,freqmine
2026-05-12T16:57:59.198281,memcached,canneal,vips,freqmine
2026-05-12T16:58:28.996359,memcached,canneal,vips,freqmine
2026-05-12T16:58:29.035203,memcached,memcached,vips,freqmine
2026-05-12T16:58:43.816636,memcached,idle,vips,freqmine
2026-05-12T16:58:43.835270,memcached,canneal,vips,freqmine
2026-05-12T16:58:59.125245,memcached,canneal,vips,freqmine
2026-05-12T16:58:59.154779,memcached,memcached,vips,freqmine
2026-05-12T16:59:01.427195,memcached,idle,vips,freqmine
2026-05-12T16:59:01.456619,memcached,canneal,vips,freqmine
2026-05-12T16:59:04.229975,memcached,canneal,vips,freqmine
2026-05-12T16:59:04.261162,memcached,memcached,vips,freqmine
2026-05-12T16:59:08.536166,memcached,idle,vips,freqmine
2026-05-12T16:59:08.561888,memcached,canneal,vips,freqmine
2026-05-12T16:59:12.383385,memcached,canneal,idle,freqmine
2026-05-12T16:59:12.908529,memcached,canneal,blackscholes,freqmine
2026-05-12T16:59:28.855014,memcached,canneal,blackscholes,freqmine
2026-05-12T16:59:29.398813,memcached,memcached,blackscholes,freqmine
2026-05-12T16:59:30.183133,memcached,memcached,blackscholes,freqmine
2026-05-12T16:59:30.214677,memcached,memcached,memcached,freqmine
2026-05-12T16:59:43.495944,memcached,memcached,idle,freqmine
2026-05-12T16:59:43.516221,memcached,memcached,blackscholes,freqmine
2026-05-12T16:59:44.287791,memcached,idle,blackscholes,freqmine
2026-05-12T16:59:44.314156,memcached,canneal,blackscholes,freqmine
2026-05-12T16:59:58.601971,memcached,canneal,blackscholes,freqmine
2026-05-12T16:59:58.645153,memcached,memcached,blackscholes,freqmine
2026-05-12T17:00:28.946003,memcached,idle,blackscholes,freqmine
2026-05-12T17:00:28.974359,memcached,canneal,blackscholes,freqmine
2026-05-12T17:00:43.766623,memcached,canneal,blackscholes,freqmine
2026-05-12T17:00:43.802429,memcached,memcached,blackscholes,freqmine
2026-05-12T17:00:58.592075,memcached,idle,blackscholes,freqmine
2026-05-12T17:00:58.618044,memcached,canneal,blackscholes,freqmine
2026-05-12T17:01:10.702788,memcached,canneal,idle,freqmine
2026-05-12T17:01:11.111400,memcached,canneal,radix,freqmine
2026-05-12T17:01:13.910886,memcached,canneal,radix,freqmine
2026-05-12T17:01:13.974571,memcached,memcached,radix,freqmine
2026-05-12T17:01:28.764584,memcached,idle,radix,freqmine
