timestamp,core0,core1,core2,core3
2026-05-12T16:14:43.740219,memcached,memcached,memcached,idle
2026-05-12T16:14:43.972541,,,,freqmine
2026-05-12T16:14:44.257020,,idle,idle,
2026-05-12T16:14:44.478577,,canneal,,
2026-05-12T16:14:47.438634,,,barnes,
2026-05-12T16:14:58.610197,,memcached,,
2026-05-12T16:15:01.381813,,idle,,
2026-05-12T16:15:01.409913,,canneal,,
2026-05-12T16:15:03.722853,,memcached,,
2026-05-12T16:15:05.995284,,idle,,
2026-05-12T16:15:06.030337,,canneal,,
2026-05-12T16:15:08.349146,,memcached,,
2026-05-12T16:15:10.620893,,idle,,
2026-05-12T16:15:10.650755,,canneal,,
2026-05-12T16:15:13.469760,,memcached,,
2026-05-12T16:15:14.295969,,,memcached,
2026-05-12T16:15:28.585838,,idle,idle,
2026-05-12T16:15:28.617667,,canneal,,
2026-05-12T16:15:28.666304,,,barnes,
2026-05-12T16:15:30.981821,,memcached,,
2026-05-12T16:15:43.264469,,idle,,
2026-05-12T16:15:43.290032,,canneal,,
2026-05-12T16:15:59.110289,,memcached,,
2026-05-12T16:16:01.383552,,idle,,
2026-05-12T16:16:01.410200,,canneal,,
2026-05-12T16:16:04.227512,,memcached,,
2026-05-12T16:16:08.000910,,idle,,
2026-05-12T16:16:08.032547,,canneal,,
2026-05-12T16:16:10.848930,,memcached,,
2026-05-12T16:16:13.120882,,idle,,
2026-05-12T16:16:13.145943,,canneal,,
2026-05-12T16:16:28.490118,,memcached,,
2026-05-12T16:16:29.306703,,,memcached,
2026-05-12T16:17:13.121697,,,idle,
2026-05-12T16:17:13.140834,,,barnes,
2026-05-12T16:17:13.910709,,idle,,
2026-05-12T16:17:13.932686,,canneal,,
2026-05-12T16:17:43.789437,,memcached,,
2026-05-12T16:17:58.575268,,idle,,
2026-05-12T16:17:58.596002,,canneal,,
2026-05-12T16:18:33.774893,,,idle,
2026-05-12T16:18:34.020878,,,vips,
2026-05-12T16:18:43.475459,,memcached,,
2026-05-12T16:18:44.290226,,,memcached,
2026-05-12T16:18:58.070037,,,idle,
2026-05-12T16:18:58.087094,,,vips,
2026-05-12T16:18:58.856525,,idle,,
2026-05-12T16:18:58.876100,,canneal,,
2026-05-12T16:19:28.733965,,memcached,,
2026-05-12T16:19:43.514367,,idle,,
2026-05-12T16:19:43.533853,,canneal,,
2026-05-12T16:19:58.884388,,memcached,,
2026-05-12T16:20:13.164697,,idle,,
2026-05-12T16:20:13.185002,,canneal,,
2026-05-12T16:20:18.158729,,,idle,
2026-05-12T16:20:18.612767,,,blackscholes,
2026-05-12T16:20:28.521880,,memcached,,
2026-05-12T16:20:29.352925,,,memcached,
2026-05-12T16:20:43.134930,,,idle,
2026-05-12T16:20:43.153764,,,blackscholes,
2026-05-12T16:20:43.923605,,idle,,
2026-05-12T16:20:43.954590,,canneal,,
2026-05-12T16:20:58.791937,,memcached,,
2026-05-12T16:21:28.586916,,idle,,
2026-05-12T16:21:28.612100,,canneal,,
2026-05-12T16:21:43.438721,,memcached,,
2026-05-12T16:21:58.221996,,idle,,
2026-05-12T16:21:58.252997,,canneal,,
2026-05-12T16:22:13.588664,,memcached,,
2026-05-12T16:22:21.501687,,,idle,
2026-05-12T16:22:21.978995,,,radix,
2026-05-12T16:22:28.373510,,idle,,
2026-05-12T16:22:28.402082,,canneal,,
2026-05-12T16:22:44.730681,,memcached,,
2026-05-12T16:22:47.003110,,idle,,
2026-05-12T16:22:47.031932,,canneal,,
2026-05-12T16:22:47.885720,,idle,,
2026-05-12T16:22:48.312100,,streamcluster,,
2026-05-12T16:22:49.355149,,memcached,,
2026-05-12T16:22:52.127322,,idle,,
2026-05-12T16:22:52.153840,,streamcluster,,
2026-05-12T16:22:54.984166,,memcached,,
2026-05-12T16:22:58.257991,,idle,,
2026-05-12T16:22:58.283560,,streamcluster,,
2026-05-12T16:23:06.147433,,,idle,
2026-05-12T16:23:06.198425,,,streamcluster,
2026-05-12T16:23:28.633716,,memcached,,
2026-05-12T16:24:03.981723,,,memcached,
2026-05-12T16:24:06.257017,,,idle,
2026-05-12T16:24:06.289759,,,streamcluster,
2026-05-12T16:24:08.468125,,,,idle
2026-05-12T16:24:08.510953,,,,streamcluster
2026-05-12T16:24:11.605194,,,memcached,
2026-05-12T16:24:28.897258,,,idle,
2026-05-12T16:24:28.935178,,,streamcluster,
2026-05-12T16:24:43.680930,,idle,,
2026-05-12T16:24:43.709839,,streamcluster,,
2026-05-12T16:25:13.521057,,memcached,,
2026-05-12T16:25:43.879948,,,memcached,
2026-05-12T16:25:58.165976,,,idle,
2026-05-12T16:25:58.196297,,,streamcluster,
2026-05-12T16:26:11.951025,,idle,,
2026-05-12T16:26:11.982036,,streamcluster,,
2026-05-12T16:26:28.800424,,memcached,,
2026-05-12T16:26:58.603210,,idle,,
2026-05-12T16:26:58.639278,,streamcluster,,
2026-05-12T16:27:13.439901,,memcached,,
2026-05-12T16:27:15.719082,,idle,,
2026-05-12T16:27:15.759674,,streamcluster,,
2026-05-12T16:27:18.532286,,memcached,,
2026-05-12T16:27:20.807898,,idle,,
2026-05-12T16:27:20.841582,,streamcluster,,
2026-05-12T16:27:23.115155,,memcached,,
2026-05-12T16:27:25.898335,,idle,,
2026-05-12T16:27:25.931933,,streamcluster,,
2026-05-12T16:27:43.731327,,memcached,,
2026-05-12T16:28:17.414413,,,idle,idle
