iso_timestamp,unix_timestamp_ms,cpu_0,cpu_1,cpu_2,cpu_3
2026-05-12T16:53:44.434469,1778604824434,23.70,50.00,26.00,87.90
2026-05-12T16:53:45.434932,1778604825434,22.20,100.00,12.20,100.00
2026-05-12T16:53:46.435340,1778604826435,14.60,100.00,6.10,100.00
2026-05-12T16:53:47.435812,1778604827435,36.70,100.00,52.00,100.00
2026-05-12T16:53:48.436684,1778604828436,15.80,100.00,100.00,100.00
2026-05-12T16:53:49.437182,1778604829437,18.20,100.00,100.00,100.00
2026-05-12T16:53:50.437723,1778604830437,29.70,100.00,100.00,100.00
2026-05-12T16:53:51.438128,1778604831438,18.80,100.00,100.00,100.00
2026-05-12T16:53:52.438595,1778604832438,25.00,100.00,100.00,100.00
2026-05-12T16:53:53.438990,1778604833439,15.50,100.00,100.00,100.00
2026-05-12T16:53:54.439379,1778604834439,24.20,100.00,100.00,100.00
2026-05-12T16:53:55.439795,1778604835439,13.80,100.00,100.00,100.00
2026-05-12T16:53:56.440326,1778604836440,23.40,100.00,100.00,100.00
2026-05-12T16:53:57.440810,1778604837440,17.30,100.00,100.00,100.00
2026-05-12T16:53:58.441302,1778604838441,32.30,100.00,100.00,100.00
2026-05-12T16:53:59.441976,1778604839441,90.90,100.00,100.00,100.00
2026-05-12T16:54:00.442923,1778604840442,73.60,71.60,100.00,100.00
2026-05-12T16:54:01.443424,1778604841443,69.70,66.70,100.00,100.00
2026-05-12T16:54:02.443974,1778604842443,63.40,60.70,100.00,100.00
2026-05-12T16:54:03.444551,1778604843444,86.80,96.10,100.00,100.00
2026-05-12T16:54:04.445149,1778604844445,89.30,100.00,100.00,100.00
2026-05-12T16:54:05.445765,1778604845445,78.00,76.40,100.00,100.00
2026-05-12T16:54:06.446976,1778604846446,70.20,65.80,100.00,100.00
2026-05-12T16:54:07.447393,1778604847447,70.20,69.00,100.00,100.00
2026-05-12T16:54:08.448000,1778604848448,90.10,100.00,100.00,100.00
2026-05-12T16:54:09.448406,1778604849448,86.20,100.00,100.00,100.00
2026-05-12T16:54:10.448945,1778604850448,86.30,100.00,100.00,100.00
2026-05-12T16:54:11.449426,1778604851449,71.70,65.50,100.00,100.00
2026-05-12T16:54:12.449918,1778604852449,65.30,60.80,100.00,100.00
2026-05-12T16:54:13.450399,1778604853450,75.00,72.80,100.00,100.00
2026-05-12T16:54:14.451019,1778604854451,79.60,79.30,84.30,100.00
2026-05-12T16:54:15.451576,1778604855451,75.00,78.60,77.40,100.00
2026-05-12T16:54:16.452283,1778604856452,71.70,76.30,73.90,100.00
2026-05-12T16:54:17.452942,1778604857452,76.10,78.00,77.60,100.00
2026-05-12T16:54:18.453847,1778604858453,74.80,76.80,76.10,100.00
2026-05-12T16:54:19.454405,1778604859454,73.50,78.30,75.20,100.00
2026-05-12T16:54:20.454975,1778604860454,77.40,79.10,78.80,100.00
2026-05-12T16:54:21.455777,1778604861455,73.90,75.90,75.20,100.00
2026-05-12T16:54:22.456284,1778604862456,98.00,95.10,98.00,100.00
2026-05-12T16:54:23.456966,1778604863456,90.60,88.90,100.00,100.00
2026-05-12T16:54:24.457551,1778604864457,92.40,90.70,100.00,100.00
2026-05-12T16:54:25.458263,1778604865458,74.60,79.10,75.20,100.00
2026-05-12T16:54:26.459327,1778604866459,80.00,85.60,80.70,100.00
2026-05-12T16:54:27.459977,1778604867459,74.80,78.90,76.50,100.00
2026-05-12T16:54:28.460768,1778604868460,69.00,72.20,69.30,100.00
2026-05-12T16:54:29.461212,1778604869461,83.80,85.40,86.50,100.00
2026-05-12T16:54:30.461697,1778604870461,93.50,100.00,100.00,100.00
2026-05-12T16:54:31.462171,1778604871462,91.50,88.60,100.00,100.00
2026-05-12T16:54:32.462882,1778604872462,67.50,67.80,100.00,100.00
2026-05-12T16:54:33.463370,1778604873463,72.90,69.80,100.00,100.00
2026-05-12T16:54:34.464028,1778604874464,70.00,65.50,100.00,100.00
2026-05-12T16:54:35.464437,1778604875464,70.50,64.70,100.00,100.00
2026-05-12T16:54:36.465202,1778604876465,76.10,72.60,100.00,100.00
2026-05-12T16:54:37.465777,1778604877465,70.70,64.10,100.00,100.00
2026-05-12T16:54:38.466235,1778604878466,72.50,68.40,100.00,100.00
2026-05-12T16:54:39.467184,1778604879467,69.10,64.10,100.00,100.00
2026-05-12T16:54:40.467933,1778604880467,72.30,70.30,100.00,100.00
2026-05-12T16:54:41.468398,1778604881468,71.00,64.70,100.00,100.00
2026-05-12T16:54:42.469320,1778604882469,74.40,67.50,100.00,100.00
2026-05-12T16:54:43.469888,1778604883469,69.40,61.70,100.00,100.00
2026-05-12T16:54:44.470298,1778604884470,76.20,100.00,100.00,100.00
2026-05-12T16:54:45.470980,1778604885470,79.80,100.00,100.00,100.00
2026-05-12T16:54:46.471713,1778604886471,77.30,100.00,100.00,100.00
2026-05-12T16:54:47.472295,1778604887472,81.00,100.00,100.00,100.00
2026-05-12T16:54:48.473134,1778604888473,75.20,100.00,100.00,100.00
2026-05-12T16:54:49.473593,1778604889473,80.30,100.00,100.00,100.00
2026-05-12T16:54:50.474226,1778604890474,75.00,100.00,100.00,100.00
2026-05-12T16:54:51.475263,1778604891475,80.00,100.00,100.00,100.00
2026-05-12T16:54:52.475810,1778604892475,76.20,100.00,100.00,100.00
2026-05-12T16:54:53.476294,1778604893476,75.00,100.00,100.00,100.00
2026-05-12T16:54:54.476937,1778604894476,79.20,100.00,100.00,100.00
2026-05-12T16:54:55.477489,1778604895477,75.60,100.00,100.00,100.00
2026-05-12T16:54:56.478034,1778604896478,78.60,100.00,100.00,100.00
2026-05-12T16:54:57.478898,1778604897478,75.60,100.00,100.00,100.00
2026-05-12T16:54:58.479342,1778604898479,78.70,100.00,100.00,100.00
2026-05-12T16:54:59.480276,1778604899480,73.70,73.20,100.00,100.00
2026-05-12T16:55:00.480752,1778604900480,62.30,61.80,100.00,100.00
2026-05-12T16:55:01.481320,1778604901481,75.40,75.20,100.00,100.00
2026-05-12T16:55:02.482042,1778604902482,86.30,100.00,100.00,100.00
2026-05-12T16:55:03.482824,1778604903482,90.10,100.00,100.00,100.00
2026-05-12T16:55:04.483340,1778604904483,68.00,63.20,100.00,100.00
2026-05-12T16:55:05.483997,1778604905484,62.90,61.20,100.00,100.00
2026-05-12T16:55:06.484726,1778604906484,81.40,89.70,100.00,100.00
2026-05-12T16:55:07.485420,1778604907485,85.50,100.00,100.00,100.00
2026-05-12T16:55:08.486852,1778604908486,81.00,85.80,100.00,100.00
2026-05-12T16:55:09.487385,1778604909487,62.30,61.50,100.00,100.00
2026-05-12T16:55:10.487866,1778604910487,69.70,67.00,100.00,100.00
2026-05-12T16:55:11.488328,1778604911488,86.80,100.00,100.00,100.00
2026-05-12T16:55:12.488911,1778604912488,85.60,100.00,100.00,100.00
2026-05-12T16:55:13.489339,1778604913489,85.30,100.00,100.00,100.00
2026-05-12T16:55:14.489795,1778604914489,73.30,100.00,100.00,100.00
2026-05-12T16:55:15.490233,1778604915490,78.70,100.00,100.00,100.00
2026-05-12T16:55:16.490816,1778604916490,74.20,100.00,100.00,100.00
2026-05-12T16:55:17.491307,1778604917491,78.00,100.00,100.00,100.00
2026-05-12T16:55:18.492012,1778604918492,73.70,100.00,100.00,100.00
2026-05-12T16:55:19.492834,1778604919492,73.70,100.00,100.00,100.00
2026-05-12T16:55:20.493263,1778604920493,78.10,100.00,100.00,100.00
2026-05-12T16:55:21.493841,1778604921493,73.50,100.00,100.00,100.00
2026-05-12T16:55:22.494403,1778604922494,77.50,100.00,100.00,100.00
2026-05-12T16:55:23.495233,1778604923495,73.10,100.00,100.00,100.00
2026-05-12T16:55:24.495887,1778604924495,78.00,100.00,100.00,100.00
2026-05-12T16:55:25.496870,1778604925496,76.20,100.00,100.00,100.00
2026-05-12T16:55:26.497285,1778604926497,79.20,100.00,100.00,100.00
2026-05-12T16:55:27.497834,1778604927497,73.30,100.00,100.00,100.00
2026-05-12T16:55:28.500072,1778604928500,80.50,100.00,100.00,100.00
2026-05-12T16:55:29.500526,1778604929500,100.00,100.00,100.00,100.00
2026-05-12T16:55:30.501265,1778604930501,87.20,91.40,89.90,100.00
2026-05-12T16:55:31.501920,1778604931501,77.90,81.10,81.40,100.00
2026-05-12T16:55:32.503104,1778604932503,76.90,80.00,77.80,100.00
2026-05-12T16:55:33.503684,1778604933503,78.80,80.70,80.00,100.00
2026-05-12T16:55:34.504342,1778604934504,75.90,78.10,77.60,100.00
2026-05-12T16:55:35.505011,1778604935505,76.10,77.20,77.40,100.00
2026-05-12T16:55:36.505624,1778604936505,78.40,81.10,79.30,100.00
2026-05-12T16:55:37.506201,1778604937506,76.50,78.80,77.90,100.00
2026-05-12T16:55:38.506843,1778604938506,77.70,82.00,79.30,100.00
2026-05-12T16:55:39.507367,1778604939507,75.20,78.90,77.20,100.00
2026-05-12T16:55:40.508000,1778604940508,78.90,82.90,81.40,100.00
2026-05-12T16:55:41.508566,1778604941508,76.50,78.60,77.20,100.00
2026-05-12T16:55:42.509299,1778604942509,77.40,81.10,80.00,100.00
2026-05-12T16:55:43.509879,1778604943509,76.30,79.60,77.60,100.00
2026-05-12T16:55:44.510462,1778604944510,77.20,82.70,80.90,100.00
2026-05-12T16:55:45.511110,1778604945511,81.10,83.20,83.00,100.00
2026-05-12T16:55:46.511890,1778604946511,75.90,77.90,77.80,100.00
2026-05-12T16:55:47.512472,1778604947512,79.10,81.20,80.50,100.00
2026-05-12T16:55:48.513427,1778604948513,76.10,77.90,77.20,100.00
2026-05-12T16:55:49.514335,1778604949514,78.80,81.10,81.60,100.00
2026-05-12T16:55:50.515400,1778604950515,75.70,80.50,78.10,100.00
2026-05-12T16:55:51.516288,1778604951516,80.50,85.30,81.20,100.00
2026-05-12T16:55:52.516951,1778604952516,76.10,80.50,78.10,100.00
2026-05-12T16:55:53.517868,1778604953517,76.50,78.80,78.10,100.00
2026-05-12T16:55:54.518716,1778604954518,79.50,80.90,80.40,100.00
2026-05-12T16:55:55.519406,1778604955519,75.90,78.90,78.30,100.00
2026-05-12T16:55:56.520257,1778604956520,79.30,82.90,81.60,100.00
2026-05-12T16:55:57.521284,1778604957521,77.40,80.20,79.80,100.00
2026-05-12T16:55:58.521924,1778604958521,79.10,84.50,81.70,100.00
2026-05-12T16:55:59.522601,1778604959522,72.60,74.10,73.30,100.00
2026-05-12T16:56:00.523219,1778604960523,73.90,77.20,76.50,100.00
2026-05-12T16:56:01.523854,1778604961523,72.80,76.60,75.00,100.00
2026-05-12T16:56:02.524396,1778604962524,71.60,73.30,72.90,100.00
2026-05-12T16:56:03.525180,1778604963525,76.30,78.60,78.00,100.00
2026-05-12T16:56:04.526124,1778604964526,73.50,76.70,75.60,100.00
2026-05-12T16:56:05.526718,1778604965526,76.10,78.90,77.40,100.00
2026-05-12T16:56:06.527228,1778604966527,72.00,74.80,73.50,100.00
2026-05-12T16:56:07.527885,1778604967527,75.70,80.20,78.60,100.00
2026-05-12T16:56:08.528584,1778604968528,71.90,74.80,72.60,100.00
2026-05-12T16:56:09.529303,1778604969529,75.20,78.10,76.60,100.00
2026-05-12T16:56:10.530367,1778604970530,72.60,76.50,75.40,100.00
2026-05-12T16:56:11.530978,1778604971530,73.50,74.60,73.30,100.00
2026-05-12T16:56:12.531654,1778604972531,74.30,78.40,76.10,100.00
2026-05-12T16:56:13.532188,1778604973532,62.30,64.90,67.90,100.00
2026-05-12T16:56:14.532658,1778604974532,63.10,69.70,100.00,100.00
2026-05-12T16:56:15.533382,1778604975533,72.90,100.00,100.00,100.00
2026-05-12T16:56:16.534066,1778604976534,77.20,100.00,100.00,100.00
