Timestamp start: 1778602482670
Timestamp end: 1778603562969

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      275.1   200.5    93.8   158.0   173.4   253.5   286.7   306.0   320.3   341.8   368.4   410.2   691.6  2635.0  7752.5  12499.4    12517
read      368.7   462.8    80.4   131.7   148.5   290.9   387.6   435.0   464.4   497.8   540.7   626.9  2149.1  7245.7 11656.9  43597.1    43591
read      316.8   306.3    86.8   149.7   166.9   277.3   330.8   365.9   388.1   412.4   444.0   495.0  1245.5  4245.2  9706.0  20405.0    20430
read      299.0   450.4    74.4   125.3   139.6   234.7   286.1   315.7   340.3   372.0   416.0   494.1  1697.4  6660.5  9849.6  93767.8    93758
read      269.8   236.3    86.8   160.0   174.7   247.0   275.8   292.1   304.5   319.1   343.2   384.9   674.8  3706.0  8025.0  10489.1    10485
read      300.4   271.2    93.8   154.1   171.1   268.7   309.3   335.6   356.5   379.5   407.5   455.8  1022.8  4228.8  7876.4  16526.5    16518
read      353.5   599.5    74.4   125.4   139.3   243.1   309.8   361.2   404.5   462.1   535.6   663.8  3055.5  7541.5 11663.3  83132.6    83230
read      248.7   252.1   101.3   163.1   174.5   227.4   249.1   261.4   270.2   281.3   295.6   323.6   617.4  3619.0  8710.9   5495.8     5484
read      305.1   378.1    80.4   127.7   141.4   252.1   309.3   347.9   380.5   418.0   462.7   531.7  1131.7  6129.3  9670.6  55627.5    55611
read      329.7   364.5    86.8   150.2   167.7   278.5   330.0   365.4   388.9   415.1   449.3   507.7  1641.6  5560.9  9851.4  20736.9    20774
read      296.4   452.0    74.4   125.0   139.4   235.1   285.4   313.8   337.1   368.2   410.8   486.6  1598.9  6954.5 10977.4  96783.3    96726
read      331.2   308.4    80.4   137.8   154.9   282.6   352.7   394.3   421.4   451.2   487.0   545.0  1515.5  4035.2  7985.7  32448.5    32442
read      323.7   493.6    74.4   122.3   135.7   239.5   301.1   344.4   383.6   430.4   487.7   580.2  2396.4  6846.2 10686.2  72951.3    73039
read      292.6   299.8    74.4   120.8   133.7   234.2   296.1   338.0   376.3   423.7   481.2   566.3  1257.9  4070.3  8019.6  74082.7    74055
read      390.3   582.4    74.4   126.9   142.9   284.0   384.9   440.0   474.7   512.7   563.4   670.3  3031.0  7905.9 13018.4  51224.9    51197
read      295.1   329.2    74.4   126.3   140.2   250.0   306.8   344.1   377.3   415.9   462.0   529.1   857.6  5366.7  9554.2  59495.0    59442
read      337.5   328.6    80.4   134.8   152.2   284.9   360.3   404.3   431.9   462.7   499.1   560.7  1607.7  4401.3  8021.0  35681.3    35654
read      349.2   586.4    74.4   124.4   138.7   243.8   308.4   357.1   400.2   455.5   524.1   639.3  2902.2  7657.4 12240.3  78798.7    78747
read      355.5   407.9    80.4   131.5   148.3   287.7   377.5   426.2   457.9   492.3   534.4   613.0  1838.3  5810.1 11424.9  42167.3    42212
read      364.5   525.4    80.4   130.4   145.7   268.9   342.4   397.9   436.8   481.7   538.4   655.1  2653.0  7628.5 11395.0  52496.1    52488
read      379.5   441.0    80.4   139.7   157.9   306.6   404.2   452.2   484.0   519.1   566.8   661.4  1898.5  7003.2 11289.7  36920.4    36950
read      302.0   212.4    80.4   157.3   174.7   278.0   320.6   347.9   371.1   395.9   426.5   472.9   687.6  3085.4  7588.8  16779.3    16762
read      352.2   585.8    74.4   127.6   141.3   246.9   311.8   362.2   406.9   464.4   534.8   649.2  3076.6  7527.4  9846.5  79522.3    79473
read      294.3   309.7    80.4   127.4   140.8   247.9   306.0   343.7   379.5   423.2   474.9   545.7   868.2  4339.2 10897.5  61377.6    61431
read      335.7   474.5    80.4   128.6   143.0   245.6   305.0   346.9   389.3   449.7   537.1   691.2  2088.9  6823.7  9595.8  87217.7    87172
read      276.5   251.5    80.4   130.3   145.3   241.6   289.4   316.5   338.7   368.4   410.4   479.8   722.8  3561.0  7940.9 108121.7   108181
read      325.5   356.9    74.4   130.1   144.6   249.8   313.7   366.0   415.7   481.8   562.5   689.1  1235.8  6033.1  8094.6  80413.1    80515
read      337.2   250.7    80.4   138.6   156.2   294.2   378.2   426.5   458.5   492.0   530.7   589.7   942.9  3334.7  7670.1  37192.3    37149
read      282.4   197.6    86.8   158.8   175.8   264.0   298.9   318.4   334.7   355.6   387.0   435.0   588.0  2396.1  8103.3  13468.5    13444
read      338.9   456.8    74.4   130.6   145.4   256.0   319.4   372.7   420.6   479.1   545.2   656.6  1606.6  6781.1  8723.9  72040.2    72057
read      310.8   324.2    74.4   128.6   142.4   248.9   311.0   356.5   399.2   453.4   516.4   608.4  1091.2  4681.4  8780.9  70077.1    70041
read      266.8   214.7    74.4   127.1   140.8   233.7   282.3   309.4   329.6   356.7   397.8   473.5   823.2  2890.1  7156.1  90148.1    90162
read      289.6   197.3    80.4   131.4   145.5   256.3   311.6   347.3   382.4   423.5   472.7   539.8   724.4  2632.8  6898.3  52159.1    52082
read      311.6   182.9    86.8   148.6   166.8   285.2   339.6   378.9   404.7   433.4   468.5   518.5   726.6  2508.6  4992.4  24157.7    24258
read      334.0   497.9    74.4   127.9   141.6   247.4   310.5   357.1   400.2   454.2   519.1   621.4  2137.0  6879.7  8607.5  71908.8    72013
read      287.9   196.5    80.4   129.5   143.2   252.8   309.8   346.1   382.2   424.4   475.0   543.6   739.7  2428.8  5861.8  57935.5    58012
read      351.7   337.4    80.4   135.2   152.6   297.0   394.7   448.3   482.3   516.6   557.8   627.7   942.0  4915.8 10439.1  45433.9    45398
read      321.6   249.4    80.4   132.7   148.3   273.4   346.3   403.4   443.5   487.2   536.1   611.7   855.5  3246.6  7845.4  50238.6    50177
read      333.1   234.4    80.4   141.1   159.1   295.2   372.9   419.5   449.7   482.2   518.0   573.2   863.1  3098.4  7551.8  34525.5    34504
read      314.1   346.8    80.4   127.9   141.5   247.7   309.7   352.5   394.4   444.8   505.1   603.7  1573.9  5156.5  8834.1  66090.1    66010
read      301.3   296.3    74.4   127.2   140.6   242.2   305.5   350.5   395.6   452.3   518.7   614.0   870.9  5132.8  7957.9  74055.3    73937
read      261.5   142.9    74.4   130.8   145.2   244.8   290.4   313.7   330.8   352.0   385.5   449.7   594.9  1537.0  4200.2  54981.3    55020
read      251.2   106.4    80.4   131.9   146.4   242.8   285.7   306.5   320.1   337.7   360.1   397.2   494.4   870.3  2518.7  53286.4    53235
read      245.0   126.1    74.4   123.2   137.0   225.7   271.5   296.5   314.6   336.8   368.4   424.9   550.4  1373.7  3168.6  97661.7    97743
read      229.9   106.6    93.8   163.6   175.1   222.6   240.8   251.3   259.3   269.2   282.2   304.8   378.7  1173.1  4704.7   5417.6     5419
read      244.9    92.5    86.8   162.2   177.4   241.1   263.3   274.4   283.7   293.5   307.8   330.4   401.2   816.4  2730.5  14789.8    14764
read      233.4    82.3    93.8   165.1   177.6   227.8   246.5   256.5   265.0   273.5   287.2   308.6   376.9   897.6  4014.1   7460.5     7451
read      252.8   104.9    74.4   134.4   149.5   246.1   286.7   306.4   319.4   336.3   357.7   393.4   491.4   837.4  3266.5  48183.7    48208
read      250.8    93.3    80.4   162.0   177.7   246.3   269.7   282.6   291.6   302.7   317.4   343.3   428.9  1014.9  3840.3  16200.5    16149
read      245.3   115.3    74.4   124.0   137.8   228.5   275.7   300.5   317.5   338.3   366.7   416.5   538.5  1030.2  3495.0  78917.1    78989
read      254.0    90.0    86.8   160.4   176.5   250.3   274.9   288.7   297.3   310.0   324.1   350.8   441.2   860.8  3457.1  18926.6    18886
read      248.9   114.5    74.4   125.6   139.6   232.4   279.4   303.7   320.2   341.1   370.2   424.3   554.7  1034.5  2674.0  75808.4    75954
read      253.5   102.9    74.4   136.6   151.8   248.4   286.2   304.8   317.3   333.4   353.6   389.7   490.2   799.5  3171.6  44354.2    44409
read      250.2    76.2    86.8   161.9   177.6   247.4   270.4   283.0   291.9   302.6   316.5   341.0   419.8   692.4  2666.4  16394.2    16431
read      244.7   117.2    74.4   123.3   137.0   226.9   273.5   298.3   315.8   336.8   365.9   418.8   548.6  1179.5  3134.2  85709.1    85707
read      248.9   107.5    74.4   129.4   143.6   239.0   283.5   305.1   319.3   337.1   360.4   399.2   500.9   803.1  2897.0  58302.4    58253
read      251.3   126.2    74.4   126.5   140.6   231.6   276.6   301.6   319.5   342.2   375.8   437.2   586.7  1399.8  3068.7 104080.1   103867
read      258.3    88.6    80.4   160.5   177.1   255.7   281.6   294.9   305.2   316.3   332.5   359.0   447.4   861.9  3214.3  21680.9    21604
read      244.9   118.6    74.4   123.5   137.3   226.5   272.8   297.6   315.4   336.6   366.0   420.9   560.5  1223.2  2757.1  90362.5    90401
