timestamp,core0,core1,core2,core3
2026-05-12T16:53:43.432076,memcached,memcached,memcached,idle
2026-05-12T16:53:43.669830,,,,freqmine
2026-05-12T16:53:43.949068,,idle,idle,
2026-05-12T16:53:44.161407,,canneal,,
2026-05-12T16:53:47.083039,,,barnes,
2026-05-12T16:53:59.778142,,memcached,,
2026-05-12T16:54:02.551639,,idle,,
2026-05-12T16:54:02.577154,,canneal,,
2026-05-12T16:54:04.919316,,memcached,,
2026-05-12T16:54:07.191904,,idle,,
2026-05-12T16:54:07.220284,,canneal,,
2026-05-12T16:54:10.553066,,memcached,,
2026-05-12T16:54:13.871303,,,memcached,
2026-05-12T16:54:22.164782,,,idle,
2026-05-12T16:54:22.205202,,,barnes,
2026-05-12T16:54:24.523817,,,memcached,
2026-05-12T16:54:28.797922,,idle,idle,
2026-05-12T16:54:28.818399,,canneal,,
2026-05-12T16:54:28.845578,,,barnes,
2026-05-12T16:54:31.165616,,memcached,,
2026-05-12T16:54:43.444429,,idle,,
2026-05-12T16:54:43.469318,,canneal,,
2026-05-12T16:54:58.807100,,memcached,,
2026-05-12T16:55:01.082104,,idle,,
2026-05-12T16:55:01.123950,,canneal,,
2026-05-12T16:55:03.460061,,memcached,,
2026-05-12T16:55:05.732464,,idle,,
2026-05-12T16:55:05.773399,,canneal,,
2026-05-12T16:55:08.103117,,memcached,,
2026-05-12T16:55:10.379588,,idle,,
2026-05-12T16:55:10.425248,,canneal,,
2026-05-12T16:55:28.765297,,memcached,,
2026-05-12T16:55:29.631103,,,memcached,
2026-05-12T16:56:13.445251,,,idle,
2026-05-12T16:56:13.464552,,,barnes,
2026-05-12T16:56:14.236906,,idle,,
2026-05-12T16:56:14.260082,,canneal,,
2026-05-12T16:56:44.130187,,memcached,,
2026-05-12T16:56:58.412202,,idle,,
2026-05-12T16:56:58.431642,,canneal,,
2026-05-12T16:57:28.987352,,,idle,
2026-05-12T16:57:29.235002,,,vips,
2026-05-12T16:57:44.356166,,memcached,,
2026-05-12T16:57:45.614442,,,memcached,
2026-05-12T16:57:58.393008,,,idle,
2026-05-12T16:57:58.408630,,,vips,
2026-05-12T16:57:59.178342,,idle,,
2026-05-12T16:57:59.198281,,canneal,,
2026-05-12T16:58:29.035203,,memcached,,
2026-05-12T16:58:43.816636,,idle,,
2026-05-12T16:58:43.835270,,canneal,,
2026-05-12T16:58:59.154779,,memcached,,
2026-05-12T16:59:01.427195,,idle,,
2026-05-12T16:59:01.456619,,canneal,,
2026-05-12T16:59:04.261162,,memcached,,
2026-05-12T16:59:08.536166,,idle,,
2026-05-12T16:59:08.561888,,canneal,,
2026-05-12T16:59:12.383385,,,idle,
2026-05-12T16:59:12.908529,,,blackscholes,
2026-05-12T16:59:29.398813,,memcached,,
2026-05-12T16:59:30.214677,,,memcached,
2026-05-12T16:59:43.495944,,,idle,
2026-05-12T16:59:43.516221,,,blackscholes,
2026-05-12T16:59:44.287791,,idle,,
2026-05-12T16:59:44.314156,,canneal,,
2026-05-12T16:59:58.645153,,memcached,,
2026-05-12T17:00:28.946003,,idle,,
2026-05-12T17:00:28.974359,,canneal,,
2026-05-12T17:00:43.802429,,memcached,,
2026-05-12T17:00:58.592075,,idle,,
2026-05-12T17:00:58.618044,,canneal,,
2026-05-12T17:01:10.702788,,,idle,
2026-05-12T17:01:11.111400,,,radix,
2026-05-12T17:01:13.974571,,memcached,,
2026-05-12T17:01:28.764584,,idle,,
2026-05-12T17:01:28.795273,,canneal,,
2026-05-12T17:01:32.039613,,idle,,
2026-05-12T17:01:32.433140,,streamcluster,,
2026-05-12T17:01:46.636805,,memcached,,
2026-05-12T17:01:54.417847,,idle,,
2026-05-12T17:01:54.452605,,streamcluster,,
2026-05-12T17:01:54.914384,,,idle,
2026-05-12T17:01:54.950464,,,streamcluster,
2026-05-12T17:01:56.775663,,memcached,,
2026-05-12T17:01:59.050242,,idle,,
2026-05-12T17:01:59.082983,,streamcluster,,
2026-05-12T17:02:28.896935,,memcached,,
2026-05-12T17:03:01.229181,,,memcached,
2026-05-12T17:03:05.508637,,,idle,
2026-05-12T17:03:05.532101,,,streamcluster,
2026-05-12T17:03:06.146894,,,,idle
2026-05-12T17:03:06.199026,,,,streamcluster
2026-05-12T17:03:07.853321,,,memcached,
2026-05-12T17:03:29.150031,,,idle,
2026-05-12T17:03:29.183338,,,streamcluster,
2026-05-12T17:03:43.936095,,idle,,
2026-05-12T17:03:43.967670,,streamcluster,,
2026-05-12T17:04:13.785386,,memcached,,
2026-05-12T17:04:44.156863,,,memcached,
2026-05-12T17:04:58.443645,,,idle,
2026-05-12T17:04:58.473098,,,streamcluster,
2026-05-12T17:05:13.726563,,idle,,
2026-05-12T17:05:13.753439,,streamcluster,,
2026-05-12T17:05:29.081120,,memcached,,
2026-05-12T17:05:58.882348,,idle,,
2026-05-12T17:05:58.915243,,streamcluster,,
2026-05-12T17:06:20.212563,,memcached,,
2026-05-12T17:06:23.488968,,idle,,
2026-05-12T17:06:23.520356,,streamcluster,,
2026-05-12T17:06:43.829710,,memcached,,
2026-05-12T17:07:09.774192,,,idle,idle
