iso_timestamp,unix_timestamp_ms,cpu_0,cpu_1,cpu_2,cpu_3
2026-05-12T16:34:27.925080,1778603667925,24.20,44.30,25.80,87.80
2026-05-12T16:34:28.925455,1778603668925,20.20,100.00,14.30,100.00
2026-05-12T16:34:29.925884,1778603669925,20.20,100.00,3.10,100.00
2026-05-12T16:34:30.926299,1778603670926,32.30,100.00,44.40,100.00
2026-05-12T16:34:31.926906,1778603671926,19.40,100.00,100.00,100.00
2026-05-12T16:34:32.927309,1778603672927,24.50,100.00,100.00,100.00
2026-05-12T16:34:33.927918,1778603673927,23.80,100.00,100.00,100.00
2026-05-12T16:34:34.928343,1778603674928,21.00,100.00,100.00,100.00
2026-05-12T16:34:35.928999,1778603675929,29.00,100.00,100.00,100.00
2026-05-12T16:34:36.929375,1778603676929,19.20,100.00,100.00,100.00
2026-05-12T16:34:37.929822,1778603677929,29.30,100.00,100.00,100.00
2026-05-12T16:34:38.930429,1778603678930,13.80,100.00,100.00,100.00
2026-05-12T16:34:39.930994,1778603679931,25.30,100.00,100.00,100.00
2026-05-12T16:34:40.931592,1778603680931,14.70,100.00,100.00,100.00
2026-05-12T16:34:41.932005,1778603681932,25.30,100.00,100.00,100.00
2026-05-12T16:34:42.932643,1778603682932,83.90,92.50,100.00,100.00
2026-05-12T16:34:43.933364,1778603683933,60.80,65.40,100.00,100.00
2026-05-12T16:34:44.933848,1778603684933,64.70,67.20,100.00,100.00
2026-05-12T16:34:45.934827,1778603685934,88.30,95.10,100.00,100.00
2026-05-12T16:34:46.935316,1778603686935,91.80,100.00,100.00,100.00
2026-05-12T16:34:47.936108,1778603687936,73.50,79.00,100.00,100.00
2026-05-12T16:34:48.936641,1778603688936,65.50,68.80,100.00,100.00
2026-05-12T16:34:49.937322,1778603689937,68.90,73.10,100.00,100.00
2026-05-12T16:34:50.937889,1778603690937,90.10,100.00,100.00,100.00
2026-05-12T16:34:51.938249,1778603691938,92.60,100.00,100.00,100.00
2026-05-12T16:34:52.939152,1778603692939,61.70,65.40,100.00,100.00
