#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      290.8   149.3    93.8   161.0   178.3   266.1   309.7   336.9   358.8   387.4   427.3   492.6   653.7  1479.0  5642.7  30038.0    30000  1778333019617  1778333029763
read      308.7   194.4    93.8   162.1   180.0   272.1   320.5   352.7   378.3   411.8   459.8   543.9   861.5  2478.5  6108.3  30057.8    30005  1778333031280  1778333041412
read      293.8   140.5    93.8   165.0   182.0   268.8   312.3   339.2   361.1   389.7   429.4   494.2   675.9  1467.0  4294.7  30039.7    30010  1778333042929  1778333053032
read      294.3   132.5    86.8   165.4   182.9   270.2   314.1   341.5   363.9   392.5   432.0   496.6   655.2  1236.3  4092.5  30038.8    30015  1778333054546  1778333064661
read      289.4   130.7    93.8   160.8   178.2   266.2   309.4   336.4   358.3   387.0   427.2   491.9   638.2  1172.0  4179.6  30019.9    30020  1778333066176  1778333076283
read      283.2   134.9    93.8   159.7   176.6   261.5   302.8   328.1   347.4   373.9   411.7   472.3   609.8  1264.8  4190.9  30070.5    30025  1778333077799  1778333087905
read      293.8   152.5    93.8   160.9   178.8   268.2   312.9   341.0   363.9   393.1   433.3   499.5   665.4  1516.1  6014.0  30015.0    30030  1778333089421  1778333099527
read      295.1   153.4    86.8   160.0   178.4   268.5   312.7   340.2   363.1   393.4   435.5   505.1   699.6  1761.1  5567.3  29991.3    30035  1778333101042  1778333111144
read      282.3   134.0    86.8   161.7   178.5   261.0   302.1   327.4   346.2   371.6   407.7   465.0   589.6  1243.9  4232.0  30060.1    30040  1778333112661  1778333122767
read      281.9   132.9    86.8   153.4   170.4   257.0   301.2   328.9   350.5   380.3   422.4   488.3   637.1  1203.6  4320.1  30083.0    30045  1778333124283  1778333134394
