#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      281.2   127.2    93.8   158.1   175.3   259.8   301.3   327.0   346.5   371.7   406.5   470.0   613.5  1290.4  3411.8  29886.5    30000  1777059597523  1777059607657
read      283.2   119.8   101.3   166.9   183.0   263.1   302.8   326.9   345.2   368.9   401.3   461.2   589.8  1269.0  4098.3  30098.0    30005  1777059609170  1777059619289
read      274.4   102.1    93.8   164.3   179.7   257.1   294.9   317.5   335.4   357.0   386.7   438.0   558.9   850.2  3112.2  30007.1    30010  1777059620800  1777059630905
read      247.5   132.9    93.8   152.7   164.2   227.1   259.7   279.3   294.4   313.9   340.6   388.0   545.8  2137.8  4179.6  30015.2    30015  1777059632418  1777059642544
read      255.4   137.4   101.3   153.5   165.4   231.8   267.0   289.0   306.1   327.6   358.9   417.8   602.0  1803.2  4662.1  29925.6    30020  1777059644056  1777059654160
read      259.7   156.8   101.3   154.0   166.3   234.0   269.8   291.7   309.0   330.6   361.7   421.9   635.2  2295.4  5772.1  29969.5    30025  1777059655672  1777059665771
read      242.9   128.3   101.3   151.1   162.5   224.3   255.2   274.3   289.3   307.3   332.0   373.5   523.9  1954.3  4359.7  30079.1    30030  1777059667284  1777059677385
read      248.9   108.5   101.3   153.5   165.9   231.8   265.1   284.9   299.4   317.8   343.3   388.7   526.4  1195.4  3585.0  29987.5    30035  1777059678898  1777059688999
read      258.6   132.0    93.8   154.6   166.9   235.2   271.1   292.8   310.0   331.5   362.3   422.6   604.8  1896.3  4149.1  30097.0    30040  1777059690511  1777059700617
read      253.4   124.0   101.3   155.6   167.8   233.6   267.5   287.6   302.7   321.0   347.3   395.4   551.8  1754.3  3678.6  29927.3    30045  1777059702132  1777059712242
read      252.2   120.9   101.3   153.2   165.1   231.4   266.1   287.3   303.4   323.1   351.7   401.7   570.7  1585.2  3896.5  30063.2    30050  1777059713756  1777059723856
read      255.6   126.1   101.3   153.6   165.7   233.8   269.4   291.0   307.9   329.1   359.4   412.8   579.1  1726.2  4249.6  29989.7    30055  1777059725368  1777059735475
read      252.1   129.7   101.3   153.4   165.6   231.5   265.8   286.6   302.2   321.0   347.8   397.3   560.6  1878.3  4801.7  30063.4    30060  1777059736987  1777059747089
read      252.9   122.6   101.3   155.3   167.4   233.9   267.9   288.1   303.2   321.2   346.9   392.9   537.9  1807.8  4314.9  30011.6    30065  1777059748601  1777059758701
read      253.9   109.8    93.8   149.5   162.7   234.6   272.3   295.1   312.8   334.8   364.6   415.2   534.8  1004.9  3697.6  30074.9    30070  1777059760213  1777059770315
read      264.9   107.2    93.8   153.7   168.1   245.3   284.1   307.8   325.7   348.9   382.8   441.0   568.4   951.1  2676.6  30063.4    30075  1777059771827  1777059781930
read      256.8   101.3    93.8   152.3   166.4   239.5   276.1   297.8   314.9   336.1   364.9   414.1   532.2   792.9  3765.5  30016.3    30080  1777059783442  1777059793548
read      256.7   101.5   101.3   154.0   167.7   239.6   275.5   297.1   314.4   335.2   363.3   410.6   530.1   783.1  3481.9  30137.2    30085  1777059795060  1777059805161
read      247.5   113.5   101.3   151.7   164.2   229.9   263.5   284.0   299.1   318.4   344.5   390.4   514.1  1154.0  4013.5  30081.9    30090  1777059806672  1777059816773
read      238.2    89.7   101.3   152.5   163.7   223.7   253.9   272.5   286.7   303.5   325.8   364.0   466.0   816.5  3126.5  30090.0    30095  1777059818287  1777059828388
read      241.6   100.4   101.3   151.7   163.4   225.9   257.0   275.7   290.6   308.2   331.7   370.9   487.8  1242.1  3119.8  30037.7    30100  1777059829900  1777059840010
read      237.1    94.8    93.8   149.9   161.6   223.5   253.7   271.9   285.9   302.2   323.6   362.1   465.2   753.3  3936.4  30137.1    30105  1777059841524  1777059851630
read      237.8    90.7   101.3   150.4   162.2   224.3   254.6   273.0   287.3   304.1   326.3   364.6   461.6   693.5  2545.0  30092.5    30110  1777059853142  1777059863251
read      250.3   101.5   101.3   153.5   167.1   235.5   268.9   288.5   302.9   320.1   344.2   384.9   493.8   970.4  3388.8  29971.7    30115  1777059864763  1777059874868
