#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      287.3   123.6    93.8   162.4   179.0   266.3   309.5   335.9   356.2   381.0   417.1   478.9   614.5  1079.3  3934.1  30013.6    30000  1777061030875  1777061041014
read      286.2   126.2    93.8   161.2   178.4   266.9   309.2   334.5   353.6   377.2   412.8   472.5   598.9  1077.9  3842.1  30086.7    30005  1777061042527  1777061052648
read      287.7   125.1    93.8   164.5   181.3   267.0   309.0   334.8   354.5   378.8   414.8   476.0   611.6  1129.1  4113.4  30101.1    30010  1777061054160  1777061064261
read      291.1   167.2    93.8   158.4   173.6   256.5   299.0   326.8   349.1   380.3   431.4   533.7   828.5  2089.2  4776.8  29978.9    30015  1777061065772  1777061075872
read      264.1   132.1   101.3   154.3   167.3   239.2   276.5   299.6   317.5   341.3   374.4   447.1   649.8  1619.1  3957.3  30031.3    30020  1777061077385  1777061087486
read      272.0   159.5    93.8   155.2   168.7   243.6   282.7   306.7   325.1   349.2   386.8   463.0   719.2  2292.5  4934.5  30097.2    30025  1777061089000  1777061099106
read      271.1   152.3    93.8   155.2   168.2   241.4   280.1   304.2   322.5   347.3   385.8   467.4   751.2  2067.9  4487.2  29956.7    30030  1777061100619  1777061110742
read      259.7   140.2    93.8   151.1   164.2   235.8   272.9   295.0   312.6   334.7   366.0   427.6   625.9  1790.5  4957.6  30060.5    30035  1777061112257  1777061122364
read      268.7   150.3    93.8   155.7   169.2   242.5   279.4   301.9   319.2   342.3   374.8   447.8   693.3  2134.9  4549.5  29944.7    30040  1777061123877  1777061133982
read      270.2   162.5    93.8   155.4   168.9   242.6   280.7   304.1   321.8   345.9   382.3   458.7   684.5  2290.1  5584.9  30152.7    30045  1777061135495  1777061145601
read      265.4   151.3    93.8   154.2   167.6   240.0   276.5   298.6   316.0   338.4   370.5   436.9   657.4  2264.4  5055.7  30088.6    30050  1777061147117  1777061157231
read      255.0   132.7   101.3   152.9   165.0   232.7   268.3   289.8   306.2   326.4   356.1   411.3   588.1  1904.7  4624.4  30091.0    30055  1777061158743  1777061168846
read      256.0   133.7   101.3   153.3   165.7   234.3   269.8   290.8   307.1   327.4   356.6   408.9   586.3  1877.5  4201.5  30012.4    30060  1777061170358  1777061180463
read      253.7   141.0   101.3   153.1   165.2   231.2   265.8   286.5   302.1   321.2   349.9   402.6   585.2  2131.3  4971.7  30141.7    30065  1777061181975  1777061192080
read      261.7   110.4    93.8   157.7   171.0   243.0   279.5   301.2   317.5   338.5   367.2   417.5   549.4  1289.1  3485.1  30131.2    30070  1777061193594  1777061203696
read      267.1   115.6    93.8   156.5   171.2   246.8   285.2   308.3   325.7   347.7   380.2   437.1   578.5  1198.8  4108.6  30091.1    30075  1777061205209  1777061215312
read      255.8   110.6    93.8   148.0   162.0   236.9   275.2   298.0   315.6   337.5   367.3   420.5   543.1   915.4  3919.1  30066.6    30080  1777061216827  1777061226934
read      268.5   105.6   101.3   161.2   175.5   249.5   287.7   310.4   327.6   349.4   381.0   436.5   559.7   894.3  3376.6  30090.6    30085  1777061228447  1777061238549
read      261.7   115.4    86.8   150.6   165.2   242.7   281.4   304.6   321.5   344.3   374.5   430.3   550.8  1076.8  3932.2  30084.9    30090  1777061240065  1777061250169
read      240.6   122.0    93.8   151.6   163.0   223.1   253.9   272.6   287.2   304.4   327.8   367.8   494.3  1665.9  4338.0  30094.7    30095  1777061251683  1777061261789
