#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      280.8   114.3    86.8   164.7   180.6   262.9   302.4   326.3   344.2   367.1   397.8   452.1   575.8  1041.7  3975.1  29920.6    30000  1777058901095  1777058911227
read      281.9   112.7    93.8   160.6   177.2   263.6   305.2   329.9   348.0   371.4   403.3   461.5   586.8  1065.9  3088.4  30005.2    30005  1777058912740  1777058922860
read      286.7   117.7    93.8   163.1   180.2   267.8   310.0   335.4   354.7   378.5   411.7   468.6   594.1  1059.9  3215.6  30040.3    30010  1777058924372  1777058934478
read      276.8   112.0    93.8   162.7   178.8   258.9   297.6   320.8   339.4   361.8   392.2   444.2   567.5  1020.5  3825.8  30040.8    30015  1777058935992  1777058946102
read      260.1   125.5    93.8   155.0   168.4   239.9   275.9   297.4   314.3   335.2   363.9   415.8   566.7  1729.7  4147.4  29974.0    30020  1777058947614  1777058957715
read      254.2   145.8    86.8   153.2   165.7   232.7   267.0   287.8   303.5   322.5   350.3   400.1   569.5  2266.3  5441.5  30053.1    30025  1777058959228  1777058969326
read      253.6   155.2   101.3   152.9   165.4   232.4   266.2   286.5   301.9   320.9   347.6   398.1   569.4  1882.8  7815.5  30073.5    30030  1777058970840  1777058980947
read      260.4   124.3   101.3   154.7   167.6   238.8   275.0   296.7   313.9   335.5   365.7   421.8   596.3  1629.0  3864.3  30062.2    30035  1777058982461  1777058992568
read      277.5   163.8   101.3   156.6   170.4   248.6   288.9   313.9   333.8   359.7   398.2   476.5   718.9  2228.5  5999.8  30131.3    30040  1777058994082  1777059004189
read      274.5   153.4   101.3   155.4   169.8   247.9   287.2   311.2   329.8   353.9   390.1   465.8   701.6  2114.4  5209.4  30041.8    30045  1777059005706  1777059015808
read      265.5   134.6    93.8   155.3   168.1   240.5   278.1   301.0   318.9   342.8   377.4   446.7   640.2  1791.3  4160.8  29986.6    30050  1777059017320  1777059027429
read      272.8   158.1   101.3   155.4   168.5   241.5   280.5   305.1   324.4   351.0   392.1   478.1   749.7  2105.3  4937.3  30066.0    30055  1777059028944  1777059039046
read      275.6   149.1   101.3   156.7   170.8   248.8   288.6   313.0   332.4   357.8   396.2   472.4   692.4  1939.1  4843.9  30007.7    30060  1777059040562  1777059050665
read      264.2   157.2   101.3   152.1   164.8   236.0   273.9   297.1   315.8   339.6   373.3   446.4   690.0  2108.7  5657.9  29988.1    30065  1777059052177  1777059062276
read      259.6   161.7   101.3   153.1   165.3   233.8   270.0   292.2   309.7   331.7   363.2   425.0   633.3  2263.7  5353.3  30174.6    30070  1777059063787  1777059073890
read      262.9   135.3   101.3   155.8   169.6   242.4   278.2   299.7   316.3   337.6   367.0   421.8   579.9  1916.2  4485.4  29998.1    30075  1777059075403  1777059085502
read      264.3   106.8    93.8   155.8   170.0   245.7   283.8   306.9   324.2   346.2   376.9   431.1   552.9   871.8  3487.5  30100.8    30080  1777059087016  1777059097121
read      268.2   109.0    93.8   155.3   170.5   250.6   290.4   314.1   332.1   353.8   384.1   434.3   544.0   869.6  3720.2  30069.5    30085  1777059098635  1777059108735
read      260.0   107.0    93.8   153.9   167.2   243.0   280.6   303.0   319.7   341.5   370.1   418.5   530.1   797.3  4029.4  30119.6    30090  1777059110249  1777059120349
read      269.2   116.7    93.8   154.8   170.2   250.5   290.0   313.7   332.1   354.9   386.2   438.6   566.0  1085.8  3807.8  30123.0    30095  1777059121863  1777059131968
