1 core
run 1
1778196287059,70.6
1778196288168,110.0
1778196289276,27.0
1778196290384,29.0
1778196291493,128.6
1778196292603,83.2
1778196293712,0.0
1778196294819,132.1
1778196295929,137.7
1778196297038,0.0
1778196298144,86.7
1778196299254,152.7
1778196300365,39.6
1778196301474,30.2
1778196302586,168.4
1778196303698,107.1
1778196304807,2.0
1778196305914,162.5
1778196307025,181.0
1778196308134,1.0
1778196309241,101.5
1778196310351,199.0
1778196311466,53.3
1778196312576,29.8
1778196313688,200.0
1778196314801,127.0
1778196315911,0.0
1778196317018,175.2
1778196318128,200.0
1778196319238,0.0
1778196320344,1.0
1778196321451,1.0
1778196322558,0.0
1778196323665,3.0
1778196324771,1.0
1778196325878,1.0
1778196326984,0.0
run 2
1778196403259,2.0
1778196404366,1.0
1778196405472,0.0
1778196406579,0.0
1778196407685,23.1
1778196408792,28.5
1778196409899,2.0
1778196411006,14.1
1778196412113,43.3
1778196413221,17.1
1778196414327,3.0
1778196415434,71.3
1778196416543,53.1
1778196417650,1.0
1778196418757,72.6
1778196419864,94.3
1778196420973,8.0
1778196422080,45.8
1778196423190,113.7
1778196424300,55.8
1778196425408,1.0
1778196426516,130.0
1778196427626,109.2
1778196428734,1.0
1778196429840,101.8
1778196430950,140.1
1778196432061,14.9
1778196433169,53.6
1778196434279,158.8
1778196435390,79.2
1778196436498,3.0
1778196437607,171.4
1778196438719,146.7
1778196439827,1.0
1778196440934,126.6
1778196442044,184.7
1778196443159,21.8
1778196444270,59.0
1778196445383,187.5
1778196446497,91.1
1778196447606,0.0
1778196448715,198.0
1778196449830,167.2
1778196450943,1.0
1778196452049,133.7
1778196453160,200.0
1778196454273,25.9
1778196455381,0.0
1778196456488,0.0
1778196457594,0.0
1778196458701,2.0
run 3
1778196520348,2.0
1778196521455,1.0
1778196522561,1.0
1778196523668,0.0
1778196524775,24.0
1778196525882,31.9
1778196526989,0.0
1778196528096,13.1
1778196529203,36.6
1778196530310,17.2
1778196531417,0.0
1778196532524,67.2
1778196533632,54.5
1778196534739,1.0
1778196535846,66.6
1778196536954,97.0
1778196538063,10.9
1778196539171,37.3
1778196540279,111.8
1778196541388,59.6
1778196542496,3.0
1778196543603,126.4
1778196544713,111.6
1778196545821,0.0
1778196546927,95.8
1778196548037,140.9
1778196549147,22.5
1778196550255,46.1
1778196551365,156.6
1778196552477,85.7
1778196553585,1.0
1778196554691,172.2
1778196555802,154.4
1778196556910,1.0
1778196558017,117.3
1778196559127,184.8
1778196560241,31.0
1778196561349,49.8
1778196562461,198.0
1778196563573,104.5
1778196564681,3.0
1778196565788,195.0
1778196566900,182.0
1778196568009,0.0
1778196569115,121.0
1778196570226,200.0
1778196571340,35.8
1778196572448,3.0
1778196573554,2.0
1778196574661,2.0
1778196575767,1.0
1778196576874,0.0
3 core
run 1
1778196720482,2.0
1778196721588,1.0
1778196722695,2.0
1778196723802,1.0
1778196724908,29.3
1778196726015,35.8
1778196727123,1.0
1778196728230,24.1
1778196729337,42.2
1778196730444,17.1
1778196731551,8.1
1778196732660,69.8
1778196733768,51.6
1778196734875,2.0
1778196735982,95.2
1778196737091,104.4
1778196738199,0.0
1778196739305,67.1
1778196740414,132.4
1778196741524,49.3
1778196742631,11.0
1778196743740,145.1
1778196744850,107.0
1778196745958,0.0
1778196747064,147.2
1778196748174,176.6
1778196749284,1.0
1778196750391,90.6
1778196751501,192.7
1778196752612,80.0
1778196753721,10.0
1778196754832,212.7
1778196755942,158.2
1778196757050,0.0
1778196758157,185.0
1778196759268,234.0
1778196760381,2.0
1778196761490,111.4
1778196762600,253.2
1778196763713,101.9
1778196764823,10.1
1778196765935,273.2
1778196767052,203.1
1778196768162,2.0
1778196769269,218.9
1778196770381,282.1
1778196771496,0.0
1778196772604,2.0
1778196773711,1.0
1778196774817,3.0
1778196775924,1.0
1778196777031,1.0
1778196778137,1.0
1778196779243,1.0
run 2
1778196832088,2.0
1778196833195,2.0
1778196834301,3.0
1778196835408,2.0
1778196836514,20.5
1778196837621,39.0
1778196838728,10.9
1778196839835,6.0
1778196840943,51.6
1778196842050,32.1
1778196843157,1.0
1778196844264,63.4
1778196845372,73.1
1778196846479,2.0
1778196847586,51.8
1778196848695,102.0
1778196849804,36.3
1778196850912,15.9
1778196852019,125.3
1778196853128,86.6
1778196854236,1.0
1778196855343,127.5
1778196856451,152.3
1778196857560,0.0
1778196858666,85.6
1778196859776,173.5
1778196860887,66.0
1778196861995,17.9
1778196863107,194.9
1778196864218,143.4
1778196865327,3.0
1778196866433,181.4
1778196867543,215.0
1778196868653,0.0
1778196869760,108.2
1778196870871,233.3
1778196871983,91.7
1778196873092,16.0
1778196874203,253.3
1778196875317,187.2
1778196876428,0.0
1778196877534,212.1
1778196878646,265.0
1778196879758,6.9
1778196880865,120.4
1778196881976,284.8
1778196883090,110.2
1778196884198,1.0
1778196885305,0.0
1778196886412,1.0
1778196887518,1.0
1778196888625,2.0
1778196889731,2.0
1778196890838,0.0
1778196891945,1.0
1778196893051,1.0
1778196894158,1.0
run 3
1778196985791,1.0
1778196986898,0.0
1778196988004,1.0
1778196989111,0.0
1778196990218,35.7
1778196991325,32.8
1778196992432,3.0
1778196993538,28.2
1778196994645,43.6
1778196995753,11.1
1778196996860,15.1
1778196997968,73.9
1778196999077,33.2
1778197000184,2.0
1778197001291,84.5
1778197002398,88.3
1778197003507,0.0
1778197004613,70.2
1778197005721,121.4
1778197006831,36.2
1778197007938,27.5
1778197009048,148.2
1778197010158,95.1
1778197011265,2.0
1778197012372,154.0
1778197013481,166.5
1778197014590,0.0
1778197015696,110.8
1778197016806,195.4
1778197017919,56.3
1778197019027,32.3
1778197020137,217.1
1778197021248,142.5
1778197022357,1.0
1778197023463,211.9
1778197024572,233.3
1778197025683,1.0
1778197026790,129.1
1778197027901,248.5
1778197029020,73.5
1778197030131,37.6
1778197031242,262.7
1778197032356,179.4
1778197033464,0.0
1778197034571,241.9
1778197035686,278.2
1778197036799,1.0
1778197037906,2.0
1778197039013,1.0
1778197040119,2.0
1778197041225,0.0
1778197042332,0.0
1778197043438,1.0
1778197044545,2.0
1778197045653,2.0
