#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      261.8   144.1    93.8   151.8   165.0   239.4   277.9   300.6   317.9   340.1   369.8   422.6   584.0  2215.2  4572.7  30016.8    30000  1778240005688  1778240015845
read      260.5   154.9    93.8   154.7   167.0   236.4   273.6   295.8   313.4   335.0   364.7   416.5   592.5  2270.6  5113.7  30091.9    30005  1778240017359  1778240027487
read      274.1   165.3   101.3   158.0   171.6   248.5   288.5   312.6   331.2   354.3   386.6   445.1   651.9  2389.1  5621.1  30077.8    30010  1778240029002  1778240039103
read      263.7   140.0   101.3   155.0   167.7   239.0   277.7   301.0   318.7   341.9   373.2   430.1   613.7  2167.4  4258.6  30110.6    30015  1778240040617  1778240050720
read      263.6   128.6    93.8   155.0   168.5   243.5   281.4   303.8   320.3   341.8   370.5   422.4   579.0  1693.3  4289.3  29954.9    30020  1778240052237  1778240062337
read      260.2   145.7    93.8   150.0   162.8   237.0   275.1   297.8   315.5   337.5   367.9   423.9   596.6  2142.0  4873.0  30109.3    30025  1778240063850  1778240073952
read      249.3   126.6    93.8   149.2   161.2   230.0   266.2   287.2   302.7   321.4   348.1   394.7   536.3  1681.8  4235.8  29944.4    30030  1778240075467  1778240085571
read      260.9   142.5   101.3   156.6   168.9   237.8   274.4   296.1   313.2   334.2   363.2   414.1   587.0  2084.0  4747.0  30122.4    30035  1778240087086  1778240097189
read      259.9   142.5   101.3   154.8   167.4   237.1   274.3   296.6   313.9   335.0   364.1   414.2   574.6  2095.3  4939.4  29995.0    30040  1778240098704  1778240108804
read      255.9   126.3    86.8   152.5   164.8   233.6   271.0   293.2   310.5   331.8   361.3   411.6   570.1  1887.1  3771.4  29945.0    30045  1778240110317  1778240120417
read      253.5   134.8   101.3   152.7   164.7   232.2   268.3   289.7   306.0   325.8   353.9   401.1   562.5  1918.8  5266.7  29973.2    30050  1778240121931  1778240132030
read      266.8   139.7    93.8   156.5   169.9   245.2   283.7   306.2   322.6   344.2   373.6   427.2   603.7  1875.0  5564.7  30029.7    30055  1778240133543  1778240143644
read      264.0   109.4    93.8   157.9   171.9   246.5   285.4   308.3   325.2   346.3   374.4   420.9   527.1   858.8  3449.5  30073.7    30060  1778240145158  1778240155259
read      266.7   107.8    93.8   157.0   171.1   248.7   289.2   313.2   331.5   353.6   383.4   430.5   538.7   841.6  3559.0  30022.1    30065  1778240156772  1778240166872
read      265.5   116.7    93.8   153.8   167.8   244.3   285.8   311.2   330.5   354.5   387.0   437.3   563.2   993.9  3868.1  30024.7    30070  1778240168385  1778240178487
read      267.4   119.9    86.8   155.4   169.8   247.4   287.9   312.2   330.7   353.4   384.4   435.2   570.3  1099.2  4026.1  30056.5    30075  1778240180011  1778240190114
read      261.1   112.3    93.8   155.1   168.5   243.1   282.3   305.5   322.1   343.7   372.1   419.4   526.2   854.6  3843.4  30027.0    30080  1778240191628  1778240201731
read      255.3   102.6   101.3   154.3   167.2   237.7   274.9   296.6   313.3   333.5   360.9   404.0   516.2  1020.2  3398.8  30066.2    30085  1778240203245  1778240213347
read      240.2    95.3    93.8   149.0   160.8   224.6   258.1   277.9   293.2   311.8   336.4   375.5   478.0   785.8  3273.8  30034.7    30090  1778240214860  1778240224968
read      248.8   108.7    93.8   151.3   163.8   231.6   267.5   288.4   304.1   322.7   347.9   391.7   506.3   947.7  4103.5  30142.0    30095  1778240226481  1778240236581
read      246.3   106.2    93.8   153.8   165.8   229.9   263.9   283.9   298.2   317.2   341.8   382.8   486.6   828.8  4170.6  30138.1    30100  1778240238094  1778240248194
read      248.7    98.5   101.3   155.1   167.6   232.4   266.3   286.3   301.2   319.5   344.4   386.6   494.8   803.8  3199.3  30058.1    30105  1778240249708  1778240259809
read      248.7    95.7   101.3   155.7   168.5   233.8   267.4   287.2   301.8   319.2   343.3   381.9   470.5   738.8  3017.5  30069.8    30110  1778240261323  1778240271425
read      244.4   139.2   101.3   157.4   169.1   230.2   261.7   280.0   293.8   311.0   333.3   368.0   449.9   675.3  4092.6  30160.6    30115  1778240272940  1778240283045
read      258.6   106.8    93.8   156.1   169.8   242.3   279.2   300.5   316.6   336.8   364.0   406.1   509.0   871.2  3367.6  30190.3    30120  1778240284559  1778240294662
read      258.7    96.4    86.8   152.7   167.2   243.5   281.3   303.4   319.8   340.9   368.5   412.4   506.4   693.1  2990.0  30085.3    30125  1778240296177  1778240306277
read      262.6   104.4    93.8   155.5   170.4   246.1   284.6   306.9   323.1   344.3   372.0   416.7   517.8  1063.4  3433.1  30115.5    30130  1778240307791  1778240317893
read      269.6   150.3    93.8   160.1   174.0   250.3   288.5   310.8   327.3   347.2   374.3   419.1   525.0  2304.6  4741.7  30147.3    30135  1778240319407  1778240329511
