#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      254.3   104.8   101.3   158.8   171.8   240.5   274.1   293.9   308.5   325.2   347.1   385.2   472.1   827.8  4173.7  30044.0    30000  1778278132810  1778278142965
read      262.7   123.7    93.8   157.5   171.9   247.5   283.5   304.2   319.1   338.1   362.8   401.6   509.4  1447.2  4315.5  30020.7    30005  1778278144479  1778278154608
read      252.5    97.3   101.3   158.9   171.7   239.0   272.3   291.9   306.3   322.4   344.4   379.9   470.1   764.4  3492.0  29972.4    30010  1778278156121  1778278166230
read      306.4   189.8   101.3   166.8   182.1   266.9   310.6   337.3   359.5   390.3   442.2   575.2  1011.7  1904.8  5076.2  29900.2    30015  1778278167744  1778278177844
read      259.5    99.7   101.3   159.6   173.3   246.0   281.0   301.0   315.8   334.0   357.6   395.8   495.8   854.2  3362.8  29978.7    30020  1778278179360  1778278189461
read      257.1   107.3    93.8   160.1   173.0   242.0   276.0   296.0   311.2   328.8   351.6   390.6   495.5  1282.6  3673.3  30038.4    30025  1778278190975  1778278201076
read      248.7   100.6   101.3   154.4   166.8   233.3   267.3   287.4   302.1   319.4   343.2   382.3   482.4   958.4  3544.2  30043.3    30030  1778278202591  1778278212694
read      263.3   108.6   101.3   162.7   176.1   247.4   283.4   304.1   318.9   338.0   362.8   402.1   515.3  1178.9  3720.8  30057.5    30035  1778278214209  1778278224313
read      260.7   108.4   101.3   156.5   170.1   244.6   281.2   302.4   317.7   337.2   363.1   405.7   541.2  1024.8  4068.8  30018.3    30040  1778278225829  1778278235932
read      257.7   112.3    93.8   156.1   169.3   240.6   276.5   297.5   313.7   333.1   358.9   401.7   531.2  1092.4  3814.3  29971.6    30045  1778278237447  1778278247557
read      263.9   107.0   101.3   161.3   175.1   249.3   285.0   305.5   319.9   339.1   364.6   404.5   513.2   937.9  3953.3  30099.0    30050  1778278249072  1778278259175
read      257.0   107.4    93.8   157.7   170.5   241.2   276.2   296.8   312.3   330.5   355.1   396.5   511.7  1047.9  3999.8  30094.9    30055  1778278260692  1778278270795
read      262.8   120.6   101.3   156.8   170.4   245.2   281.7   302.9   318.4   338.4   365.0   409.8   556.1  1336.3  4225.3  30090.4    30060  1778278272309  1778278282408
read      271.3   119.8   101.3   160.8   174.9   253.7   291.4   313.5   330.2   350.3   378.3   428.9   581.3  1120.0  4151.7  30067.4    30065  1778278283923  1778278294030
read      254.2   106.8   101.3   158.0   170.9   238.8   272.7   293.1   308.4   326.2   350.3   391.2   495.2   831.0  4245.6  30125.5    30070  1778278295548  1778278305653
read      273.7   128.4   101.3   161.5   176.0   255.0   293.8   316.7   334.3   355.6   385.2   434.5   569.2  1222.7  4533.2  30069.5    30075  1778278307168  1778278317287
read      270.5   139.0    93.8   155.5   169.6   247.8   287.3   310.8   328.5   350.5   382.5   436.8   643.7  1841.1  4423.2  30117.1    30080  1778278318802  1778278328906
read      275.1   152.3    93.8   155.2   170.3   253.8   294.7   318.4   336.8   359.5   390.9   442.9   604.7  2045.3  5386.4  30118.5    30085  1778278330420  1778278340528
read      263.1   118.7    93.8   150.8   164.4   244.0   284.6   308.3   325.4   346.7   376.4   428.6   560.5  1176.0  4201.3  30035.7    30090  1778278342042  1778278352147
read      261.1   115.1    93.8   150.5   164.1   242.9   283.0   306.2   322.9   344.3   373.4   423.2   542.4  1190.5  3638.4  30128.7    30095  1778278353664  1778278363765
read      263.0   109.9   101.3   155.6   169.6   246.5   284.3   306.4   321.9   342.6   370.2   417.9   535.1   991.2  4022.7  30135.2    30100  1778278365280  1778278375381
read      254.2   109.1   101.3   154.0   167.2   237.9   273.1   293.6   309.1   327.4   352.6   396.7   519.5   934.1  4174.5  30098.9    30105  1778278376895  1778278387010
read      246.0   106.6    93.8   151.2   163.1   229.5   263.6   284.0   298.8   317.3   342.1   384.5   500.0  1002.3  3959.6  30085.6    30110  1778278388525  1778278398626
read      255.5   105.3    93.8   156.5   169.5   239.8   274.2   294.4   309.7   327.4   351.4   393.3   511.9  1225.5  3459.8  30075.9    30115  1778278400141  1778278410245
read      253.7   112.1    93.8   156.0   169.0   238.0   272.5   292.4   307.3   324.4   347.8   389.8   500.7  1007.4  4056.4  30150.9    30120  1778278411760  1778278421863
read      257.3   104.0   101.3   158.7   172.3   243.7   277.5   296.7   311.6   328.9   351.5   390.3   493.0   981.5  3767.3  30242.5    30125  1778278423377  1778278433481
read      254.6   173.8    93.8   158.9   172.1   240.8   273.6   292.8   307.0   322.9   344.7   383.0   483.4   855.1  3730.7  30125.5    30130  1778278434996  1778278445100
read      269.0   120.2    93.8   159.7   174.5   253.0   291.0   312.7   328.8   348.1   375.4   423.2   529.7  1048.3  4288.5  30016.9    30135  1778278446614  1778278456720
read      276.4   103.0    93.8   163.8   179.3   261.6   300.4   322.3   339.4   360.4   388.7   434.0   541.0   843.3  3191.3  30071.8    30140  1778278458234  1778278468335
read      274.3   113.5    93.8   162.3   178.0   259.2   297.5   319.2   336.4   357.0   384.9   430.6   534.1   851.2  3981.2  30097.9    30145  1778278469850  1778278479951
read      275.3   109.8    93.8   166.7   182.0   261.2   298.3   319.1   335.1   353.9   379.3   422.8   524.4   952.2  4120.5  30145.1    30150  1778278481465  1778278491564
read      270.6   117.0    93.8   160.8   175.7   255.6   293.6   315.1   331.4   350.8   377.4   423.3   530.8   875.6  4222.4  30131.2    30155  1778278493078  1778278503181
read      279.2   109.6    93.8   162.0   178.1   264.4   304.3   327.1   343.9   365.2   393.4   439.2   551.0  1020.5  3610.6  30136.7    30160  1778278504697  1778278514801
read      276.2   105.5    93.8   162.4   178.0   261.5   301.0   323.0   340.2   361.1   388.7   433.1   540.8   898.6  3393.0  30134.2    30165  1778278516314  1778278526415
read      276.2   109.0    93.8   163.5   178.9   260.6   299.6   322.1   339.6   360.6   389.0   434.7   544.9   883.1  3762.6  30132.6    30170  1778278527929  1778278538029
read      278.4   114.6    93.8   161.3   177.0   261.6   302.0   325.2   342.9   365.3   395.4   445.7   570.5  1001.4  3528.6  30187.6    30175  1778278539544  1778278549643
read      285.7   118.4   101.3   164.2   181.0   269.0   310.3   334.3   352.2   374.3   404.8   457.6   582.1  1048.6  3205.3  30241.0    30180  1778278551159  1778278561259
read      300.7   121.7   101.3   171.6   189.8   284.1   327.7   353.4   372.4   396.3   427.6   477.5   602.3  1062.0  3992.8  30089.5    30185  1778278562772  1778278572874
read      291.0   121.0    93.8   163.3   180.9   272.1   316.5   342.1   362.1   386.6   419.7   472.8   618.0   995.0  4040.9  30221.3    30190  1778278574389  1778278584491
read      268.7   108.0    93.8   161.1   175.8   253.6   291.4   312.9   328.9   347.5   374.0   419.2   521.6   851.3  3899.4  30139.9    30195  1778278586007  1778278596111
read      278.9   117.5   101.3   161.0   176.6   261.4   302.3   326.1   344.2   367.2   397.5   448.6   575.5  1035.8  3943.6  30244.8    30200  1778278597625  1778278607727
read      275.0   109.9    93.8   160.7   176.0   259.3   299.0   321.4   339.1   360.4   388.9   434.1   545.5  1047.3  3760.1  30177.5    30205  1778278609241  1778278619344
read      282.7   120.0    93.8   163.5   179.3   264.5   305.1   328.8   346.3   369.7   401.0   455.4   591.2  1273.1  4148.8  30130.4    30210  1778278620859  1778278630964
