#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      289.1   182.0    93.8   160.3   175.6   259.2   301.4   327.7   347.3   374.5   416.3   491.9   746.0  2574.4  6316.5  29929.0    30000  1778337145782  1778337156084
read      282.3   203.2    93.8   155.1   169.9   248.9   289.6   315.0   335.2   361.5   400.0   473.7   802.2  2922.0  6242.3  30057.1    30005  1778337157611  1778337167749
read      277.4   182.7    93.8   155.4   169.8   246.9   287.5   312.8   332.7   358.3   396.3   469.6   741.0  2547.8  6390.3  29959.9    30010  1778337169266  1778337179370
read      279.8   158.6    93.8   159.7   174.4   253.8   293.7   318.0   337.5   362.5   398.4   466.4   688.0  2034.5  5803.8  30048.9    30015  1778337180887  1778337190995
read      273.9   147.1    93.8   159.0   173.5   249.3   288.4   312.3   330.8   354.1   388.3   451.5   652.8  1833.9  5402.2  30002.9    30020  1778337192511  1778337202618
read      274.1   168.8    93.8   158.5   172.9   247.9   285.7   309.0   326.6   348.6   383.0   448.7   681.8  2416.9  5871.1  30033.7    30025  1778337204135  1778337214239
read      287.9   176.0    93.8   160.8   175.9   259.1   300.3   325.4   345.0   371.6   411.9   486.8   750.5  2382.1  6223.4  29942.0    30030  1778337215754  1778337225863
read      284.0   165.7    93.8   156.6   172.2   254.5   296.2   321.8   342.6   369.5   410.1   488.8   763.6  2251.2  5164.1  29973.5    30035  1778337227384  1778337237486
read      283.4   193.8    93.8   154.6   168.6   248.6   291.1   317.6   339.3   367.8   410.0   496.0   819.7  2665.6  6141.4  30027.4    30040  1778337239002  1778337249104
read      277.1   166.7   101.3   158.1   172.7   250.1   289.1   313.0   331.8   355.8   391.1   458.5   709.2  2377.9  5330.5  30071.5    30045  1778337250621  1778337260724
read      277.2   157.0    93.8   157.8   172.7   251.1   291.2   315.8   335.2   359.8   395.6   461.7   681.4  2037.3  5579.7  30088.7    30050  1778337262240  1778337272341
read      259.3   157.8    93.8   150.9   163.7   234.1   270.9   293.7   311.8   334.2   365.4   422.2   615.4  2298.5  5123.1  30094.4    30055  1778337273856  1778337283957
read      281.1   151.3    93.8   159.7   175.4   257.0   296.3   320.4   339.7   364.4   399.5   464.0   674.7  1908.6  5514.6  30027.3    30060  1778337285473  1778337295577
read      364.9   495.7    86.8   157.2   174.2   265.5   315.9   349.2   378.2   421.3   493.4   724.2  3190.7  5996.4  9249.2  30084.4    30065  1778337297092  1778337307198
read      651.5   952.4   101.3   177.6   199.9   336.8   423.8   491.4   565.3   749.0  1278.4  3216.2  4548.5  6391.0  8044.4  30031.0    30070  1778337308715  1778337318816
