#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      266.9   155.0   101.3   156.4   169.0   241.0   279.7   302.9   320.1   342.8   373.2   430.7   637.7  2313.1  4711.5  30033.7    30000  1778239598888  1778239609036
read      267.8   161.8   101.3   157.1   169.2   239.2   277.6   300.6   318.2   341.1   372.4   431.7   739.5  2352.8  4905.6  29938.2    30005  1778239610552  1778239620677
read      275.4   171.1   101.3   157.3   171.4   250.8   290.8   314.6   333.1   356.0   388.2   445.6   644.7  2290.6  7359.4  29901.3    30010  1778239622193  1778239632292
read      279.9   148.1   101.3   161.1   175.0   256.3   296.5   320.7   340.2   364.1   397.0   458.5   637.4  2156.1  4396.5  30039.8    30015  1778239633810  1778239643911
read      272.9   148.3    93.8   156.9   171.1   250.0   289.5   313.0   331.2   353.7   385.3   441.0   626.1  2179.2  4338.4  30069.7    30020  1778239645426  1778239655528
read      268.9   144.5    93.8   155.3   169.1   246.5   285.6   308.6   325.9   347.6   378.4   434.9   615.4  2063.1  4840.2  30083.0    30025  1778239657043  1778239667148
read      258.0   150.5   101.3   152.3   164.5   235.2   272.3   294.2   311.2   331.9   360.9   412.6   573.3  2162.3  6035.9  29987.3    30030  1778239668662  1778239678763
read      268.2   150.7   101.3   156.0   169.4   245.4   284.0   306.6   323.3   344.8   374.5   429.4   610.1  2276.1  5010.6  30053.2    30035  1778239680280  1778239690379
read      261.8   145.0   101.3   156.0   168.7   239.1   275.9   297.5   315.0   336.2   365.4   416.7   586.5  2083.9  4447.6  30143.5    30040  1778239691893  1778239701992
read      270.8   163.6   101.3   159.2   172.2   247.0   285.1   307.8   324.7   345.9   375.1   429.7   621.7  2437.5  6153.7  30129.7    30045  1778239703507  1778239713608
read      261.4   148.1   101.3   155.3   168.1   238.7   275.9   298.2   315.7   337.4   366.8   418.1   569.1  2245.2  4936.7  30062.8    30050  1778239715122  1778239725227
read      264.6   153.1    93.8   157.5   170.7   242.6   279.5   301.4   317.9   338.8   367.0   415.2   565.4  2297.4  4956.6  30085.4    30055  1778239726740  1778239736844
read      266.4   125.0    93.8   154.7   169.0   247.7   288.8   312.8   330.7   352.4   381.8   429.0   537.1  1171.3  4268.3  30128.0    30060  1778239738360  1778239748460
read      264.3   116.9   101.3   154.5   167.8   243.9   284.9   309.2   327.4   350.1   382.2   433.6   549.4  1030.6  4093.8  30112.6    30065  1778239749974  1778239760075
read      268.8   117.3    93.8   156.6   171.3   250.8   291.7   315.5   333.8   355.9   385.4   431.5   539.5  1004.6  4247.2  30065.0    30070  1778239761589  1778239771688
read      259.4   115.4    93.8   154.7   168.2   241.2   279.6   302.2   319.1   340.6   368.7   414.0   518.1  1113.9  4235.0  29986.9    30075  1778239773203  1778239783304
read      263.6   112.4    86.8   153.1   167.5   245.9   286.3   309.8   327.4   348.8   378.2   426.0   536.3   770.9  3595.5  30124.5    30080  1778239784819  1778239794925
read      251.3   101.0   101.3   153.8   166.4   234.8   270.5   291.4   307.1   325.7   351.1   393.1   506.4   898.8  3449.8  30108.5    30085  1778239796439  1778239806540
read      248.8   122.1    93.8   151.1   163.5   231.6   266.8   287.2   302.2   320.5   346.0   388.5   498.5  1473.3  4396.2  30107.7    30090  1778239808053  1778239818159
read      249.2   112.5    93.8   151.6   164.0   232.0   267.3   287.9   303.4   322.1   347.4   391.4   504.1  1293.3  4339.7  30009.3    30095  1778239819676  1778239829778
read      255.4   101.4    93.8   155.5   168.9   239.9   275.2   295.9   311.9   330.9   356.3   397.1   502.5   930.4  3228.8  30196.9    30100  1778239831292  1778239841394
read      247.6    94.4    93.8   153.7   166.3   232.3   266.7   286.9   301.8   319.7   344.3   384.1   480.6   770.4  3464.3  30126.1    30105  1778239842907  1778239853010
read      254.5   104.6    93.8   159.6   171.9   238.2   272.4   292.7   308.3   326.9   351.7   393.0   500.9   974.6  4189.0  30149.9    30110  1778239854524  1778239864630
read      245.3   108.1    93.8   152.1   164.3   229.6   263.4   283.1   297.3   315.8   340.1   378.8   475.8   847.5  3985.2  30025.9    30115  1778239866144  1778239876246
read      258.7   104.4    93.8   156.4   170.5   242.8   279.6   300.8   316.7   336.7   363.4   405.4   505.0   794.9  3720.1  30142.3    30120  1778239877761  1778239887864
read      268.6   113.4    93.8   159.1   174.1   252.6   291.1   313.2   329.8   350.1   377.9   424.4   534.9   965.4  3987.9  30054.5    30125  1778239889378  1778239899480
read      263.4   102.8    93.8   158.1   172.1   246.5   284.4   306.6   322.7   343.7   371.5   419.0   535.7   842.3  3535.7  30230.7    30130  1778239900996  1778239911099
