#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      245.0   100.9    86.8   146.2   160.1   230.9   265.1   285.0   299.6   317.9   343.4   386.4   481.7   743.1  3922.3  29969.4    30000  1778432919451  1778432929611
read      246.5   100.0    86.8   145.2   159.6   230.5   265.0   285.7   301.2   320.3   347.0   394.0   510.7   964.7  3177.0  29996.9    30005  1778432931123  1778432941251
read      245.8   118.5    80.4   143.8   157.9   229.0   263.4   284.1   299.7   319.4   346.8   394.5   507.8   986.1  5127.9  30017.8    30010  1778432942764  1778432952866
read      251.1   104.3    86.8   148.2   161.8   233.6   269.3   290.5   307.0   327.2   355.7   402.7   535.4  1049.2  3139.2  30045.5    30015  1778432954377  1778432964482
read      246.1   105.7    86.8   141.4   155.3   229.4   265.8   287.3   303.5   323.5   352.1   399.9   518.3   991.8  3234.0  29971.3    30020  1778432965995  1778432976100
read      233.7   100.2    80.4   138.3   151.6   220.1   252.2   271.1   285.6   303.2   327.7   368.7   472.2   692.2  3896.6  30062.4    30025  1778432977612  1778432987712
read      234.2    97.4    86.8   138.9   151.9   220.2   252.9   272.3   287.4   305.5   330.1   371.4   468.1   741.7  3495.0  29924.3    30030  1778432989223  1778432999324
read      223.6    94.0    80.4   131.5   143.9   209.4   240.5   259.8   273.7   292.0   316.3   359.1   460.8   712.4  3492.6  29967.1    30035  1778433000835  1778433010937
read      223.5   113.8    86.8   136.4   147.1   208.1   238.9   257.3   270.9   287.7   310.4   347.5   459.4  1180.2  5308.9  29985.7    30040  1778433012450  1778433022554
read      226.6   109.8    86.8   135.5   146.5   210.6   242.5   261.4   274.7   292.0   314.6   353.7   490.6  1626.4  3560.0  30016.3    30045  1778433024066  1778433034195
read      230.0   121.5    86.8   136.4   147.4   212.9   245.5   264.5   278.1   295.0   317.9   358.7   503.0  1795.9  4161.0  29980.8    30050  1778433035707  1778433045810
read      220.6   115.8    86.8   134.4   144.6   204.4   234.7   252.9   266.4   282.1   303.1   338.8   460.3  1819.4  3807.5  30005.2    30055  1778433047321  1778433057422
read      308.5   491.4    74.4   140.0   153.6   232.2   272.0   296.0   315.4   340.9   380.8   487.0  4004.5  6053.8  8569.2  29656.4    30060  1778433058935  1778433069038
read      409.7   601.7    80.4   129.6   141.3   219.9   274.2   326.5   403.6   574.6   844.4  1306.1  3190.8  6219.0  7563.8  30087.5    30065  1778433070550  1778433080656
read      455.7   717.4    80.4   135.5   149.5   243.3   308.3   368.3   440.4   595.2   901.2  1893.7  3435.2  6300.3  8064.5  29980.1    30070  1778433082168  1778433092269
read      439.2   649.4    86.8   134.6   147.8   233.5   293.8   348.4   422.6   589.7   883.7  1730.3  3351.7  6282.3  7578.0  30059.4    30075  1778433093783  1778433103886
read      466.7   685.3    86.8   138.1   152.2   247.9   316.8   378.9   453.9   615.0   924.0  1972.9  3514.7  6297.7  7584.5  30040.6    30080  1778433105398  1778433115502
read      454.7   670.1    80.4   135.8   150.0   242.6   308.9   367.9   438.2   590.0   900.6  1927.9  3358.4  6313.7  7565.2  30087.0    30085  1778433117017  1778433127117
