#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      251.3   142.4   101.3   152.5   164.4   230.4   265.3   285.9   301.0   319.5   345.1   390.9   543.1  2173.2  4698.4  30027.8    30000  1778241376039  1778241386186
read      252.3   127.3   101.3   152.8   165.0   232.4   267.8   288.9   304.6   322.9   349.4   395.9   539.7  1785.0  4339.3  30138.9    30005  1778241387702  1778241397828
read      263.3   141.5   101.3   156.5   169.3   240.5   277.3   299.2   315.8   336.7   365.8   417.8   594.9  2101.0  4289.4  29954.5    30010  1778241399343  1778241409445
read      248.7   133.1    93.8   151.8   163.7   229.0   263.2   283.6   298.6   317.5   343.5   387.6   525.6  1905.5  4847.4  29930.8    30015  1778241410960  1778241421062
read      252.6   132.0   101.3   152.5   164.8   232.4   267.7   288.3   303.7   322.0   348.7   395.6   546.6  1850.1  4365.8  30129.7    30020  1778241422578  1778241432680
read      255.3   137.9   101.3   154.3   166.7   234.3   270.0   291.0   306.8   325.9   352.9   398.8   547.5  2177.2  4547.8  30006.0    30025  1778241434195  1778241444296
read      252.8   142.0    93.8   152.2   164.4   232.3   267.8   289.0   304.8   323.8   350.4   396.5   536.8  2062.6  4940.8  29955.2    30030  1778241445810  1778241455909
read      256.5   120.8    93.8   154.5   167.3   237.0   273.1   294.2   310.4   329.9   356.9   401.6   542.5  1689.0  3490.2  30026.8    30035  1778241457423  1778241467524
read      253.9   137.6   101.3   153.9   165.9   232.1   267.6   288.8   304.7   323.9   351.2   399.5   552.6  1951.1  4814.1  30117.9    30040  1778241469040  1778241479145
read      245.2   122.9    93.8   149.4   161.2   225.9   260.1   280.7   296.1   315.2   341.0   385.3   521.1  1736.7  4100.0  30042.6    30045  1778241480660  1778241490761
read      255.4   128.1    93.8   153.1   165.7   235.1   271.2   292.4   308.6   328.3   356.2   402.1   552.1  1804.3  4193.6  30004.5    30050  1778241492275  1778241502377
read      250.4   110.8    93.8   150.8   163.9   233.7   269.2   290.0   305.6   324.1   350.5   395.5   503.2  1026.8  4368.4  29977.4    30055  1778241503890  1778241513992
read      247.5   100.3    93.8   149.3   162.0   231.4   267.2   288.2   303.7   321.8   347.7   392.2   494.6   840.1  3485.5  30121.1    30060  1778241515507  1778241525622
read      249.1   104.2    86.8   149.1   162.0   231.9   269.1   291.1   307.7   327.5   355.0   399.7   499.0   731.2  4143.1  30050.1    30065  1778241527137  1778241537242
read      252.0   117.4    86.8   151.0   163.7   233.4   270.3   292.3   308.9   329.1   357.4   402.5   510.0  1115.5  4317.6  30122.3    30070  1778241538755  1778241548856
read      250.4   110.6    93.8   152.0   164.9   233.1   268.9   289.9   305.7   324.3   350.8   395.6   504.6  1063.3  3488.4  30138.6    30075  1778241550373  1778241560478
read      246.3   117.1    93.8   149.1   161.2   228.8   264.5   285.4   300.9   319.5   345.6   389.8   500.8  1077.0  4315.6  30017.1    30080  1778241561994  1778241572103
read      252.2   103.6   101.3   154.9   167.8   237.0   271.5   291.6   306.7   324.4   348.4   390.1   489.7  1025.1  3662.7  30072.6    30085  1778241573618  1778241583719
read      244.4   108.9   101.3   153.3   165.1   228.2   261.1   280.7   295.1   313.3   337.3   375.0   479.8  1039.5  4189.5  30019.8    30090  1778241585233  1778241595336
read      247.6   114.1    93.8   153.7   165.6   229.3   263.0   283.2   298.1   317.1   342.9   387.4   519.2  1236.9  3944.2  30111.6    30095  1778241596850  1778241606956
read      249.1   131.2    93.8   151.4   163.8   229.9   264.2   284.4   299.2   317.9   343.7   389.7   534.4  1992.5  4451.2  30080.9    30100  1778241608472  1778241618573
read      237.5    89.6    93.8   150.2   161.8   223.0   254.3   273.1   287.6   304.6   327.3   365.4   463.2   808.7  3139.6  30119.8    30105  1778241620087  1778241630193
read      257.2   118.8   101.3   155.4   168.3   238.7   274.3   295.6   311.8   331.3   358.0   402.0   549.7  1446.6  4232.9  30075.5    30110  1778241631708  1778241641811
read      263.2   113.2    93.8   155.4   169.7   244.6   282.8   305.5   321.9   344.4   374.4   425.5   542.1  1017.3  4186.0  30164.6    30115  1778241643325  1778241653430
read      273.2   115.5    93.8   162.4   177.1   254.6   293.6   316.8   334.9   357.2   388.2   438.3   562.0   985.6  4063.8  30155.4    30120  1778241654944  1778241665048
read      261.4   104.1    93.8   153.9   168.7   243.8   281.6   304.2   320.6   342.7   372.7   423.1   536.7   893.7  3229.3  30179.9    30125  1778241666562  1778241676661
