#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      282.0   149.9    93.8   163.5   178.0   260.3   301.0   325.4   344.2   368.1   399.2   452.8   602.5  1970.2  5468.6  29861.7    30000  1778224428207  1778224438361
read      284.6   177.8   109.4   163.8   177.4   257.4   297.6   322.2   341.5   365.7   398.7   459.7   686.5  2763.9  6143.7  29926.7    30005  1778224439877  1778224450005
read      279.5   147.8   109.4   163.5   177.2   254.9   294.3   318.0   336.9   360.0   392.1   450.6   664.8  2185.9  4209.3  29886.2    30010  1778224451523  1778224461626
read      280.1   165.4   109.4   163.7   177.3   255.6   295.5   318.9   337.6   360.6   392.7   447.8   629.6  2498.7  6115.9  29970.4    30015  1778224463145  1778224473246
read      269.8   128.3   101.3   159.6   172.9   248.8   287.9   311.5   329.5   352.1   384.1   436.1   587.8  1374.0  4462.3  30076.9    30020  1778224474764  1778224484863
read      275.2   141.8   101.3   163.3   176.7   251.7   290.8   314.2   332.4   355.3   387.8   442.7   629.0  1863.4  4930.3  29987.5    30025  1778224486378  1778224496480
read      292.7   150.7   109.4   165.3   179.8   264.4   307.2   333.7   354.7   382.2   422.6   499.3   744.1  2037.4  4395.1  30076.9    30030  1778224497998  1778224508099
read      288.9   164.0   101.3   166.0   180.7   264.1   304.9   329.7   348.6   373.4   409.5   471.5   677.4  2067.8  6041.5  29920.5    30035  1778224509618  1778224519723
read      291.5   181.4   109.4   163.1   177.2   258.3   300.1   326.3   347.0   375.0   418.3   501.2   822.9  2611.1  5405.1  29982.0    30040  1778224521238  1778224531338
read      304.1   196.1   109.4   165.4   180.3   266.6   311.2   339.5   362.9   393.9   440.8   537.2   940.6  2616.0  5411.8  29975.4    30045  1778224532860  1778224542965
read      302.7   195.4   101.3   166.6   181.5   269.2   314.1   341.8   364.8   394.4   437.0   521.3   824.7  2559.9  6766.4  30046.9    30050  1778224544483  1778224554587
read      304.0   151.0   101.3   173.9   189.7   277.3   320.4   346.8   368.2   394.9   432.3   501.9   748.7  1903.3  4564.1  30051.9    30055  1778224556106  1778224566206
read      284.1   126.4   101.3   169.3   184.5   265.3   303.5   325.7   343.0   365.4   395.5   448.9   599.3  1485.7  4245.0  29951.3    30060  1778224567722  1778224577823
read      299.4   155.6   101.3   168.2   185.2   274.4   316.0   341.2   361.2   386.4   423.0   492.8   744.3  1991.2  4742.9  30088.1    30065  1778224579341  1778224589443
read      277.9   119.3   109.4   167.0   181.6   260.2   297.0   319.0   336.5   357.9   388.0   439.4   583.6  1092.3  4253.5  30090.2    30070  1778224590961  1778224601062
read      310.9   185.0   101.3   173.7   189.7   277.6   319.7   345.5   367.0   394.5   435.4   526.8   934.3  2472.7  4832.8  30135.1    30075  1778224602580  1778224612683
read      315.4   216.7   101.3   167.5   183.5   274.1   319.7   349.1   372.9   404.9   457.2   565.0  1024.7  3062.1  5392.6  30081.5    30080  1778224614203  1778224624303
read      379.4   403.2   109.4   165.7   180.9   277.9   340.3   390.6   438.2   512.6   637.9   883.1  1947.3  5104.6  9904.8  30001.8    30085  1778224625820  1778224635931
read      327.1   241.6   101.3   165.8   181.0   272.1   321.0   354.9   383.8   426.5   499.2   657.3  1247.4  2924.2  6091.1  30092.2    30090  1778224637451  1778224647554
read      285.1   139.8   101.3   164.4   178.9   262.7   304.2   329.0   347.3   371.8   405.4   468.4   644.3  1539.5  5365.9  30074.1    30095  1778224649072  1778224659172
read      288.2   154.5   109.4   164.5   178.5   260.6   301.9   327.4   346.7   372.8   412.8   491.5   750.7  1733.4  4356.6  30125.4    30100  1778224660688  1778224670800
read      303.4   176.6   101.3   166.9   182.5   270.1   314.9   342.5   364.9   393.9   436.9   528.8   860.8  2183.0  5296.3  30184.5    30105  1778224672322  1778224682424
read      289.4   124.4   101.3   167.2   184.4   270.2   311.8   336.9   356.0   379.0   410.1   463.4   606.8  1283.0  4165.6  30114.5    30110  1778224683945  1778224694045
read      304.6   161.9   101.3   172.9   189.1   278.9   323.7   350.5   370.7   396.4   432.3   500.2   724.2  2012.6  6057.2  30127.3    30115  1778224695563  1778224705663
read      294.5   129.4   109.4   169.8   186.8   276.0   319.5   345.0   364.5   387.5   417.9   467.1   596.9  1159.6  3918.3  30050.2    30120  1778224707181  1778224717281
