#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      267.5   162.2    80.4   133.0   148.4   235.2   283.6   312.0   333.8   361.8   401.4   489.1   769.0  2061.1  4770.5  29986.4    30000  1778190735060  1778190745144
read      267.1   151.8    80.4   130.9   146.4   234.9   285.2   314.8   337.6   366.1   407.3   497.4   756.3  1696.8  3903.4  29942.1    30005  1778190746657  1778190756728
read      276.9   166.5    80.4   133.8   149.8   243.1   293.8   323.1   346.4   377.1   423.8   523.1   797.9  2011.6  4315.3  30021.5    30010  1778190758241  1778190768295
read      269.6   168.8    80.4   131.2   146.3   235.6   285.1   313.9   336.7   366.4   410.9   506.8   787.4  2057.5  5123.0  30142.3    30015  1778190769808  1778190779863
read      281.9   171.0    80.4   132.7   149.0   245.4   297.8   330.1   356.1   390.3   441.1   550.9   824.4  1947.2  4145.4  30055.5    30020  1778190781376  1778190791432
read      274.7   183.5    80.4   131.4   147.5   239.1   289.4   319.3   343.6   374.3   422.0   521.7   808.6  2122.6  6587.7  30020.6    30025  1778190792944  1778190803001
read      284.7   169.7    80.4   134.1   151.2   250.0   302.7   334.5   359.1   390.7   437.3   544.4   832.8  2128.1  3979.9  29951.0    30030  1778190804513  1778190814569
read      259.2   149.9    80.4   130.5   145.0   229.6   276.1   303.9   324.3   350.7   390.3   468.5   717.6  1874.4  3697.5  29972.6    30035  1778190816082  1778190826140
read      365.9   325.2    80.4   135.9   153.4   270.3   343.3   400.3   461.2   569.9   716.1   914.1  1553.3  3596.8  6397.5  30032.2    30040  1778190827652  1778190837709
read      493.1   448.0    80.4   143.3   164.8   335.2   516.4   652.7   737.8   837.5   986.7  1286.9  1936.9  5080.8  7065.3  30028.0    30045  1778190839222  1778190849278
read      268.9   169.5    80.4   133.3   148.5   237.6   286.3   314.5   336.0   363.3   402.3   484.7   752.8  2268.9  5030.0  30127.8    30050  1778190850790  1778190860844
read      263.1   158.6    74.4   130.7   146.4   233.6   281.1   309.7   331.4   358.6   396.7   469.0   725.7  1804.1  5722.7  29966.5    30055  1778190862357  1778190872413
read      273.6   178.9    80.4   134.5   150.8   241.2   290.2   318.9   341.2   368.8   407.7   490.7   772.3  2758.5  4808.1  30138.6    30060  1778190873925  1778190883981
read      266.7   155.9    80.4   133.6   149.5   236.7   284.0   311.5   332.7   359.8   398.4   478.1   748.8  1919.5  4665.0  30152.7    30065  1778190885494  1778190895551
read      301.6   135.2    80.4   153.8   173.4   279.4   330.2   360.0   382.1   409.4   448.6   521.3   710.5  1260.1  3813.5  30134.3    30070  1778190897063  1778190907120
read      291.0   130.8    80.4   149.7   167.9   266.8   318.5   349.3   372.3   400.4   436.6   502.9   688.7  1089.8  3162.6  30067.5    30075  1778190908633  1778190918690
read      304.9   138.3    80.4   152.5   172.5   279.0   334.3   367.2   391.9   421.6   462.3   538.0   732.7  1160.1  3193.7  30052.2    30080  1778190920203  1778190930259
read      289.1   120.9    80.4   152.2   169.8   264.9   315.6   347.0   371.0   399.5   436.5   499.8   647.7   960.3  2825.0  30026.4    30085  1778190931774  1778190941830
