#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      307.6   284.9    80.4   128.5   142.9   229.9   281.3   314.2   341.5   384.6   550.4   837.0  1526.4  3033.1  6175.7  29840.7    30000  1778189381033  1778189391123
read      229.4   132.3    74.4   125.8   138.6   210.7   247.9   270.3   286.9   306.3   330.8   369.9   487.4  1890.6  4816.8  29931.0    30005  1778189392635  1778189402703
read      240.3   163.5    80.4   127.3   140.8   217.2   257.1   281.0   298.0   318.7   345.7   392.1   554.5  2574.7  5983.4  29949.9    30010  1778189404214  1778189414269
read      243.1   149.0    74.4   127.7   141.4   221.2   263.1   287.5   305.2   326.1   354.0   399.2   554.8  2149.7  4804.3  29966.9    30015  1778189415781  1778189425837
read      237.1   159.1    80.4   126.1   139.3   214.8   254.7   278.1   294.8   315.1   341.5   386.1   535.9  2660.3  6065.0  30005.0    30020  1778189427352  1778189437408
read      238.2   175.9    74.4   126.6   139.6   213.6   253.1   276.4   293.4   313.7   340.5   386.7   568.3  2775.0  6318.7  29953.5    30025  1778189438922  1778189448977
read      234.2   145.6    80.4   126.5   139.2   212.4   251.1   274.2   291.5   311.8   338.7   383.5   542.6  2193.0  4687.8  30045.3    30030  1778189450490  1778189460545
read      237.3   155.1    80.4   127.5   140.4   214.9   254.0   276.9   293.8   313.8   340.1   385.8   554.0  2354.6  5071.8  30011.3    30035  1778189462057  1778189472112
read      250.6   172.0    80.4   128.8   142.8   224.2   266.9   291.8   310.4   333.0   364.2   420.1   672.9  2709.2  6136.2  30007.4    30040  1778189473623  1778189483678
read      256.5   171.9    74.4   128.8   143.4   228.1   273.7   300.7   320.5   345.3   379.2   440.3   686.1  2409.2  6318.0  30066.6    30045  1778189485196  1778189495251
read      323.3   313.9    80.4   128.5   142.7   230.4   285.7   323.7   360.3   431.4   662.9   898.2  1549.8  3828.4  6268.6  30115.9    30050  1778189496764  1778189506819
read      242.5   151.9    80.4   128.0   141.4   218.8   259.9   284.3   302.0   322.7   351.3   400.0   601.9  2184.9  4919.3  30039.0    30055  1778189508331  1778189518388
read      262.3   118.5    74.4   132.6   150.4   241.5   289.1   316.3   336.7   361.1   393.0   443.2   586.2  1208.4  2937.2  30002.8    30060  1778189519900  1778189529953
read      248.2   107.4    80.4   133.4   149.3   230.7   272.7   297.1   315.1   336.8   365.5   409.7   520.5   817.6  3486.7  30109.8    30065  1778189531466  1778189541521
read      238.0    95.8    80.4   133.7   148.2   221.4   259.2   281.4   297.3   317.2   343.4   387.4   516.8   851.2  2565.5  30007.7    30070  1778189543033  1778189553090
read      233.6   100.3    86.8   134.8   148.1   217.7   253.4   274.1   290.3   309.2   333.6   372.9   479.0  1041.2  3542.7  30069.2    30075  1778189554603  1778189564660
read      233.4    93.8    80.4   136.6   149.6   218.9   254.7   275.0   290.6   308.8   332.7   370.5   462.9   699.2  3630.6  29996.9    30080  1778189566172  1778189576227
read      231.9    93.9    80.4   133.1   146.3   215.6   252.0   273.8   290.3   309.7   334.8   373.5   478.7   825.7  3025.1  30159.2    30085  1778189577741  1778189587796
read      229.2    93.2    80.4   127.8   141.0   214.6   252.0   273.6   289.8   308.5   332.5   369.6   460.7   879.3  2585.7  30128.9    30090  1778189589309  1778189599362
read      242.4   103.7    80.4   131.7   146.2   225.7   266.7   291.0   308.8   329.3   355.6   396.5   498.8   917.2  3252.0  30157.1    30095  1778189600875  1778189610930
read      238.0    92.5    80.4   135.3   149.2   223.0   261.0   282.6   297.9   317.2   342.1   382.3   488.4   807.0  2442.7  30122.2    30100  1778189612442  1778189622498
read      241.0   104.5    80.4   133.2   147.7   224.3   264.5   287.6   304.5   324.1   350.2   391.6   494.2   994.4  2933.6  30207.5    30105  1778189624011  1778189634066
read      238.0    98.2    80.4   132.6   146.6   221.5   259.8   282.4   298.8   318.4   344.3   386.8   505.4  1011.5  2640.2  30100.6    30110  1778189635577  1778189645632
read      232.4    94.4    80.4   133.1   146.8   218.4   254.8   276.0   291.7   310.1   333.7   369.9   454.9   681.7  2739.0  30093.0    30115  1778189647142  1778189657197
read      233.4    98.8    80.4   131.4   145.1   217.8   255.6   278.0   294.4   314.2   339.5   378.0   466.5   708.3  3304.9  30156.3    30120  1778189658710  1778189668769
read      247.1   100.5    74.4   130.8   146.1   227.6   271.7   298.9   319.2   343.4   373.6   419.6   521.3   787.0  2187.9  30091.0    30125  1778189670281  1778189680336
read      278.2   127.2    74.4   142.5   160.9   254.8   304.6   334.6   357.1   383.9   419.0   476.3   642.5  1169.0  3176.1  30171.6    30130  1778189681849  1778189691906
read      286.3   141.0    74.4   142.4   161.6   258.9   309.8   340.4   364.1   393.5   433.9   511.9   735.7  1350.2  3592.6  30176.9    30135  1778189693420  1778189703480
read      322.1   169.5    80.4   153.3   172.7   285.4   346.9   384.9   414.3   453.1   509.6   610.3   865.5  1632.8  4173.4  30186.2    30140  1778189704992  1778189715046
read      304.7   154.8    74.4   145.3   166.3   277.7   333.5   366.0   390.8   422.0   467.2   549.7   761.8  1371.9  3664.2  30136.9    30145  1778189716559  1778189726614
