#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      314.5   172.0   101.3   169.6   187.0   280.1   329.3   361.1   386.8   422.0   474.1   563.6   799.9  2071.2  4942.0  29893.4    30000  1778347719299  1778347729447
read      297.7   162.3    93.8   158.2   174.9   265.4   314.1   344.4   369.2   400.6   450.0   533.5   776.7  1731.8  4955.9  30014.0    30005  1778347730962  1778347741085
read      310.0   161.2    93.8   171.8   188.9   279.3   325.7   355.3   378.5   410.7   460.5   544.3   765.6  1751.9  4797.2  29986.8    30010  1778347742601  1778347752702
read      297.4   164.6    93.8   159.4   175.4   263.7   311.5   341.9   366.8   399.9   452.1   540.0   780.2  1836.8  5048.3  29976.4    30015  1778347754216  1778347764319
read      314.8   163.0    93.8   174.6   191.6   282.6   329.3   359.2   383.3   417.0   468.8   557.6   808.4  1713.4  4891.1  30011.3    30020  1778347765833  1778347775935
read      322.3   172.1    93.8   171.7   190.5   288.2   337.9   369.5   395.9   432.1   486.0   576.9   845.8  1948.2  5459.6  29972.3    30025  1778347777450  1778347787550
read      310.0   170.5    93.8   166.9   184.2   276.7   324.9   356.5   381.2   415.1   465.6   552.7   797.6  1925.3  4746.8  30060.2    30030  1778347789064  1778347799165
read      352.4   237.1    93.8   170.5   189.2   297.4   359.3   400.9   438.1   489.2   561.3   697.0  1117.0  3099.5  6072.0  30136.8    30035  1778347800680  1778347810784
read      324.3   189.6    93.8   170.7   188.4   287.1   340.4   373.9   401.5   438.8   493.6   584.7   848.4  2344.2  6153.6  30063.2    30040  1778347812298  1778347822412
read      331.6   202.1    93.8   167.1   185.0   285.8   341.9   379.9   412.9   459.2   523.6   630.6   968.4  2249.6  5324.5  30094.3    30045  1778347823926  1778347834026
read      326.5   193.9    93.8   167.6   186.1   284.7   338.1   372.9   402.5   444.3   504.9   611.8   935.4  2096.2  6010.4  30069.3    30050  1778347835541  1778347845643
read      315.4   170.9    93.8   170.9   188.2   281.5   331.2   362.9   388.4   422.5   472.5   564.7   815.5  1932.9  4748.5  30024.1    30055  1778347847161  1778347857269
read      317.4   198.7    93.8   167.4   184.8   278.7   329.6   363.0   389.7   425.3   477.9   572.5   869.7  2672.6  6166.7  30070.4    30060  1778347858783  1778347868886
read      305.4   158.0   101.3   169.3   186.3   274.2   320.4   349.8   372.4   401.9   448.6   535.0   775.5  1960.5  4323.3  30136.5    30065  1778347870400  1778347880504
read      314.8   159.4    93.8   167.6   185.6   281.2   331.3   363.4   389.6   425.4   480.0   571.2   808.2  1729.1  4382.9  29974.4    30070  1778347882019  1778347892130
read      310.0   162.0    86.8   165.5   183.4   276.5   326.1   357.7   382.5   416.9   469.0   559.0   803.4  1807.3  4659.9  30044.3    30075  1778347893645  1778347903747
read      329.5   187.3    93.8   168.8   187.7   288.1   341.6   376.5   406.1   449.6   512.3   623.8   933.7  1971.0  4990.5  30010.4    30080  1778347905263  1778347915366
read      357.9   254.5    93.8   170.2   190.1   301.3   363.6   404.9   442.9   495.1   569.8   715.5  1159.5  3457.4  6395.2  29957.9    30085  1778347916880  1778347926987
read      341.1   239.5    93.8   166.6   185.1   288.4   345.9   384.8   417.4   463.2   534.5   671.9  1112.9  3067.8  6328.1  30179.1    30090  1778347928502  1778347938612
read      303.0   158.5    93.8   164.0   180.2   270.9   319.9   350.9   374.3   406.0   454.3   539.9   775.9  1730.9  4935.7  30070.4    30095  1778347940127  1778347950230
read      318.9   197.8    86.8   160.6   177.7   276.1   331.0   366.8   396.3   436.8   500.0   607.7   925.6  2022.5  6054.0  30208.9    30100  1778347951743  1778347961845
read      317.3   165.0    93.8   164.3   182.4   282.1   334.5   368.4   396.1   433.6   490.7   585.3   829.6  1641.9  4978.6  30168.4    30105  1778347963359  1778347973462
read      351.9   365.8   101.3   173.1   191.1   293.9   349.1   386.8   418.7   463.4   529.5   653.8  1126.1  6090.1 11470.7  30026.4    30110  1778347974978  1778347985079
read      318.8   188.0    93.8   164.2   182.3   279.7   331.9   365.7   393.3   431.1   490.1   590.4   884.7  2218.2  5368.2  30086.0    30115  1778347986594  1778347996699
read      348.2   220.9    93.8   174.2   194.0   299.2   355.3   393.2   425.9   470.9   539.3   669.6  1098.0  2528.4  6016.1  30105.8    30120  1778347998213  1778348008316
read      348.1   190.3    93.8   185.7   205.7   308.8   362.1   396.7   426.2   465.5   523.5   627.9   966.6  1983.4  5632.6  30158.5    30125  1778348009830  1778348019937
read      350.4   251.3    93.8   168.0   188.7   293.5   349.5   389.1   423.6   471.1   547.8   715.1  1209.0  3189.2  6270.8  30085.0    30130  1778348021452  1778348031553
read      359.1   303.4    93.8   170.8   190.2   291.2   345.9   385.2   419.9   471.5   562.7   758.6  1416.5  4576.0  7045.4  30068.7    30135  1778348033068  1778348043169
read      344.3   183.5    93.8   180.7   202.4   305.9   359.8   395.1   424.8   464.1   519.9   620.8   934.9  1984.8  4975.0  30107.9    30140  1778348044683  1778348054785
read      361.5   235.1    93.8   178.8   200.2   310.6   370.0   410.3   445.4   491.7   558.2   699.3  1126.6  2524.8  6444.5  30246.9    30145  1778348056299  1778348066402
read      342.7   182.9    93.8   177.9   198.6   305.3   359.9   395.1   424.2   462.9   518.1   617.8   935.0  1997.6  5035.2  30197.7    30150  1778348067918  1778348078031
read      332.6   183.6   101.3   178.5   197.9   295.6   345.5   377.7   403.5   440.0   494.5   592.7   934.5  1850.8  5406.9  30259.9    30155  1778348079546  1778348089657
read      314.1   167.6    93.8   176.6   194.8   284.7   330.3   359.2   381.3   410.8   455.1   530.8   765.5  2002.3  5845.7  30161.5    30160  1778348091170  1778348101275
read      319.2   162.4   101.3   177.3   196.0   290.6   337.4   366.9   391.0   423.4   469.1   545.6   744.7  1671.5  5431.0  30168.4    30165  1778348102790  1778348112893
read      324.7   165.7    93.8   174.5   195.2   296.6   346.2   377.5   401.9   434.4   480.9   553.9   746.4  1719.3  5802.8  30244.7    30170  1778348114408  1778348124513
